Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W78     2099.76         2341.33         0.145302        0.896824        24.1            0.640691        
W79     2100.13         2332.09         0.160904        0.900534        31.4087         0.601513        
W80     2100.44         2353.89         0.159007        0.892325        45.9029         0.851687        
W81     2100.7          2339.91         0.153309        0.897771        39.0484         1.13728         
W82     2100.91         2375.46         0.149629        0.884421        17.6882         0.0421327       
W83     2101.07         2334.8          0.143286        0.899893        49.4128         1.28806         
W84     2101.17         2333.17         0.146666        0.900566        55.626          2.3158          
W85     2101.22         2300.29         0.136067        0.913462        52.6892         1.88785         
W86     2101.22         2331.42         0.157654        0.901261        42.3313         0.228223        
W87     2101.17         2357.39         0.135875        0.891313        94.1874         1.26999         
W88     2101.07         2318.25         0.141645        0.906316        49.578          2.1444          
W89     2100.91         2300.13         0.121066        0.913389        57.8483         0.776293        
W90     2100.7          2323.05         0.137749        0.904285        48.0682         0.814098        
W91     2100.44         2324.01         0.144002        0.903798        89.0147         1.84305         
W92     2100.13         2305.38         0.131806        0.910968        45.5593         1.19685         
W93     2099.76         2309.74         0.143324        0.909088        55.1318         0.732438        
W94     2099.34         2336.25         0.148139        0.898595        51.1388         1.5652          
W95     2098.87         2315.52         0.129893        0.906439        29.1266         2.39383         
W96     2098.35         2362.06         0.135044        0.888356        19.4069         1.39066         
W97     2097.78         2322.11         0.141053        0.903394        22.6314         1.44593         
W98     2097.15         2358.99         0.133882        0.889004        15.3118         0.329768        
W99             2096.48         2327.61         0.9007          69.7819         1.14696         
W100    2095.75         2340.18         0.140032        0.895551        7.80159         0.324931        
W101    2094.98         2330.26         0.142436        0.89903         64.562          1.61553         
W102    2094.15         2380.58         0.139573        0.879681        18.1609         1.58111         
W103    2094.87         2425.97         0.122           0.863519        2.37571         1.86351         
W104    2095.7          2302.32         0.116292        0.910253        36.9189         6.46684         
W105    2096.48         2328.58         0.120787        0.900324        26.6005         2.40319         
W106    2097.21         2352.72         0.125708        0.891395        50.5245         1.41543         
W107    2097.88         2316.49         0.108659        0.905628        30.3933         4.09317         
W108    2098.51         2291.45         0.112168        0.9158          42.8408         5.17885         
W109    2099.08         2333.08         0.127587        0.899702        71.1659         0.53027         
W110    2099.6          2333.48         0.126104        0.899775        67.7739         1.21628         
W111    2100.07         2338.95         0.135001        0.897869        29.6437         0.0253144       
W112    2100.49         2316.29         0.131149        0.906833        54.9887         0.439424        
W113    2100.86         2322.48         0.151009        0.904575        43.3503         3.78104         
W114    2101.17         2333.33         0.131192        0.900501        44.7211         0.854984        
W115    2101.43         2333.76         0.13465         0.900447        38.0246         1.94208         
W116    2101.64         2324.32         0.132687        0.904194        52.7582         3.72388         
W117    2101.8          2341.08         0.143903        0.897792        38.0189         0.446709        
W118    2101.9          2316.62         0.128753        0.907313        39.8301         0.152688        
W119    2101.95         2335            0.144364        0.900194        48.9144         6.96068         
W120    2101.95         2310            0.130285        0.909938        48.4184         1.74506         
W121    2101.9          2293.01         0.125057        0.916656        57.88           0.623197        
W122    2101.8          2312.62         0.135006        0.908836        51.2455         0.373274        
W123    2101.64         2328.6          0.136307        0.902533        45.1323         1.2574          
W124    2101.43         2320.62         0.138111        0.905546        55.1614         0.399927        
W125    2101.17         2314.87         0.123551        0.907682        38.7341         1.14317         
W126    2100.86         2299.03         0.134696        0.9138          43.406          1.02033         
W127    2100.49         2312.93         0.131766        0.908153        53.0259         2.66965         
W128    2100.07         2279            0.114619        0.92149         59.0703         2.15309         
W129    2099.6          2325.21         0.138902        0.902975        51.3441         0.379651        
W130    2099.08         2308.08         0.131488        0.909447        72.3077         1.88069         
W131    2098.51         2300.82         0.134485        0.912068        52.2931         0.13515         
W132    2097.88         2322.18         0.13944         0.90341         35.5261         1.63248         
W133    2097.21         2308.39         0.135519        0.908515        74.4658         3.69972         
W134    2096.48         2318.62         0.136115        0.904193        51.1715         3.7726          
W135    2095.7          2276.7          0.13758         0.9205          26.5948         0.563422        
W136    2094.87         2492.43         0.150158        0.840494        105.609         0.513512        
W137            2095.54         1879.29         1.11507         479.329         1               
W138    2096.37         2332.2          0.130018        0.898883        43.4549         0.512672        
W139    2097.15         2362.03         0.135221        0.88786         83.4962         0.738337        
W140    2097.88         2314.25         0.129003        0.906507        45.809          2.32282         
W141    2098.56         2322.65         0.126291        0.903518        33.1493         2.29115         
W142    2099.18         2348.34         0.140731        0.893899        29.1638         3.40969         
W143    2099.76         2348.61         0.134711        0.894044        22.4017         0.371782        
W144    2100.28         2329.74         0.131309        0.90151         49.7526         0.869188        
W145    2100.75         2353.26         0.131694        0.892696        27.6146         2.59676         
W146    2101.17         2326.22         0.133228        0.903255        39.8451         0.417153        
W147    2101.53         2317.32         0.14391         0.906882        59.6376         0.239758        
W148    2101.85         2355.23         0.136392        0.892418        22.1641         1.43004         
W149    2102.11         2321.5          0.130519        0.905496        58.3385         1.35998         
W150    2102.32         2335.08         0.140286        0.900322        46.6333         2.35424         
W151    2102.48         2330.11         0.147713        0.902308        55.0162         0.368173        
W152    2102.58         2309.63         0.137312        0.910355        56.0627         0.275555        
W153    2102.63         2337.89         0.146525        0.899374        34.9452         0.415156        
W154    2102.63         2321.23         0.140678        0.905826        60.0343         2.7853          
W155    2102.58         2319.17         0.131758        0.906608        57.3617         1.03566         
W156    2102.48         2329.1          0.146534        0.902701        47.1881         2.32021         
W157    2102.32         2337.01         0.146612        0.899576        47.6709         1.27892         
W158    2102.11         2360.75         0.14618         0.890441        48.2495         2.8127          
W159    2101.85         2331.24         0.1348          0.901599        34.1618         0.267053        
W160    2101.53         2330.57         0.137377        0.901726        41.5362         3.70607         
W161    2101.17         2327.01         0.142084        0.902947        40.7845         0.544717        
W162    2100.75         2330.4          0.137083        0.901455        51.2681         0.584093        
W163    2100.28         2314.4          0.129705        0.907481        45.3961         0.84371         
W164    2099.76         2309.52         0.13691         0.909174        43.8618         2.41822         
W165    2099.18         2328.3          0.123818        0.901596        45.4414         2.43624         
W166    2098.56         2322.38         0.135714        0.903623        70.5739         1.05071         
W167    2097.88         2335.75         0.147699        0.898162        38.8925         3.21334         
W168    2097.15         2312.44         0.133866        0.906899        84.8718         1.61606         
W169    2096.37         2329.67         0.122283        0.899856        36.8105         0.337952        
W170    2095.54         2356.44         0.131976        0.889283        29.489          4.03704         
W171            2096.16         901.818         2.32437         107.477         1               
W172    2096.99         2304.17         0.130243        0.910087        56.6054         2.99587         
W173    2097.78         2328.82         0.132771        0.900788        18.4354         3.12005         
W174    2098.5          2297.01         0.121263        0.913582        63.6755         4.78543         
W175    2099.18         2319.48         0.125323        0.905023        43.449          1.45808         
W176    2099.81         2361.16         0.145691        0.889312        18.1029         3.08418         
W177    2100.38         2347.09         0.138546        0.894888        28.9207         0.205067        
W178    2100.91         2320.25         0.137727        0.905463        59.5193         0.279673        
W179    2101.38         2294.88         0.140571        0.915681        45.2955         2.74955         
W180    2101.8          2320.65         0.137335        0.905694        37.8393         0.567722        
W181    2102.16         2341.38         0.138734        0.897829        54.2819         1.62042         
W182    2102.48         2332.04         0.139859        0.901562        34.9649         2.41045         
W183    2102.74         2322.82         0.147455        0.905253        52.2126         2.16855         
W184    2102.95         2314.9          0.144113        0.908442        56.8899         0.750396        
W185    2103.11         2351.99         0.144811        0.894181        34.438          0.586205        
W186    2103.21         2315.85         0.12539         0.90818         50.8195         1.99839         
W187    2103.26         2326.32         0.153672        0.904118        46.417          3.88533         
W188    2103.26         2309.57         0.148842        0.910673        57.6577         1.55109         
W189    2103.21         2321.73         0.150017        0.905882        50.844          1.0327          
W190    2103.11         2316.21         0.130877        0.907993        45.5154         2.64867         
W191    2102.95         2321.27         0.137421        0.905949        49.513          0.481196        
W192    2102.74         2331.5          0.141945        0.901882        52.0384         0.977468        
W193    2102.48         2308.6          0.133595        0.910715        50.888          0.513965        
W194    2102.16         2313.31         0.134233        0.908725        47.311          0.315643        
W195    2101.8          2324.85         0.14081         0.904058        46.4468         2.1607          
W196    2101.38         2319.87         0.145241        0.905817        50.9282         1.68485         
W197    2100.91         2329.32         0.134658        0.90194         42.5504         1.30709         
W198    2100.38         2317.8          0.140712        0.906195        42.3898         2.47442         
W199    2099.81         2299.02         0.133727        0.913349        39.0281         0.636959        
W200    2099.18         2370.02         0.139256        0.885722        11.2446         0.650285        
W201    2098.5          2313.59         0.146536        0.907035        46.2221         0.303932        
W202    2097.78         2344.86         0.138272        0.894625        34.8772         1.09142         
W203    2096.99         2356.91         0.137073        0.889721        27.9713         0.631112        
W204    2096.16         2410            0.141212        0.869777        27.7739         1.57699         
W205    2096.73         1586.47         0.0961819       1.32163         33.4963         3.27532         
W206    2097.57         2312.46         0.143166        0.90707         90.2179         0.717767        
W207    2098.35         2291.6          0.134714        0.915668        47.5382         7.28152         
W208    2099.08         2309.44         0.136745        0.908912        74.0034         1.75516         
W209    2099.75         2301.02         0.124645        0.91253         42.8232         4.36796         
W210    2100.38         2359.66         0.15328         0.890122        28.2002         2.30168         
W211    2100.96         2341.64         0.138333        0.897216        59.6293         1.06511         
W212    2101.48         2345.99         0.142657        0.895776        34.5202         0.928001        
W213    2101.95         2301.66         0.126915        0.913231        59.0286         0.717922        
W214    2102.37         2343.95         0.136067        0.896935        35.3904         0.382134        
W215    2102.74         2358.18         0.153866        0.891679        39.0767         0.277181        
W216    2103.05         2331.13         0.132916        0.902159        39.7178         0.522092        
W217    2103.31         2320.78         0.129016        0.906296        47.8385         0.311898        
W218    2103.52         2318.76         0.126856        0.907178        44.6993         0.943214        
W219    2103.68         2323.84         0.1355          0.905263        41.8797         1.46241         
W220    2103.79         2304.45         0.125876        0.912923        61.3869         0.793496        
W221    2103.84         2314.09         0.137247        0.909142        42.2306         1.44801         
W222    2103.84         2323.23         0.142766        0.905568        51.0694         0.548543        
W223    2103.79         2328.26         0.144565        0.903589        57.4758         2.57777         
W224    2103.68         2326.94         0.138671        0.904057        56.8205         0.807915        
W225    2103.52         2309.24         0.129138        0.910917        56.642          4.17898         
W226    2103.31         2312.77         0.143856        0.909434        51.3991         1.29125         
W227    2103.05         2337.12         0.150172        0.899848        46.3148         2.72933         
W228    2102.74         2338.89         0.138963        0.899031        45.1569         3.2112          
W229    2102.37         2342.99         0.136703        0.897302        36.7382         1.79061         
W230    2101.95         2335.97         0.15245         0.899818        40.2175         1.24278         
W231    2101.48         2335.49         0.138802        0.899804        44.2874         0.897146        
W232    2100.96         2455.47         0.143468        0.855624        104.324         3.34725         
W233    2100.38         2353.27         0.14689         0.892539        38.859          4.64645         
W234    2099.75         2301.4          0.127806        0.912382        47.0271         4.76906         
W235    2099.08         2321.5          0.12626         0.904188        31.4312         3.58183         
W236    2098.35         2447.19         0.117886        0.857453        89.2816         2.95795         
W237    2097.57         2305.52         0.126603        0.9098          26.2487         0.671615        
W238    2096.73         2408.12         0.159839        0.870694        14.7532         0.069455        
W239    2097.25         1700.01         0.0790235       1.23367         33.7386         2.30212         
W240    2098.09         2409.38         0.119593        0.870799        89.8743         3.56182         
W241    2098.87         2295.08         0.137978        0.914506        42.9778         1.6401          
W242    2099.6          2312.5          0.137705        0.907935        39.5507         1.68413         
W243    2100.28         2310.25         0.138688        0.90911         43.4215         0.828648        
W244    2100.9          2314.19         0.128814        0.907835        37.187          1.72454         
W245    2101.48         2308.68         0.12713         0.910251        64.3055         0.910194        
W246    2102            2322.07         0.137678        0.905227        34.5357         1.32259         
W247    2102.47         2316.18         0.127733        0.907735        56.8321         2.26219         
W248    2102.89         2334.53         0.145258        0.900778        46.6149         2.50898         
W249    2103.26         2319.96         0.143406        0.906592        56.8704         2.61591         
W250    2103.58         2331.67         0.138144        0.902176        39.8447         0.742248        
W251    2103.84         2316.23         0.1414          0.908304        57.4122         0.828659        
W252    2104.05         2295.19         0.132808        0.91672         55.2466         2.33694         
W253    2104.21         2311.77         0.143085        0.910216        54.7329         0.780075        
W254    2104.31         2323.41         0.145804        0.9057          56.993          3.01132         
W255    2104.36         2307.61         0.144949        0.911922        55.6164         1.15491         
W256    2104.36         2314.76         0.137173        0.909108        50.7082         0.0561992       
W257    2104.31         2320.25         0.145657        0.906932        56.7877         2.60199         
W258    2104.21         2331.55         0.152064        0.902492        53.3803         3.42089         
W259    2104.05         2351.66         0.156688        0.894709        45.2683         0.309654        
W260    2103.84         2333.13         0.13989         0.901724        50.1957         1.24136         
W261    2103.58         2318.75         0.142287        0.907202        59.1587         0.125019        
W262    2103.26         2318.84         0.136834        0.907033        58.0225         1.63146         
W263    2102.89         2318.71         0.137546        0.906923        50.8045         2.03867         
W264    2102.47         2305.63         0.134473        0.911885        47.1908         0.114619        
W265    2102            2324.58         0.145232        0.904251        52.3808         2.21227         
W266    2101.48         2311.34         0.133631        0.909202        40.665          0.741684        
W267    2100.9          2350.1          0.176011        0.893963        29.9218         1.23617         
W268    2100.28         2327.18         0.166563        0.902498        46.9975         0.247904        
W269    2099.6          2330            0.136073        0.901114        43.9472         1.48174         
W270    2098.87         2298.12         0.130971        0.913299        44.0425         0.251369        
W271    2098.09         2333.98         0.143826        0.89893         41.7637         1.04618         
W272    2097.25         2344.45         0.142649        0.894561        13.4253         0.922392        
W273    2097.72         2229.97         0.143761        0.940694        54.7666         2.16371         
W274    2098.55         2276.35         0.141763        0.921895        104.755         2.82695         
W275    2099.33         2308.9          0.132406        0.909238        36.8801         2.09422         
W276    2100.07         2324.37         0.14778         0.903501        61.1368         0.82671         
W277    2100.75         2383.26         0.138884        0.881457        89.1023         2.69371         
W278    2101.37         2311.41         0.132182        0.909132        33.1437         0.890428        
W279    2101.95         2318.39         0.138592        0.906641        40.2085         0.47209         
W280    2102.47         2327.68         0.142159        0.903249        54.8487         5.68413         
W281    2102.95         2324.36         0.149259        0.904742        53.5983         2.34946         
W282    2103.37         2335.88         0.151452        0.900458        69.3593         1.27514         
W283    2103.73         2348.96         0.159933        0.895601        59.4768         1.5749          
W284    2104.05         2336.4          0.149952        0.900552        50.2423         3.20387         
W285    2104.31         2327.41         0.159873        0.904142        52.1035         0.680476        
W286    2104.52         2310.55         0.130639        0.91083         56.7329         2.1663          
W287    2104.68         2305.64         0.134526        0.912841        55.6582         1.41692         
W288    2104.78         2317.73         0.143546        0.908123        53.6609         0.793356        
W289    2104.84         2324.51         0.136825        0.905499        45.1994         2.92768         
W290    2104.84         2324.63         0.158454        0.90545         57.942          2.38806         
W291    2104.78         2294.8          0.12921         0.917199        66.3009         2.82828         
W292    2104.68         2327.06         0.15745         0.904436        54.5408         1.99612         
W293    2104.52         2321.32         0.134216        0.906605        62.224          1.01676         
W294    2104.31         2334.02         0.147198        0.901584        57.3099         1.53428         
W295    2104.05         2345.1          0.144312        0.897211        56.2044         0.872869        
W296    2103.73         2335.6          0.142683        0.900726        54.0158         2.04467         
W297    2103.37         2299.53         0.122694        0.914692        65.1248         1.2254          
W298    2102.95         2322.14         0.134427        0.905605        52.6965         0.900114        
W299    2102.47         2314.41         0.124374        0.908427        44.4994         0.590166        
W300    2101.95         2353.57         0.153017        0.89309         42.881          0.489623        
W301    2101.37         2326.91         0.13136         0.903073        51.1146         0.445723        
W302    2100.75         2324.7          0.143835        0.903662        47.3217         0.606294        
W303    2100.07         2323.08         0.137597        0.904001        32.1116         0.892004        
W304    2099.33         2309.33         0.134738        0.909068        42.2513         2.48034         
W305    2098.55         2386.7          0.147807        0.879271        67.9585         1.04408         
W306            2097.72         2267.77         0.925014        98.4291         0.435858        
W307    2098.14         2139.6          0.135544        0.98062         33.6382         3.82176         
W308    2098.97         2298            0.123891        0.913388        38.3393         4.2306          
W309    2099.75         2296.11         0.130495        0.91448         60.0719         1.45213         
W310    2100.48         2280.26         0.126153        0.921158        50.1928         1.28524         
W311    2101.16         2305.21         0.131665        0.911484        67.9525         1.65231         
W312    2101.79         2334.94         0.127688        0.900147        20.9168         2.77211         
W313    2102.37         2304.67         0.13199         0.912219        79.0367         0.0873505       
W314    2102.89         2327.85         0.137226        0.903362        49.6994         1.58305         
W315    2103.36         2331.58         0.142692        0.902118        55.8721         1.00633         
W316    2103.78         2301.99         0.130006        0.913897        61.6335         0.702546        
W317    2104.15         2304.85         0.127295        0.912924        51.7708         0.772513        
W318    2104.47         2300.36         0.138765        0.914844        49.948          1.80214         
W319    2104.73         2300.6          0.150817        0.914861        49.6504         2.23864         
W320    2104.94         2307.5          0.131084        0.912218        51.0852         1.28156         
W321    2105.1          2317.14         0.13847         0.908491        56.2367         0.717806        
W322    2105.2          2306.13         0.12141         0.912872        61.1997         3.95609         
W323    2105.26         2320.83         0.14515         0.907112        58.4852         0.511028        
W324    2105.26         2313.92         0.14335         0.909824        54.88           1.27398         
W325    2105.2          2285.46         0.135162        0.921129        57.8791         1.86166         
W326    2105.1          2315.22         0.148828        0.909244        57.3981         2.20115         
W327    2104.94         2331.7          0.153461        0.902751        54.834          1.69139         
W328    2104.73         2308.62         0.13591         0.911682        61.8865         0.236417        
W329    2104.47         2316.52         0.138818        0.908461        53.8761         0.121763        
W330    2104.15         2335.15         0.147294        0.901078        46.838          0.417321        
W331    2103.78         2335.65         0.147167        0.900726        58.2832         0.348144        
W332    2103.36         2307.77         0.13514         0.911426        59.2792         1.44613         
W333    2102.89         2347.97         0.161591        0.895622        55.0741         0.101016        
W334    2102.37         2346.43         0.146738        0.895985        44.3821         0.886499        
W335    2101.79         2317.95         0.131008        0.906745        68.5675         0.834627        
W336    2101.16         2304.69         0.128901        0.911691        64.5192         1.22395         
W337    2100.48         2306.6          0.130426        0.91064         43.1402         0.249273        
W338    2099.75         2313.55         0.152166        0.907588        55.9371         0.770578        
W339    2098.97         2292.43         0.128898        0.915608        49.6059         2.69897         
W340    2098.14         2310.01         0.138936        0.908281        42.4635         1.66245         
W341    2098.5          2377.5          0.130696        0.88265         30.9729         3.53985         
W342    2099.33         2353.74         0.132871        0.891914        28.5352         0.972872        
W343    2100.12         2316.32         0.132863        0.906661        43.3427         1.0462          
W344    2100.85         2308.65         0.14017         0.909988        44.8893         3.80005         
W345    2101.53         2336.02         0.142744        0.899621        52.9598         0.587165        
W346    2102.16         2314.22         0.128676        0.908366        56.0761         3.01075         
W347    2102.73         2293.74         0.123379        0.916727        66.2148         0.934046        
W348    2103.26         2296.67         0.125985        0.915787        56.151          1.50995         
W349    2103.73         2320.19         0.130345        0.906705        45.861          1.7755          
W350    2104.15         2317.4          0.141094        0.907979        63.5947         1.13082         
W351    2104.52         2339.38         0.145627        0.899605        50.8354         0.86228         
W352    2104.84         2310.97         0.139           0.9108          49.2016         2.04313         
W353    2105.1          2297.91         0.123304        0.916091        46.1259         0.527174        
W354    2105.31         2323.1          0.147745        0.90625         56.974          1.17947         
W355    2105.47         2317.37         0.143038        0.908558        51.3748         0.790731        
W356    2105.57         2307.18         0.146142        0.912619        60.1588         0.224332        
W357    2105.63         2307.61         0.147901        0.912471        57.8097         0.415134        
W358    2105.63         2309.32         0.149964        0.911793        56.7432         1.79942         
W359    2105.57         2322.32         0.150972        0.906667        56.5635         0.53037         
W360    2105.47         2325.61         0.141651        0.90534         57.7143         2.92707         
W361    2105.31         2334.43         0.146421        0.901852        57.1687         1.12476         
W362    2105.1          2314.59         0.139225        0.90949         59.527          2.33055         
W363    2104.84         2314.29         0.138963        0.909497        57.0859         1.22405         
W364    2104.52         2329.08         0.131694        0.903584        48.8643         0.702976        
W365    2104.15         2321.79         0.143359        0.906262        68.2326         2.61814         
W366    2103.73         2253.77         0.129598        0.933429        57.869          0.236683        
W367    2103.26         2329.8          0.126193        0.902763        56.5345         0.165865        
W368    2102.73         2316.27         0.142009        0.907808        62.6583         1.08446         
W369    2102.16         2307.96         0.130654        0.910828        50.8395         6.41737         
W370    2101.53         2302.6          0.122687        0.912678        46.5029         2.893           
W371    2100.85         2314.02         0.13362         0.907879        43.4707         2.57103         
W372    2100.12         2292.9          0.130451        0.91592         82.5332         0.689196        
W373    2099.33         2278.95         0.130267        0.921183        53.018          3.02394         
W374    2098.5          2233.19         0.133614        0.939688        49.4349         1.08042         
W375    2098.81         2250            0.127451        0.932804        49.9023         1.61733         
W376    2099.65         2341.37         0.128151        0.89676         28.2963         0.950706        
W377    2100.43         2310.44         0.138046        0.909104        43.8419         2.73233         
W378    2101.16         2324.19         0.129655        0.90404         30.8712         0.510061        
W379    2101.84         2332.92         0.13877         0.900947        63.77           2.65054         
W380    2102.47         2328.43         0.1351          0.902955        41.8469         0.446647        
W381    2103.05         2308.66         0.131155        0.910938        51.2431         1.90618         
W382    2103.57         2301.05         0.134727        0.91418         56.896          1.97862         
W383    2104.05         2332.15         0.140389        0.902193        58.0152         0.451942        
W384    2104.47         2305.34         0.134886        0.912868        53.4854         0.677207        
W385    2104.83         2330.62         0.14935         0.903121        46.1593         5.33842         
W386    2105.15         2322.12         0.147869        0.906564        53.8329         1.4686          
W387    2105.41         2318.88         0.147314        0.907944        53.5802         3.01752         
W388    2105.62         2299.04         0.134238        0.915871        51.8559         4.15854         
W389    2105.78         2317.74         0.143014        0.908549        54.214          1.05096         
W390    2105.89         2322.14         0.144415        0.906873        53.5669         0.408747        
W391    2105.94         2311.87         0.151573        0.910924        53.2448         1.03606         
W392    2105.94         2312.34         0.134109        0.910739        58.3803         0.198096        
W393    2105.89         2307.05         0.143309        0.912806        60.8178         0.761618        
W394    2105.78         2311.71         0.149545        0.91092         57.8691         5.48039         
W395    2105.62         2314.64         0.135532        0.909697        52.8348         0.847832        
W396    2105.41         2319.12         0.14151         0.907849        56.0273         1.04616         
W397    2105.15         2313.71         0.133747        0.909858        53.9973         2.2132          
W398    2104.83         2322.17         0.121118        0.906408        55.2346         1.45041         
W399    2104.47         2346.72         0.151258        0.896771        57.8031         0.79709         
W400    2104.05         2339.54         0.147247        0.899341        62.1394         1.85697         
W401    2103.57         2324.91         0.133682        0.904797        51.4027         1.45968         
W402    2103.05         2301.9          0.124057        0.913613        41.6057         2.27748         
W403    2102.47         2321.21         0.130165        0.905764        46.8304         2.91138         
W404    2101.84         2315.76         0.132106        0.907627        66.1307         5.22867         
W405    2101.16         2314.27         0.144263        0.907916        35.4401         2.25669         
W406    2100.43         2320.28         0.13477         0.905246        29.1783         1.23865         
W407    2099.65         2318.35         0.133909        0.905662        32.1322         0.367616        
W408    2098.81         3630.48         0.137517        0.578108        2.1673          1.45779e-06     
W409    2099.07         3995.48         0.132953        0.525361        2.70076         5.30145e-06     
W410    2099.91         2299.25         0.124404        0.913301        51.5771         5.22078         
W411    2100.69         2344.51         0.132611        0.896003        22.6456         1.82848         
W412    2101.42         2306.99         0.133697        0.910896        113.902         2.37606         
