Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W413    2102.1          2311.41         0.131995        0.909446        57.3301         0.0520751       
W414    2102.73         2332.65         0.133527        0.901434        49.4933         1.09901         
W415    2103.31         2321            0.1326          0.906208        47.2497         0.667278        
W416    2103.84         2296.73         0.12179         0.916013        63.1757         0.673121        
W417    2104.31         2375.1          0.191057        0.885987        64.9617         0.698311        
W418    2104.73         2306.27         0.128951        0.912612        62.1355         2.69401         
W419    2105.1          2319.81         0.135732        0.907444        57.4668         0.482119        
W420    2105.41         2310.92         0.132494        0.911073        51.4126         3.95577         
W421    2105.68         2308.03         0.139041        0.912329        51.5658         0.45869         
W422    2105.89         2307.14         0.135571        0.912771        55.1782         3.15753         
W423    2106.05         2298.37         0.138549        0.916321        55.0538         2.03074         
W424    2106.15         2331.87         0.152705        0.903203        55.1021         2.55305         
W425    2106.2          2329.04         0.159346        0.904325        56.4198         2.64918         
W426    2106.2          2338.88         0.158532        0.90052         57.24           1.02271         
W427    2106.15         2338.53         0.155464        0.90063         64.9971         0.768897        
W428    2106.05         2334.75         0.138047        0.902044        84.542          1.17384         
W429    2105.89         2334.19         0.146012        0.902192        56.5695         3.62238         
W430    2105.68         2331.62         0.166957        0.903096        55.41           6.14841         
W431    2105.41         2313.17         0.140555        0.910185        53.6233         1.44            
W432    2105.1          2316.22         0.131048        0.908852        57.3423         0.838778        
W433    2104.73         2317.68         0.144814        0.908117        58.2954         2.292           
W434    2104.31         2327.34         0.146903        0.90417         43.3652         2.62217         
W435    2103.84         2314.44         0.134965        0.909005        57.8503         0.256992        
W436    2103.31         2329.96         0.147042        0.902723        51.3687         1.11069         
W437    2102.73         2311.87         0.135174        0.909536        56.0202         1.45664         
W438    2102.1          2323.76         0.145218        0.904614        91.4415         3.69138         
W439    2101.42         2339.84         0.132567        0.898106        26.0984         4.86401         
W440    2100.69         2314.57         0.131146        0.907593        45.5445         0.47232         
W441    2099.91         2326.99         0.133002        0.902412        40.8929         2.04124         
W442    2099.07         2265.14         0.153821        0.926685        47.1898         2.70638         
W443    2099.28         2279.57         0.134753        0.920909        55.9929         3.41882         
W444    2100.12         2321.62         0.124219        0.904589        29.5458         0.940895        
W445    2100.9          2330.26         0.136804        0.901572        26.2194         4.25085         
W446    2101.63         2293.53         0.123482        0.916332        43.5968         1.19977         
W447    2102.31         2326.59         0.133193        0.903602        37.2107         0.223015        
W448    2102.94         2305.89         0.134016        0.911987        62.822          5.84784         
W449    2103.52         2317.99         0.131317        0.907474        53.0575         1.11195         
W450    2104.05         2321.43         0.137978        0.906358        55.0989         0.453702        
W451    2104.52         2340.23         0.144326        0.899278        48.1803         0.810733        
W452    2104.94         2316.26         0.133542        0.908767        60.7509         3.06112         
W453    2105.31         2352.41         0.151622        0.894957        49.7014         3.54885         
W454    2105.62         2311.54         0.14803         0.910919        49.6988         3.76823         
W455    2105.89         2326.33         0.15293         0.905239        56.1871         2.06173         
W456    2106.1          2343.61         0.144473        0.898655        53.4666         1.32738         
W457    2106.26         2317.94         0.147612        0.908676        55.5137         2.55381         
W458    2106.36         2334.44         0.143209        0.9023          65.9859         5.2139          
W459    2106.41         2361.81         0.192348        0.891865        65.8877         7.59466         
W460    2106.41         2347.29         0.166691        0.897382        62.58           1.79229         
W461    2106.36         2352.91         0.159209        0.895216        69.0745         1.01306         
W462    2106.26         2350.8          0.171141        0.895976        65.2581         7.31272         
W463    2106.1          2339.11         0.159756        0.900385        57.0802         1.77926         
W464    2105.89         2318.96         0.140375        0.908116        56.1115         1.7402          
W465    2105.62         2299.39         0.14135         0.915734        58.4086         2.58443         
W466    2105.31         2304.19         0.130717        0.913686        55.6815         1.29299         
W467    2104.94         2341.21         0.148826        0.899081        53.6705         0.516966        
W468    2104.52         2375.35         0.16773         0.885984        37.9778         1.92777         
W469    2104.05         2345.32         0.141828        0.897123        56.5146         0.9458          
W470    2103.52         2315.72         0.135569        0.908367        64.0616         3.1863          
W471    2102.94         2318.09         0.135007        0.907189        49.4149         0.279327        
W472    2102.31         2299.31         0.130691        0.914323        59.8999         1.48409         
W473    2101.63         2293.56         0.127156        0.91632         46.9461         2.67795         
W474    2100.9          2306.18         0.132662        0.910986        47.6008         1.08228         
W475    2100.12         2334.18         0.147903        0.899724        45.2374         0.790094        
W476    2099.28         2319.36         0.139125        0.905113        55.8532         1.12799         
W477    2099.44         2348.09         0.192112        0.894105        74.7825         1.63778         
W478    2100.27         2333.28         0.132067        0.900138        35.4618         3.46448         
W479    2101.06         2285.59         0.12445         0.919263        73.4722         1.688           
W480    2101.79         2303.41         0.132003        0.912469        56.357          0.800584        
W481    2102.47         2331.61         0.146584        0.901725        44.432          2.57737         
W482    2103.1          2325.23         0.137086        0.904468        49.5252         0.635016        
W483    2103.68         2335.59         0.151594        0.900703        55.0829         0.454149        
W484    2104.2          2312.44         0.149646        0.909948        54.229          2.66791         
W485    2104.68         2309.05         0.141711        0.911488        53.4502         2.0297          
W486    2105.1          2327.57         0.128305        0.904419        52.9543         1.43095         
W487    2105.47         2323.94         0.142208        0.905991        54.2198         0.483377        
W488    2105.78         2303.2          0.113447        0.914284        54.5639         0.816642        
W489    2106.05         2316.67         0.132256        0.909085        59.9626         2.04482         
W490    2106.26         2337.63         0.141066        0.901024        59.5567         0.888347        
W491    2106.41         2327.64         0.144884        0.904959        62.2149         5.50389         
W492    2106.52         2364.06         0.207077        0.89106         67.9643         3.86337         
W493    2106.57         2349.77         0.182149        0.896503        66.3207         39.0977         
W494    2106.57         2328.68         0.184864        0.904621        66.4248         32.1801         
W495    2106.52         2335.37         0.163041        0.902006        67.022          13.2125         
W496    2106.41         2318.47         0.136581        0.908537        68.4914         0.369458        
W497    2106.26         2337.05         0.153995        0.901246        58.7312         4.33525         
W498    2106.05         2307.28         0.135366        0.912784        53.4964         4.33484         
W499    2105.78         2356.08         0.162001        0.893764        55.8431         7.15378         
W500    2105.47         2327.2          0.150412        0.90472         53.923          0.545542        
W501    2105.1          2328            0.148071        0.904252        56.8703         1.12984         
W502    2104.68         2312.69         0.148018        0.910054        52.0486         0.523837        
W503    2104.2          2320.46         0.140069        0.906803        60.2277         3.61384         
W504    2103.68         2314.69         0.136507        0.908838        61.2112         0.434281        
W505    2103.1          2313.71         0.137687        0.908971        59.0418         5.24901         
W506    2102.47         2300.62         0.129944        0.91387         52.5915         1.31922         
W507    2101.79         2337.75         0.141425        0.899065        36.9511         0.21755         
W508    2101.06         2320.55         0.133793        0.905413        41.453          2.75605         
W509    2100.27         2323.96         0.125704        0.903749        46.6184         0.849319        
W510    2099.44         2314.05         0.135785        0.907257        30.813          1.12178         
W511    2099.54         2321.44         0.1316          0.904411        72.4087         1.20083         
W512    2100.38         2337.06         0.155854        0.898724        41.5013         0.928396        
W513    2101.16         2310.75         0.13461         0.909297        42.249          0.652572        
W514    2101.89         2312.97         0.138696        0.908743        47.1161         1.08011         
W515    2102.57         2327.91         0.143408        0.903202        46.9544         2.48902         
W516    2103.2          2323.78         0.153245        0.90508         55.1034         1.50223         
W517    2103.78         2330.76         0.147169        0.902617        51.6884         0.757346        
W518    2104.31         2324.05         0.150148        0.905448        53.9136         1.55531         
W519    2104.78         2323.34         0.159527        0.905928        57.5265         1.48295         
W520    2105.2          2320            0.157203        0.907415        55.7989         1.61372         
W521    2105.57         2322.01         0.135046        0.906786        54.7463         3.73255         
W522    2105.89         2353.54         0.174497        0.894775        50.8355         3.12565         
W523    2106.15         2351.66         0.162899        0.895603        53.7558         2.16284         
W524    2106.36         2338.33         0.15905         0.900798        59.964          7.34389         
W525    2106.52         2366.68         0.207693        0.890075        58.6596         18.9762         
W526            2106.63         2352.4          0.895524        159.887         2.03073         
W527            2106.68         2291.7          0.919264        150             1.01423         
W528            2106.68         2339.19         0.900603        186.907         1.18361         
W529            2106.63         2344.37         0.898591        166.147         1.78553         
W530    2106.52         2326.32         0.140434        0.905516        61.2575         28.5077         
W531    2106.36         2340.62         0.158115        0.899917        61.4727         8.4338          
W532    2106.15         2330.53         0.156834        0.903721        55.0857         5.03386         
W533    2105.89         2368.04         0.166814        0.889296        53.4229         1.55785         
W534    2105.57         2335.11         0.135598        0.901699        57.2352         0.352769        
W535    2105.2          2334.66         0.138028        0.901715        50.9393         1.56887         
W536    2104.78         2316.75         0.152224        0.908507        61.7013         1.4231          
W537    2104.31         2304.24         0.147472        0.913234        55.3746         0.685644        
W538    2103.78         2299.38         0.137559        0.914936        51.4379         0.214008        
W539    2103.2          2303.7          0.137683        0.912969        59.3966         0.883721        
W540    2102.57         2338.42         0.139162        0.899144        35.5709         0.507758        
W541    2101.89         2295.36         0.118997        0.915715        59.3573         2.45578         
W542    2101.16         2294.55         0.127117        0.915717        55.8686         0.477843        
W543    2100.38         2296.44         0.133363        0.914622        54.5996         0.704973        
W544    2099.54         2298.34         0.14352         0.913505        58.7557         1.91366         
W545    2099.59         2306.93         0.142413        0.910126        57.7816         0.559135        
W546    2100.43         2332.62         0.144126        0.900458        37.4616         3.46403         
W547    2101.21         2332.11         0.138063        0.900993        35.4126         1.13943         
W548    2101.95         2298.62         0.137251        0.91444         44.3211         0.356786        
W549    2102.63         2301.52         0.128158        0.913582        48.2398         2.68663         
W550    2103.26         2309.93         0.145001        0.910529        58.4694         0.415735        
W551    2103.83         2329.4          0.160066        0.903165        55.2473         2.3467          
W552    2104.36         2339.13         0.163187        0.899633        46.5719         0.440636        
W553    2104.83         2321.68         0.159808        0.9066          53.9923         0.486002        
W554    2105.25         2309.99         0.140946        0.911371        59.1693         0.623321        
W555    2105.62         2311.47         0.120208        0.910947        52.1793         1.5791          
W556    2105.94         2323.68         0.149282        0.906294        53.8038         1.74136         
W557    2106.2          2325.93         0.149982        0.905534        56.0962         0.661723        
W558    2106.41         2339.06         0.16386         0.900539        59.4066         8.14773         
W559    2106.57         2345.01         0.173377        0.898322        64.7636         16.7577         
W560            2106.68         2303.08         0.914722        55.2379         1               
W563            2106.68         2349.8          0.896536        100             1.47746         
W564    2106.57         2352.29         0.169245        0.895541        62.3888         30.8841         
W565    2106.41         2348.09         0.17312         0.897076        61.2164         6.64947         
W566    2106.2          2353.8          0.17895         0.894811        59.7051         3.57843         
W567    2105.94         2359.32         0.158543        0.892604        55.6837         3.72506         
W568    2105.62         2347.83         0.170359        0.896836        49.7849         1.70514         
W569    2105.25         2317.72         0.131211        0.908331        63.6079         1.65816         
W570    2104.83         2339.41         0.151316        0.899729        58.1898         1.73903         
W571    2104.36         2312.62         0.136377        0.909947        55.1397         1.1519          
W572    2103.83         2294.39         0.13995         0.916947        55.6533         0.949726        
W573    2103.26         2303.46         0.131006        0.913085        72.1297         1.03637         
W574    2102.63         2318.11         0.140852        0.907042        48.5286         2.29231         
W575    2101.95         2321.13         0.14649         0.90557         60.1866         0.745869        
W576    2101.21         2305.23         0.124275        0.911498        38.6505         0.0440729       
W577    2100.43         2341.42         0.159214        0.897076        50.6009         1.76189         
W578    2099.59         2349.06         0.133051        0.893802        14.558          0.588036        
W579    2099.59         2315.38         0.136155        0.906801        39.9052         3.92776         
W580    2100.43         2326.54         0.143118        0.90281         59.6257         1.56045         
W581    2101.21         2323.5          0.136956        0.904331        18.1792         0.261105        
W582    2101.95         2334.83         0.135212        0.900256        26.3957         0.378112        
W583    2102.63         2317.57         0.131812        0.907255        38.5192         2.81119         
W584    2103.26         2327.84         0.148106        0.903524        54.1731         1.30827         
W585    2103.83         2311.21         0.142632        0.910273        63.6775         0.526469        
W586    2104.36         2324.94         0.143655        0.905123        54.6486         0.86813         
W587    2104.83         2351.42         0.166062        0.895133        58.4067         0.283259        
W588    2105.25         2318.5          0.150605        0.908024        60.5509         2.29456         
W589    2105.62         2342            0.186141        0.899072        54.0043         1.63781         
W590    2105.94         2317.18         0.195772        0.908839        54.0696         2.08226         
W591    2106.2          2336.99         0.173251        0.901248        55.5996         4.49021         
W592    2106.41         2339.67         0.152502        0.900303        57.0526         9.62724         
W593    2106.57         2357.08         0.197237        0.893723        75.2256         3.76199         
W594            2106.68         2328.17         0.904865        200             0.457885        
W597            2106.68         2218.19         0.949729        75.5741         1               
W598    2106.57         2348.52         0.176665        0.896979        64.499          3.18087         
W599    2106.41         2325.04         0.159513        0.905969        62.3666         3.21663         
W600    2106.2          2317.42         0.15686         0.908855        61.4945         0.90612         
W601    2105.94         2326.01         0.151657        0.905388        55.4507         3.89679         
W602    2105.62         2313.43         0.138486        0.910176        58.5347         2.1946          
W603    2105.25         2308.59         0.139674        0.911921        53.3677         0.676591        
W604    2104.83         2307.25         0.149877        0.912269        60.611          1.69406         
W605    2104.36         2344.38         0.165339        0.897618        54.7576         0.325873        
W606    2103.83         2329.17         0.152325        0.903255        51.9792         1.83972         
W607    2103.26         2307.46         0.144215        0.911503        60.2255         0.546101        
W608    2102.63         2325.39         0.142244        0.904204        62.0298         1.26997         
W609    2101.95         2297.91         0.134344        0.914721        63.5944         0.639927        
W610    2101.21         2312.47         0.132778        0.908646        35.8777         3.46375         
W611    2100.43         2306.82         0.139591        0.910528        135.453         2.69486         
W612    2099.59         2350.94         0.143726        0.893085        15.5316         2.04261         
W613    2099.54         2357.25         0.137132        0.890672        54.2809         1.01482         
W614    2100.38         2326.62         0.136347        0.902758        65.742          1.17818         
W615    2101.16         2301.96         0.125243        0.91277         48.1604         1.05429         
W616    2101.89         2308.25         0.136948        0.910602        55.2371         1.34696         
W617    2102.57         2313.68         0.132492        0.908759        42.0868         0.271936        
W618    2103.2          2338.89         0.156279        0.899231        37.5354         0.912047        
W619    2103.78         2322.13         0.138931        0.90597         53.4143         1.25377         
W620    2104.31         2328.06         0.15019         0.903889        47.8937         0.403376        
W621    2104.78         2306.92         0.130972        0.912375        57.3722         0.751709        
W622    2105.2          2331.52         0.131168        0.90293         53.5112         1.41533         
W623    2105.57         2343.76         0.159377        0.898372        52.2271         1.50154         
W624    2105.89         2330.05         0.174796        0.903793        54.5756         0.725914        
W625    2106.15         2332.94         0.170289        0.902787        54.9123         0.796335        
W626    2106.36         2329.59         0.157876        0.904179        57.7193         4.20955         
W627    2106.52         2364.75         0.210002        0.8908          68.6832         0.745825        
W628            2106.63         2356.09         0.89412         104.897         0.412092        
W629            2106.68         2333.38         0.902844        71.0294         0.943513        
W630            2106.68         2363.89         0.891193        185.579         0.501084        
W631            2106.63         2330.26         0.904033        99.85           5.43487         
W632    2106.52         2359.47         0.176936        0.892793        70.8858         21.138          
W633    2106.36         2356.57         0.177358        0.893826        67.096          0.849555        
W634    2106.15         2326.8          0.159398        0.905169        57.1364         4.65101         
W635    2105.89         2330.64         0.167705        0.903564        51.5401         0.962674        
W636    2105.57         2331.46         0.16148         0.903112        52.9993         1.44623         
W637    2105.2          2319.24         0.155965        0.90771         57.5893         3.01666         
W638    2104.78         2323.2          0.162591        0.905984        51.6168         5.33483         
W639    2104.31         2331.31         0.161641        0.90263         52.3603         1.10073         
W640    2103.78         2321.1          0.159665        0.906372        67.5439         1.97936         
W641    2103.2          2309.02         0.139059        0.910864        50.3603         1.63085         
W642    2102.57         2319.38         0.144229        0.906523        61.46           0.476055        
W643    2101.89         2300.02         0.137491        0.91386         50.3914         1.37509         
W644    2101.16         2305.87         0.136983        0.911221        48.512          0.205563        
W645    2100.38         2343.02         0.149435        0.896441        41.2616         0.643381        
W646    2099.54         2294.81         0.138948        0.914906        57.5344         0.731247        
W647    2099.44         2394.89         0.160945        0.876633        60.0396         3.56691         
W648    2100.27         2300.99         0.143782        0.91277         43.8041         0.23101         
W649    2101.06         2317.96         0.141661        0.906424        50.9714         1.84048         
W650    2101.79         2327.86         0.140141        0.902884        45.3889         0.68548         
W651    2102.47         2311.67         0.135977        0.909503        48.8591         0.995684        
W652    2103.1          2311.51         0.13499         0.909836        61.5114         0.209459        
W653    2103.68         2328.76         0.133833        0.903346        52.4674         1.1356          
W654    2104.2          2304.3          0.124968        0.913162        54.7915         1.23964         
W655    2104.68         2306.52         0.15186         0.91249         54.7491         4.54565         
W656    2105.1          2328.79         0.151926        0.903944        55.9582         1.57803         
W657    2105.47         2345.15         0.162449        0.897797        52.2257         0.501858        
W658    2105.78         2337.47         0.157743        0.900881        57.4522         1.70456         
W659    2106.05         2319.27         0.144466        0.908065        55.0365         5.03667         
W660    2106.26         2305.58         0.1666          0.913546        57.1624         5.64117         
W661    2106.41         2339.9          0.16331         0.900216        65.5766         7.23449         
W662    2106.52         2346.53         0.151893        0.897715        69.4973         5.68985         
W663    2106.57         2335.95         0.175073        0.901807        72.2376         15.8478         
W664    2106.57         2349.56         0.184985        0.896581        69.553          5.41112         
W665    2106.52         2362.68         0.196784        0.891581        71.6669         3.13219         
W666    2106.41         2358.2          0.170998        0.893229        65.4886         8.13726         
W667    2106.26         2340.28         0.159492        0.900001        57.7912         6.20645         
W668    2106.05         2320.13         0.152926        0.907726        57.7424         1.41869         
W669    2105.78         2338.38         0.166454        0.900531        51.6865         2.23805         
W670    2105.47         2338.67         0.167418        0.900284        49.1612         4.04864         
W671    2105.1          2341.15         0.161657        0.899174        51.7288         0.550421        
W672    2104.68         2339.56         0.160411        0.899602        40.0095         1.13616         
W673    2104.2          2329.14         0.151008        0.903425        57.2637         0.560674        
W674    2103.68         2328.31         0.161635        0.903521        41.8893         0.309565        
W675    2103.1          2310.02         0.158029        0.910426        54.87           0.102503        
W676    2102.47         2340.56         0.142484        0.898277        30.7572         1.93149         
W677    2101.79         2304.1          0.140368        0.912196        57.9561         0.123014        
W678    2101.06         2297.08         0.138453        0.914662        40.4917         2.07659         
W679    2100.27         2295.68         0.131528        0.914882        50.0829         4.72067         
W680    2099.44         2337.01         0.149444        0.898342        47.3998         1.53867         
W681    2099.28         2396.56         0.157438        0.875955        31.0331         1.64278         
W682    2100.12         2340.36         0.145167        0.897348        46.5245         0.363966        
W683    2100.9          2303.85         0.140965        0.911908        54.3754         1.69626         
W684    2101.63         2323.81         0.137364        0.904392        43.1546         0.264557        
W685    2102.31         2309.38         0.143354        0.910337        68.8041         1.26654         
W686    2102.94         2296.16         0.137913        0.915851        54.0825         0.089935        
W687    2103.52         2327.86         0.142535        0.903627        38.971          1.72613         
W688    2104.05         2317.07         0.144454        0.908061        47.1812         4.85596         
W689    2104.52         2312.06         0.139911        0.910236        60.8124         0.675074        
W690    2104.94         2334.9          0.158218        0.901513        58.6144         2.3091          
W691    2105.31         2326.46         0.28777         0.904941        49.1967         1.15952         
W692    2105.62         2324.3          0.156947        0.905918        54.158          5.39078         
W693    2105.89         2317.23         0.126072        0.908795        56.5309         1.0504          
W694    2106.1          2321.51         0.152127        0.907211        56.2299         1.10517         
W695    2106.26         2320.22         0.149823        0.907782        63.2858         3.63484         
W696    2106.36         2342.4          0.144041        0.899233        62.884          1.16155         
W697    2106.41         2387.37         0.280016        0.882316        61.9328         1.03053         
W698    2106.41         2335.04         0.152839        0.902088        62.4236         6.46078         
W699    2106.36         2346.65         0.158263        0.897602        64.5705         2.24791         
W700    2106.26         2331.52         0.14827         0.903385        63.0079         2.3115          
W701    2106.1          2333.07         0.168207        0.902716        56.0117         3.20566         
W702    2105.89         2318.95         0.154761        0.908121        57.6634         3.91677         
W703    2105.62         2340.61         0.155283        0.899605        61.7536         0.442589        
W704    2105.31         2324.5          0.14654         0.905704        48.9813         1.383           
W705    2104.94         2328.98         0.147741        0.903803        50.3997         1.34629         
W706    2104.52         2326.56         0.153737        0.904562        53.7278         1.79054         
W707    2104.05         2307.47         0.146805        0.911842        55.9821         0.921776        
W708    2103.52         2309.27         0.140367        0.910901        60.5958         1.41429         
W709    2102.94         2315.93         0.144969        0.908033        66.7407         2.58305         
W710    2102.31         2327.28         0.161966        0.903335        58.5842         0.885698        
W711    2101.63         2321.67         0.14367         0.905223        41.8604         4.37174         
W712    2100.9          2319.18         0.144858        0.905881        46.3836         1.47947         
W713    2100.12         2319.22         0.132108        0.905529        41.71           0.586781        
W714    2099.28         2359.3          0.152572        0.889791        52.4564         1.08905         
W715    2099.07         2405.68         0.141861        0.87255         139.775         0.912968        
W716    2099.91         2360.41         0.142351        0.889637        19.9018         0.316355        
W717    2100.69         2298.7          0.142576        0.913861        75.8713         4.94017         
W718    2101.42         2300.21         0.143092        0.913578        57.701          1.30909         
W719    2102.1          2331.32         0.160422        0.901681        52.5628         1.28727         
W720    2102.73         2315.63         0.153798        0.908059        39.1996         10.7546         
W721    2103.31         2297.72         0.143161        0.91539         49.7716         4.18004         
W722    2103.84         2304.18         0.148438        0.91305         69.6924         2.99645         
W723    2104.31         2318.85         0.165514        0.907478        51.587          1.67946         
W724    2104.73         2317.71         0.161261        0.908107        51.7772         0.141985        
W725    2105.1          2313.45         0.146679        0.909937        53.3478         0.358481        
W726    2105.41         2327.65         0.139142        0.904522        53.048          1.20825         
W727    2105.68         2356.4          0.168517        0.893599        56.7842         6.47959         
W728    2105.89         2325.88         0.140882        0.905415        57.252          7.8654          
W729    2106.05         2339.28         0.16001         0.900298        59.5152         4.19327         
W730    2106.15         2334.79         0.165639        0.902072        60.5297         5.49492         
W731    2106.2          2337            0.158959        0.901242        61.2434         6.14158         
W732    2106.2          2330.13         0.192346        0.903898        59.4168         5.50408         
W733    2106.15         2319.75         0.145658        0.90792         64.0904         6.09759         
W734    2106.05         2331.06         0.155456        0.903472        59.8705         0.0661105       
W735    2105.89         2324.61         0.14317         0.905909        56.1141         1.95122         
W736    2105.68         2333.86         0.168978        0.902231        56.6908         1.04167         
W737    2105.41         2329.52         0.143759        0.903798        62.0836         2.2309          
W738    2105.1          2323.84         0.149781        0.905868        53.2657         0.664991        
W739    2104.73         2326.76         0.17152         0.904575        49.353          0.754872        
W740    2104.31         2325.79         0.151755        0.904773        57.055          1.63972         
W741    2103.84         2326.22         0.148719        0.9044          51.0019         1.87843         
W742    2103.31         2315.78         0.150946        0.90825         54.2757         0.114366        
W743    2102.73         2322.17         0.140883        0.905503        71.6064         1.87139         
W744    2102.1          2313.73         0.142772        0.908533        45.3881         0.445246        
W745    2101.42         2335.29         0.143193        0.899855        33.0504         2.03955         
W746    2100.69         2332.62         0.140394        0.900572        31.3922         1.15137         
W747    2099.91         2339.71         0.129489        0.897508        17.4582         1.22182         
W748    2099.07         2311.6          0.15813         0.90806         61.6312         3.05635         
W749    2098.81         2292.75         0.132499        0.915414        19.3155         1.60113         
W750    2099.65         2323.59         0.145508        0.90362         40.8932         1.48375         
W751    2100.43         2313.16         0.148092        0.908033        57.7365         0.68105         
W752    2101.16         2326.53         0.132851        0.903132        35.8853         6.07215         
W753    2101.84         2333.99         0.14923         0.900536        41.8226         7.63744         
W754    2102.47         2316.4          0.14845         0.907645        44.6595         0.0865235       
W755    2103.05         2312.34         0.14189         0.90949         45.414          2.61881         
W756    2103.57         2319.82         0.160908        0.906784        48.3053         0.240486        
W757    2104.05         2315.05         0.153389        0.908854        63.8502         1.73172         
W758    2104.47         2325.91         0.168582        0.904793        52.1083         1.83611         
W759    2104.83         2332.76         0.162184        0.902292        51.3663         0.314834        
W760    2105.15         2305.32         0.138179        0.913172        51.4818         1.92526         
W761    2105.41         2305.01         0.142932        0.913407        55.5302         0.64668         
W762    2105.62         2309.39         0.13789         0.911766        57.855          0.743071        
W763    2105.78         2310            0.155174        0.911596        54.8824         2.54485         
W764    2105.89         2310.77         0.148226        0.911335        53.6138         1.54562         
W765    2105.94         2317.57         0.154267        0.908684        56.3109         0.684681        
W766    2105.94         2313.79         0.127436        0.910168        55.6534         0.18905         
W767    2105.89         2323.71         0.15021         0.906262        59.6029         0.400604        
W768    2105.78         2326.81         0.165737        0.905007        56.5969         5.48755         
W769    2105.62         2313.57         0.16806         0.91012         56.5244         0.897362        
W770    2105.41         2314.77         0.150642        0.909556        52.1437         2.7177          
W771    2105.15         2323.77         0.135029        0.905921        53.8745         1.8556          
W772    2104.83         2332.58         0.149091        0.902364        54.7043         1.06498         
W773    2104.47         2312.55         0.141513        0.91002         55.6282         0.969194        
W774    2104.05         2321.98         0.147045        0.906145        42.1199         1.18641         
W775    2103.57         2340.22         0.156437        0.898879        45.6798         1.20954         
W776    2103.05         2328.44         0.144396        0.903201        42.796          0.679407        
W777    2102.47         2329.82         0.155231        0.90242         54.3829         1.44018         
W778    2101.84         2295.19         0.139586        0.915759        47.7703         0.986055        
W779    2101.16         2285.67         0.130527        0.919274        56.3085         2.35446         
W780    2100.43         2328.97         0.138144        0.90187         28.9683         0.751007        
W781    2099.65         2302.58         0.157529        0.911868        39.4238         0.451766        
W782    2098.81         2155.22         0.123909        0.973828        52.002          0.797987        
W783    2098.5          2368.6          0.123975        0.885965        13.6647         0.782586        
W784    2099.33         2364.79         0.106854        0.887748        23.3021         0.159299        
W785    2100.12         2300.16         0.109817        0.91303         64.5689         0.479795        
W786    2100.85         2316.13         0.109019        0.907053        37.7339         0.421313        
W787    2101.53         2306.62         0.122348        0.911085        50.2461         2.18314         
W788    2102.16         2307.62         0.121862        0.910963        59.7997         0.570131        
W789    2102.73         2333.58         0.125797        0.901077        32.9446         0.338173        
W790    2103.26         2334.33         0.132756        0.901011        45.9844         4.87456         
W791    2103.73         2316.01         0.172521        0.908342        58.6564         1.83659         
W792    2104.15         2314.34         0.116355        0.90918         44.3759         1.19763         
W793    2104.52         2327.86         0.131478        0.904056        55.8719         1.44649         
W794    2104.84         2315.87         0.121216        0.908874        55.3482         1.02306         
W795    2105.1          2324.84         0.140785        0.905483        41.412          3.52793         
W796    2105.31         2319.77         0.133853        0.907549        56.8964         2.37105         
W797    2105.47         2317.91         0.133546        0.908348        56.0281         4.10611         
W798    2105.57         2327.42         0.140143        0.904683        52.8995         0.628264        
W799    2105.63         2309.53         0.132548        0.911712        55.4329         1.07336         
W800    2105.63         2317.34         0.135915        0.908637        55.2674         4.45235         
W801    2105.57         2314.44         0.135982        0.909754        59.6676         0.449446        
W802    2105.47         2317.87         0.130877        0.908362        57.9695         0.395484        
W803    2105.31         2341.19         0.159001        0.899247        66.1892         1.0039          
W804    2105.1          2309.43         0.138971        0.911522        55.5084         1.68301         
W805    2104.84         2308.43         0.141828        0.911804        56.463          0.590654        
W806    2104.52         2335.9          0.150901        0.900944        60.5934         1.04382         
W807    2104.15         2327.06         0.148796        0.904211        51.8777         0.735291        
W808    2103.73         2300.16         0.132654        0.914602        52.4677         0.489151        
W809    2103.26         2331.55         0.148162        0.902087        70.4597         0.811831        
W810    2102.73         2305.68         0.12544         0.911979        49.8557         1.73473         
W811    2102.16         2338.2          0.153139        0.899048        44.1389         0.756992        
W812    2101.53         2315.01         0.130405        0.907783        61.3656         1.30816         
W813    2100.85         2339.68         0.167352        0.897922        43.7046         1.19631         
W814    2100.12         2270.48         0.126436        0.924966        64.9874         0.987264        
W815    2099.33         2309.06         0.121931        0.909173        62.1653         0.62401         
W816    2098.5          2289.97         0.142162        0.916385        197.971         1.79259         
W817    2098.14         2259.92         0.131601        0.928413        5.99426         1.74038         
W818    2098.97         2284.64         0.126231        0.918733        51.6982         2.2665          
W819    2099.75         2299.13         0.119814        0.913281        60.9127         3.92761         
W820    2100.48         2332.19         0.125106        0.900648        23.7337         0.937744        
W821    2101.16         2305.78         0.124527        0.911259        18.1684         0.134094        
W822    2101.79         2335.65         0.126463        0.899872        32.8362         0.992125        
W823    2102.37         2320            0.13709         0.906191        75.0904         0.65745         
W824    2102.89         2313.45         0.129691        0.908987        58.3571         0.788011        
W825    2103.36         2317.54         0.156889        0.907584        50.7799         0.725652        
W826    2103.78         2320.81         0.139631        0.906488        62.2235         2.73589         
W827    2104.15         2333.57         0.141686        0.90169         45.8814         1.49635         
W828    2104.47         2322.76         0.13144         0.906021        55.0387         1.27506         
W829    2104.73         2305.59         0.176596        0.912882        53.6883         0.539144        
W830    2104.94         2323.28         0.160547        0.906023        63.8097         1.37556         
