Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W412    2101.42         2083.89         0.121484        1.00841         61.6777         5.28345         
W413    2102.1          2098.94         0.120423        1.00151         58.4089         1.5785          
W414    2102.73         2102.01         0.120709        1.00034         53.1653         1.62728         
W415    2103.31         2103.9          0.120145        0.999721        43.1665         0.636949        
W416    2103.84         2100.41         0.111754        1.00163         47.8703         2.05776         
W417    2104.31         2113.65         0.167735        0.995581        47.5007         0.257085        
W418    2104.73         2102.24         0.118016        1.00118         54.6639         2.71595         
W419    2105.1          2106.06         0.123125        0.999543        47.4588         0.359821        
W420    2105.41         2104.38         0.120805        1.00049         47.8893         0.329588        
W421    2105.68         2104.7          0.127082        1.00047         48.1924         0.8418          
W422    2105.89         2106            0.123818        0.999947        48.9162         0.825962        
W423    2106.05         2104.93         0.127318        1.00053         47.343          3.13514         
W424    2106.15         2105.97         0.137832        1.00009         52.015          6.01632         
W425    2106.2          2104.78         0.144188        1.00068         50.1686         5.09853         
W426    2106.2          2106.39         0.142707        0.999911        51.2351         4.4528          
W427    2106.15         2106.42         0.139929        0.999872        57.6504         1.2332          
W428    2106.05         2106.58         0.124424        0.999744        81.6381         5.69974         
W429    2105.89         2106.26         0.131628        0.999824        49.9855         6.37516         
W430    2105.68         2106.34         0.150529        0.999687        49.3217         5.96824         
W431    2105.41         2105.8          0.127928        0.999817        46.466          0.817563        
W432    2105.1          2106.12         0.119103        0.999513        50.9066         0.926352        
W433    2104.73         2103.22         0.131815        1.00072         49.2753         1.84146         
W434    2104.31         2101.98         0.133646        1.00111         57.4574         2.81054         
W435    2103.84         2102.69         0.122989        1.00054         52.0271         0.432094        
W436    2103.31         2110.81         0.132928        0.996446        45.8063         1.13973         
W437    2102.73         2109.1          0.123062        0.996979        42.2771         1.13504         
W438    2102.1          2105.53         0.131109        0.998371        53.7938         3.27519         
W439    2101.42         2105.14         0.118647        0.998235        27.4457         3.93875         
W440    2100.69         2100.61         0.11894         1.00004         36.376          0.464682        
W441    2099.91         2065.46         0.120449        1.01668         37.9467         0.246722        
W442    2099.07         1228.3          0.0712717       1.70893         49.1394         1.40885         
W443    2099.28         2092.71         0.127886        1.00314         54.688          3.22596         
W444    2100.12         2086.5          0.113102        1.00653         41.4006         5.91665         
W445    2100.9          2079.33         0.12448         1.01037         48.8842         0.490353        
W446    2101.63         2107.18         0.113592        0.997365        35.4707         3.23321         
W447    2102.31         2102.03         0.119705        1.00014         34.3155         0.808238        
W448    2102.94         2100.05         0.122378        1.00138         53.5698         2.8542          
W449    2103.52         2101.94         0.119238        1.00075         54.5156         1.14588         
W450    2104.05         2106.93         0.125205        0.998629        43.5176         0.805762        
W451    2104.52         2108.27         0.129615        0.998218        38.895          1.48664         
W452    2104.94         2104.28         0.12163         1.00031         56.0114         3.18525         
W453    2105.31         2108.92         0.135044        0.998289        44.5855         2.48659         
W454    2105.62         2105.15         0.135126        1.00023         46.039          1.45181         
W455    2105.89         2106.34         0.138268        0.999786        49.5882         2.27521         
W456    2106.1          2108.21         0.129487        0.998997        49.2688         0.85226         
W457    2106.26         2105.51         0.134291        1.00035         48.5416         5.58565         
W458    2106.36         2105.89         0.129321        1.00023         55.5454         6.36752         
W459    2106.41         2107.37         0.171229        0.999547        60.7576         4.52916         
W460    2106.41         2106.22         0.149527        1.00009         56.4611         2.98632         
W461    2106.36         2107.08         0.142325        0.999662        63.2439         1.29439         
W462    2106.26         2107.36         0.153053        0.999478        59.0014         4.75816         
W463    2106.1          2106.76         0.143773        0.999688        50.1553         1.89671         
W464    2105.89         2106.19         0.127525        0.999855        47.6686         3.57217         
W465    2105.62         2105.81         0.129884        0.999912        47.9538         2.85505         
W466    2105.31         2107.19         0.119901        0.999105        50.0036         3.3812          
W467    2104.94         2107.24         0.133583        0.998906        48.0398         0.42602         
W468    2104.52         2095.3          0.148324        1.0044          60.6486         1.41964         
W469    2104.05         2108.11         0.126934        0.998072        49.535          1.21481         
W470    2103.52         2103.52         0.123252        0.999998        51.5584         0.590139        
W471    2102.94         2103.84         0.122326        0.999573        45.2906         1.21688         
W472    2102.31         2100.36         0.119524        1.00093         59.0986         0.437935        
W473    2101.63         2107.42         0.117227        0.997255        36.015          0.241721        
W474    2100.9          2096.76         0.120997        1.00197         36.5869         0.598607        
W475    2100.12         2084.06         0.132541        1.0077          39.858          0.818972        
W476    2099.28         2074.03         0.126029        1.01217         60.3643         2.70111         
W477    2099.44         2104.61         0.170734        0.997543        73.2402         1.28709         
W478    2100.27         2106.28         0.118798        0.997148        32.4233         3.20193         
W479    2101.06         2097.42         0.115109        1.00174         67.7543         3.63076         
W480    2101.79         2128.4          0.12046         0.987497        26.9888         0.643818        
W481    2102.47         2103.13         0.131882        0.999685        40.1112         2.5268          
W482    2103.1          2102.31         0.123948        1.00038         40.6739         1.77671         
W483    2103.68         2104.27         0.136193        0.999717        51.4516         3.3537          
W484    2104.2          2103.27         0.136312        1.00044         49.2934         1.55035         
W485    2104.68         2103.31         0.129462        1.00065         48.4128         1.97556         
W486    2105.1          2106.05         0.115918        0.999546        49.4567         3.79598         
W487    2105.47         2105.17         0.128867        1.00014         48.9376         0.782674        
W488    2105.78         2104.74         0.104082        1.0005          47.5228         0.437812        
W489    2106.05         2104.72         0.120503        1.00063         54.5764         1.87315         
W490    2106.26         2106.7          0.127052        0.999791        53.4414         0.478268        
W491    2106.41         2104.26         0.131493        1.00102         53.4807         15.1384         
W492    2106.52         2108.24         0.183982        0.999182        61.8161         3.12181         
W493    2106.57         2106.3          0.162929        1.00013         58.4282         61.6126         
W494    2106.57         2106.04         0.167465        1.00025         58.8676         54.0161         
W495    2106.52         2106.43         0.147063        1.00004         59.4796         10.5989         
W496    2106.41         2105.11         0.124368        1.00062         62.238          7.45305         
W497    2106.26         2107.9          0.1386          0.99922         52.1059         2.19834         
W498    2106.05         2102.82         0.123983        1.00153         46.903          6.31467         
W499    2105.78         2107.81         0.144196        0.999036        49.2996         6.14657         
W500    2105.47         2106.63         0.136327        0.999449        48.245          0.716763        
W501    2105.1          2105.02         0.133967        1.00004         50.9884         4.83577         
W502    2104.68         2101.98         0.135245        1.00128         51.8163         1.47214         
W503    2104.2          2103.85         0.127116        1.00017         52.4392         1.15762         
W504    2103.68         2103.46         0.124109        1.0001          52.3646         2.49745         
W505    2103.1          2103.86         0.125022        0.999638        53.9213         5.0033          
W506    2102.47         2099.24         0.119057        1.00154         55.2477         2.07275         
W507    2101.79         2104.02         0.126719        0.998942        38.8115         0.158038        
W508    2101.06         2098.92         0.120964        1.00102         43.7398         0.873845        
W509    2100.27         2100.93         0.113511        0.999686        40.3769         1.36411         
W510    2099.44         2094.84         0.123448        1.00219         36.9528         0.694277        
W511    2099.54         2094.81         0.119088        1.00226         49.9567         1.37438         
W512    2100.38         2101.13         0.13941         0.999639        42.0799         1.32549         
W513    2101.16         2102.33         0.122779        0.999445        44.8542         2.09534         
W514    2101.89         2103.92         0.125978        0.999036        42.468          0.454975        
W515    2102.57         2102.63         0.129206        0.999971        37.1192         1.66713         
W516    2103.2          2110.08         0.138568        0.99674         41.6224         1.20328         
W517    2103.78         2099.68         0.132628        1.00195         48.5911         0.163726        
W518    2104.31         2102.65         0.136073        1.00079         50.7136         1.9025          
W519    2104.78         2105.71         0.144559        0.999557        54.1039         0.198324        
W520    2105.2          2106.57         0.14252         0.999349        46.8535         1.91318         
W521    2105.57         2105.29         0.122582        1.00013         49.5675         3.66642         
W522    2105.89         2108.3          0.155686        0.998857        46.4881         2.64368         
W523    2106.15         2108.02         0.145588        0.999114        48.9352         2.84943         
W524    2106.36         2105.17         0.143406        1.00057         53.1903         3.37372         
W525    2106.52         2108.5          0.184286        0.999062        51.7963         37.1672         
W526    2106.63         2100.64         0.133598        1.00285         73.7597         2.24126         
W527    2106.68         2081.94         0.175707        1.01188         143.328         1.98785         
W528    2106.68         2092.93         0.197208        1.00657         102.46          3.63775         
W529    2106.63         2112.06         0.162415        0.997425        66.5942         2.24163         
W530    2106.52         2104.84         0.127444        1.0008          53.7862         43.4906         
W531    2106.36         2106.94         0.142215        0.999724        54.73           11.2639         
W532    2106.15         2104.54         0.141916        1.00077         49.0952         3.56772         
W533    2105.89         2107.64         0.147901        0.999168        47.4657         0.909106        
W534    2105.57         2104.7          0.122347        1.00041         47.2062         3.3123          
W535    2105.2          2105.3          0.124306        0.999953        47.1902         0.560851        
W536    2104.78         2104.24         0.138281        1.00026         52.3777         0.492387        
W537    2104.31         2103.49         0.134824        1.00039         47.4818         0.937638        
W538    2103.78         2104.16         0.125924        0.999821        48.5419         1.06708         
W539    2103.2          2102.65         0.12583         1.00026         51.431          1.6618          
W540    2102.57         2107.61         0.125263        0.997612        37.4036         1.55769         
W541    2101.89         2099.97         0.109358        1.00092         59.8881         0.129617        
W542    2101.16         2114.86         0.117046        0.993523        37.5277         0.8416          
W543    2100.38         2093.92         0.122207        1.00308         49.3999         1.16204         
W544    2099.54         2099.75         0.131358        0.999901        63.2583         1.56215         
W545    2099.59         2098.63         0.130024        1.00046         39.7457         0.387936        
W546    2100.43         2095.73         0.130446        1.00224         42.6604         2.04759         
W547    2101.21         2102.8          0.123975        0.999244        30.2438         0.169739        
W548    2101.95         2102.94         0.125952        0.999527        39.5514         0.694885        
W549    2102.63         2101.01         0.117305        1.00077         47.188          2.92639         
W550    2103.26         2111.16         0.132392        0.996254        43.9112         0.0691747       
W551    2103.83         2104.33         0.1446          0.999763        49.5416         1.8963          
W552    2104.36         2105.85         0.146469        0.999292        43.0151         1.3983          
W553    2104.83         2104.66         0.145021        1.00008         49.0989         0.114782        
W554    2105.25         2104.79         0.128559        1.00022         50.1895         1.10617         
W555    2105.62         2104.11         0.109728        1.00072         48.408          0.224398        
W556    2105.94         2105.65         0.135406        1.00014         48.9368         3.90423         
W557    2106.2          2105.35         0.136008        1.00041         49.0813         1.4285          
W558    2106.41         2106.66         0.14762         0.999885        51.5083         11.0702         
W559    2106.57         2106.33         0.155701        1.00011         58.536          32.0394         
W560    2106.68         484.785         0.174146        2               150.566         1.15705         
W563    2106.68         2092.88         0.151764        1.00659         117.138         0.646931        
W564    2106.57         2106.15         0.15127         1.0002          54.984          59.0394         
W565    2106.41         2106.59         0.155165        0.999917        54.323          7.78366         
W566    2106.2          2107.23         0.159835        0.999515        53.3972         2.97451         
W567    2105.94         2107.53         0.141227        0.999247        48.3422         3.26568         
W568    2105.62         2105.9          0.152755        0.999867        47.9681         6.75888         
W569    2105.25         2104.16         0.119361        1.00052         56.9052         0.137857        
W570    2104.83         2105.05         0.135845        0.999899        53.2627         2.37608         
W571    2104.36         2103.07         0.124262        1.00061         53.5888         0.807553        
W572    2103.83         2109.99         0.128632        0.997081        48.1148         0.999498        
W573    2103.26         2112.59         0.119978        0.995582        43.4968         2.68518         
W574    2102.63         2102.54         0.127978        1.00004         46.9143         1.15811         
W575    2101.95         2105.46         0.132331        0.998331        48.8815         1.98284         
W576    2101.21         2099.75         0.113585        1.0007          44.1192         1.41558         
W577    2100.43         2099.79         0.141391        1.0003          43.4298         0.0536652       
W578    2099.59         2070.45         0.118974        1.01408         44.5512         0.0611343       
W579    2099.59         2097.29         0.123562        1.0011          40.5898         3.97027         
W580    2100.43         2095.98         0.128819        1.00212         54.3828         3.08471         
W581    2101.21         2103.07         0.124032        0.999115        17.553          0.344881        
W582    2101.95         2096.59         0.123233        1.00255         58.8176         1.30671         
W583    2102.63         2108.64         0.119395        0.997149        30.2776         0.268268        
W584    2103.26         2104.65         0.133683        0.99934         52.0876         1.99381         
W585    2103.83         2107.56         0.130197        0.998231        49.8254         2.60083         
W586    2104.36         2102.12         0.12996         1.00107         53.6743         0.448145        
W587    2104.83         2107.29         0.148247        0.998836        60.5268         1.55531         
W588    2105.25         2104.55         0.137004        1.00033         52.9693         1.35235         
W589    2105.62         2108.77         0.166823        0.998508        45.2518         2.19294         
W590    2105.94         2104.08         0.178251        1.00089         49.2971         0.53568         
W591    2106.2          2106.39         0.156044        0.99991         49.8644         7.14004         
W592    2106.41         2106.07         0.137331        1.00017         50.1534         11.9809         
W593    2106.57         2107.11         0.175959        0.999746        68.1989         6.98462         
W594    2106.68         2110.08         0.157353        0.998389        166.054         1.52951         
W597    2106.68         3529.85         0.176062        0.596817        199.827         2.44932         
W598    2106.57         2107.11         0.157968        0.999744        58.7628         8.61102         
W599    2106.41         2104.48         0.144861        1.00092         55.2521         12.8976         
W600    2106.2          2104.9          0.142842        1.00062         52.616          8.66155         
W601    2105.94         2105.28         0.1375          1.00031         50.8366         5.6265          
W602    2105.62         2106.15         0.126292        0.999752        48.2317         4.11393         
W603    2105.25         2104.75         0.127516        1.00024         48.4321         0.883223        
W604    2104.83         2103.51         0.137063        1.00063         57.6957         1.98676         
W605    2104.36         2106.12         0.148144        0.999163        52.3742         0.116405        
W606    2103.83         2107.98         0.13778         0.998032        50.3335         0.848165        
W607    2103.26         2103.35         0.131596        0.999953        53.3576         0.301731        
W608    2102.63         2106.46         0.128209        0.998182        50.2869         0.739171        
W609    2101.95         2102.39         0.123204        0.999791        57.5598         1.37321         
W610    2101.21         2103.41         0.120888        0.998956        47.9241         1.44671         
W611    2100.43         2093.84         0.128176        1.00315         101.779         0.799699        
W612    2099.59         2033.33         0.12627         1.03259         76.0517         1.31422         
W613    2099.54         2097.43         0.121788        1.00101         47.3708         0.218709        
W614    2100.38         2095.01         0.122213        1.00256         40.9553         1.18566         
W615    2101.16         2098.05         0.114495        1.00148         47.6977         1.95604         
W616    2101.89         2100.87         0.124773        1.00049         76.9165         2.60227         
W617    2102.57         2098.93         0.120959        1.00174         52.1279         0.431692        
W618    2103.2          2103.44         0.140562        0.999888        42.0182         2.23435         
W619    2103.78         2116.92         0.126029        0.993795        35.2353         2.15666         
W620    2104.31         2103.6          0.135539        1.00034         45.8713         1.32782         
W621    2104.78         2105.48         0.11988         0.99967         53.0878         1.05124         
W622    2105.2          2110            0.11883         0.997724        49.9707         3.15414         
W623    2105.57         2106.66         0.143038        0.999484        47.011          0.78637         
W624    2105.89         2105.42         0.157947        1.00022         47.2943         1.65751         
W625    2106.15         2106.54         0.153706        0.999815        49.8367         2.49264         
W626    2106.36         2105.13         0.142989        1.00058         52.3906         6.46973         
W627    2106.52         2107.69         0.186609        0.999445        61.5089         2.46788         
W628    2106.63         2111.46         0.147475        0.997711        67.1705         0.858494        
W629    2106.68         2104.44         0.165769        1.00106         61.5563         1.93855         
W630    2106.68         2107.89         0.166306        0.999426        152.237         0.515741        
W631    2106.63         2112.56         0.176743        0.997191        63.4682         2.89896         
W632    2106.52         2106.81         0.157548        0.999862        62.7515         7.85646         
W633    2106.36         2107.25         0.158199        0.999578        60.7671         0.68937         
W634    2106.15         2106.41         0.144375        0.999877        50.0199         8.71121         
W635    2105.89         2106.46         0.151485        0.99973         45.8064         2.31769         
W636    2105.57         2106.27         0.145792        0.999666        46.943          1.22196         
W637    2105.2          2104.7          0.141601        1.00024         48.7055         2.3115          
W638    2104.78         2105.15         0.147409        0.999826        46.9082         6.3975          
W639    2104.31         2104.02         0.145916        1.00014         46.9864         2.79185         
W640    2103.78         2103.83         0.144793        0.999977        56.6643         1.68959         
W641    2103.2          2102.71         0.126843        1.00024         44.7769         1.33255         
W642    2102.57         2105.74         0.13055         0.998498        47.7513         1.28257         
W643    2101.89         2099.85         0.125919        1.00097         47.7943         0.808262        
W644    2101.16         2100.52         0.124846        1.00031         47.5936         0.148904        
W645    2100.38         2106.67         0.133468        0.997011        40.096          3.20761         
W646    2099.54         2107.33         0.127919        0.996305        50.4649         0.755967        
W647    2099.44         2097.5          0.140881        1.00092         40.3554         3.76848         
W648    2100.27         2094.54         0.132464        1.00274         45.6457         0.52125         
W649    2101.06         2104.02         0.128063        0.998593        50.6707         0.830949        
W650    2101.79         2098.56         0.125922        1.00154         40.5403         0.883962        
W651    2102.47         2100.03         0.123851        1.00116         40.803          2.08739         
W652    2103.1          2100.82         0.122917        1.00108         60.6935         1.84438         
W653    2103.68         2113.83         0.120603        0.995197        34.7911         0.120523        
W654    2104.2          2101.88         0.114302        1.0011          49.8156         2.31049         
W655    2104.68         2104.23         0.138751        1.00021         49.3862         1.96512         
W656    2105.1          2108.25         0.137129        0.998506        42.4872         2.42495         
W657    2105.47         2106.16         0.145679        0.999672        46.5893         0.990735        
W658    2105.78         2106.65         0.14197         0.999589        49.5688         4.50844         
W659    2106.05         2106.06         0.131177        0.999995        48.3659         3.67745         
W660    2106.26         2104.36         0.152691        1.0009          50.4534         8.0216          
W661    2106.41         2106.93         0.146938        0.999755        56.5496         2.19598         
W662    2106.52         2106.34         0.136336        1.00009         62.0402         5.34587         
W663    2106.57         2104.78         0.158133        1.00085         64.5875         10.7237         
W664    2106.57         2105.85         0.16587         1.00034         61.6811         18.0396         
W665    2106.52         2107.18         0.17507         0.999686        64.4222         1.27642         
W666    2106.41         2106.25         0.152577        1.00008         59.4131         5.00137         
W667    2106.26         2105.7          0.143593        1.00027         52.6883         8.41912         
W668    2106.05         2105.18         0.139015        1.00041         49.22           3.01536         
W669    2105.78         2105.74         0.149896        1.00002         48.776          3.69127         
W670    2105.47         2105.18         0.15057         1.00013         45.9233         1.62335         
W671    2105.1          2107.02         0.145205        0.999088        45.5133         0.826082        
W672    2104.68         2104.82         0.144445        0.999933        37.0385         3.7507          
W673    2104.2          2105.65         0.136231        0.999314        46.9428         0.771462        
W674    2103.68         2103.18         0.145889        1.00024         41.9365         1.4602          
W675    2103.1          2101.33         0.144178        1.00084         51.6066         0.2665          
W676    2102.47         2111.14         0.127881        0.995892        28.6891         1.24666         
W677    2101.79         2102.78         0.128124        0.999529        52.6078         1.31203         
W678    2101.06         2099.44         0.126757        1.00077         39.4336         1.18657         
W679    2100.27         2097.79         0.120332        1.00118         39.7694         0.97712         
W680    2099.44         2128.76         0.135537        0.986225        13.1668         1.54315         
W681    2099.28         2080.47         0.137229        1.00904         20.7614         0.206102        
W682    2100.12         2082.89         0.129541        1.00827         45.529          2.26205         
W683    2100.9          2100.25         0.128843        1.00031         39.9813         0.0858036       
W684    2101.63         2103.6          0.124058        0.999066        37.0828         0.731779        
W685    2102.31         2101.66         0.130459        1.00031         49.9148         2.28315         
W686    2102.94         2102.08         0.126631        1.00041         55.0163         0.517976        
W687    2103.52         2104.83         0.128549        0.999377        42.5322         1.37633         
W688    2104.05         2098.54         0.131485        1.00262         61.0268         0.128561        
W689    2104.52         2106.2          0.127267        0.9992          50.0232         1.14546         
W690    2104.94         2105.17         0.142546        0.999892        52.7581         2.8518          
W691    2105.31         2105.43         0.26104         0.999941        45.3661         1.25317         
W692    2105.62         2106.48         0.142134        0.999592        46.6502         6.1412          
W693    2105.89         2105.15         0.114737        1.00035         49.7297         0.702943        
W694    2106.1          2106.51         0.138052        0.999804        49.9949         4.89611         
W695    2106.26         2105.15         0.136223        1.00052         53.3678         1.66654         
W696    2106.36         2105.07         0.129606        1.00062         55.8621         3.14516         
W697    2106.41         2113.21         0.245086        0.996784        54.9944         1.21427         
W698    2106.41         2104.31         0.13811         1.001           53.8613         4.91287         
W699    2106.36         2106.95         0.141976        0.999721        58.4501         2.00623         
W700    2106.26         2105.48         0.134136        1.00037         56.0441         3.60604         
W701    2106.1          2106.36         0.15187         0.999874        51.0319         1.96772         
W702    2105.89         2104.71         0.140709        1.00056         50.1926         0.0315455       
W703    2105.62         2106.88         0.139523        0.999403        51.1997         9.51402         
W704    2105.31         2105.87         0.132881        0.999731        42.2687         3.19794         
W705    2104.94         2109.08         0.134042        0.998035        47.2141         1.14066         
W706    2104.52         2106.63         0.139106        0.998997        45.4364         2.61921         
W707    2104.05         2103.26         0.134226        1.00037         51.2729         0.262156        
W708    2103.52         2103.88         0.128023        0.999828        48.3548         2.29004         
W709    2102.94         2104.61         0.131669        0.999207        60.2428         6.18917         
W710    2102.31         2102.27         0.146293        1.00002         50.5646         1.80702         
W711    2101.63         2101.92         0.130064        0.999862        40.2074         5.62694         
W712    2100.9          2100.73         0.131016        1.00008         48.7049         1.04768         
W713    2100.12         2098.27         0.119681        1.00088         33.1156         1.70952         
W714    2099.28         2095.12         0.134731        1.00199         59.7279         0.536835        
W715    2099.07         1292.79         0.0618904       1.62368         71.0046         3.37818         
W716    2099.91         2014.47         0.126253        1.04241         49.3893         3.47662         
W717    2100.69         2096.29         0.130903        1.0021          56.9465         1.19029         
W718    2101.42         2100.47         0.131233        1.00046         51.8581         0.973205        
W719    2102.1          2105.16         0.144286        0.998546        48.4769         1.07824         
W720    2102.73         2115.27         0.140204        0.994074        26.5127         5.16464         
W721    2103.31         2101.27         0.131317        1.00097         43.6985         2.62515         
W722    2103.84         2104.5          0.135726        0.999684        56.6063         1.14545         
W723    2104.31         2104.32         0.150179        0.999994        51.8831         0.591617        
W724    2104.73         2104.15         0.146472        1.00027         50.852          0.880034        
W725    2105.1          2104.39         0.133602        1.00034         47.192          1.91438         
W726    2105.41         2106.06         0.125781        0.999693        46.4675         2.05699         
W727    2105.68         2110.02         0.149912        0.997944        48.2941         0.974536        
W728    2105.89         2103.95         0.127464        1.00092         51.0309         5.32604         
W729    2106.05         2107.07         0.143704        0.999513        50.9414         9.49452         
W730    2106.15         2106.72         0.149349        0.999732        52.0426         4.07215         
W731    2106.2          2104.96         0.143305        1.00059         52.4648         5.47977         
W732    2106.2          2106.3          0.173906        0.999956        52.8253         2.88245         
W733    2106.15         2104.68         0.132446        1.0007          54.3809         7.59485         
W734    2106.05         2106.75         0.140389        0.999664        53.766          1.01265         
W735    2105.89         2106.51         0.129773        0.999705        49.871          5.90212         
W736    2105.68         2107.8          0.152244        0.998991        49.0367         2.00292         
W737    2105.41         2105.22         0.129926        1.00009         54.0102         1.60299         
W738    2105.1          2104.74         0.135696        1.00017         47.0577         0.699503        
W739    2104.73         2106.16         0.155015        0.999321        44.0016         0.632649        
W740    2104.31         2104.48         0.137344        0.999917        50.9839         2.18828         
W741    2103.84         2104.15         0.134486        0.999848        47.6685         2.02265         
W742    2103.31         2102.22         0.137237        1.00052         58.7034         0.89255         
W743    2102.73         2107.36         0.127565        0.997806        46.9055         2.28873         
W744    2102.1          2102.09         0.129794        1.00001         45.4335         3.0032          
W745    2101.42         2103.28         0.128422        0.999117        30.1299         3.04767         
W746    2100.69         2095.95         0.126291        1.00226         30.4037         3.78118         
W747    2099.91         2099.58         0.115971        1.00016         18.8821         1.09596         
W748    2099.07         2129.45         0.139998        0.985735        74.2163         3.03558         
W749    2098.81         2045.18         0.121729        1.02622         37.292          0.863617        
W750    2099.65         2086.94         0.131151        1.00609         47.1348         1.7217          
W751    2100.43         2097.78         0.134522        1.00126         43.5878         1.22335         
W752    2101.16         2108.93         0.119477        0.996317        21.5965         4.26126         
W753    2101.84         2102.54         0.134224        0.999669        48.2552         5.45466         
W754    2102.47         2104            0.134855        0.999272        39.3565         0.312035        
W755    2103.05         2097.02         0.129542        1.00287         55.6716         1.79638         
W756    2103.57         2103.58         0.146031        0.999995        49.166          0.69046         
W757    2104.05         2106.01         0.139215        0.999067        46.4723         1.32648         
W758    2104.47         2096.15         0.15208         1.00397         57.183          0.90566         
W759    2104.83         2105.71         0.146095        0.999585        46.7653         1.07295         
W760    2105.15         2104.69         0.126593        1.00022         47.5004         1.01022         
W761    2105.41         2104.29         0.130885        1.00053         49.644          1.0337          
W762    2105.62         2104.64         0.125876        1.00047         51.0743         0.715671        
W763    2105.78         2107.4          0.141752        0.999231        46.4778         2.8371          
W764    2105.89         2106.9          0.135411        0.999519        47.3974         4.91304         
W765    2105.94         2105.84         0.140283        1.00005         50.023          1.42532         
W766    2105.94         2106.09         0.116097        0.999928        47.8861         2.23733         
W767    2105.89         2106.19         0.136116        0.999857        55.4072         0.166151        
W768    2105.78         2105.32         0.149818        1.00022         51.0467         6.92011         
W769    2105.62         2105.86         0.153325        0.99989         49.4352         3.04274         
W770    2105.41         2104.93         0.137069        1.00023         47.8596         1.34024         
W771    2105.15         2105.83         0.122284        0.999677        47.5576         1.47562         
W772    2104.83         2107.09         0.134427        0.99893         46.5667         1.36704         
W773    2104.47         2102.98         0.12937         1.00071         51.9247         2.30027         
W774    2104.05         2104.18         0.133404        0.999935        43.6593         0.864506        
W775    2103.57         2104.74         0.14048         0.999447        40.1352         2.55615         
W776    2103.05         2119.18         0.131006        0.992388        33.5651         1.04575         
W777    2102.47         2110.08         0.140496        0.996392        49.5626         0.0111154       
W778    2101.84         2108.27         0.128262        0.99695         58.2769         4.48581         
W779    2101.16         2100.37         0.120067        1.00038         46.2244         4.73452         
W780    2100.43         2110.45         0.125128        0.995252        33.5949         0.87534         
W781    2099.65         2100.29         0.143618        0.999693        37.4497         0.978129        
W782    2098.81         18360.7         0.122277        0.5             199.914         1.18087         
W783    2098.5          2091.27         0.111766        1.00346         45.9221         2.53518         
W784    2099.33         2089.13         0.0928954       1.00488         44.6126         1.00628         
W785    2100.12         2098.53         0.100432        1.00076         44.8286         0.964633        
W786    2100.85         2099.28         0.0990438       1.00075         39.8097         0.399712        
W787    2101.53         2100.79         0.111682        1.00035         49.3748         1.94173         
W788    2102.16         2099.08         0.111251        1.00147         54.7923         1.64659         
W789    2102.73         2101.68         0.113535        1.0005          42.3371         0.633137        
W790    2103.26         2112.74         0.119974        0.995514        42.9576         4.28594         
W791    2103.73         2103.42         0.15691         1.00015         50.5242         1.98939         
W792    2104.15         2102.69         0.105943        1.00069         38.6657         0.0301226       
W793    2104.52         2105.16         0.118781        0.999695        51.8333         1.92723         
W794    2104.84         2104.69         0.110225        1.00007         49.7788         1.77252         
W795    2105.1          2105.59         0.127461        0.999769        45.4099         3.53454         
W796    2105.31         2105.74         0.12131         0.999797        48.3041         1.73779         
W797    2105.47         2106.01         0.121294        0.999742        51.3765         4.36314         
W798    2105.57         2107.57         0.126603        0.999051        49.1518         2.19652         
W799    2105.63         2104.91         0.120989        1.00034         49.4097         0.539738        
W800    2105.63         2106.64         0.123431        0.999521        48.2278         2.89249         
W801    2105.57         2104.79         0.123827        1.00037         54.3919         0.765832        
W802    2105.47         2104            0.119016        1.0007          54.9274         1.83753         
W803    2105.31         2106.71         0.142755        0.999337        54.5045         5.5491          
W804    2105.1          2103.54         0.126901        1.00074         48.5731         2.61874         
W805    2104.84         2102.41         0.129542        1.00116         49.8946         0.525926        
W806    2104.52         2105.23         0.135763        0.999665        53.7301         1.84345         
W807    2104.15         2106.99         0.134325        0.998654        37.9165         2.17791         
W808    2103.73         2100.66         0.122016        1.00146         52.8597         0.961648        
W809    2103.26         2103.21         0.133626        1.00002         61.0493         0.708381        
W810    2102.73         2101.48         0.114947        1.0006          47.5782         2.54745         
W811    2102.16         2105.55         0.137489        0.998387        45.4931         1.55676         
W812    2101.53         2111.96         0.11857         0.99506         42.4123         0.812551        
W813    2100.85         2105.41         0.149499        0.997835        43.9941         2.9447          
W814    2100.12         2093.29         0.11748         1.00326         57.6922         0.269948        
W815    2099.33         2098.37         0.11097         1.00046         46.4313         0.250582        
W816    2098.5          2094.1          0.127918        1.0021          58.7111         2.65638         
W817    2098.14         2128.37         0.123906        0.985794        115.754         3.76502         
W818    2098.97         2096.25         0.116351        1.0013          34.0469         1.08748         
W819    2099.75         2086.2          0.108735        1.0065          66.7913         0.764363        
W820    2100.48         2095.72         0.112335        1.00227         31.973          1.43949         
W821    2101.16         2103.76         0.114067        0.998765        24.4609         0.343716        
W822    2101.79         2103.64         0.113714        0.999119        42.0299         5.47            
W823    2102.37         2102.62         0.124145        0.999882        65.4214         1.47095         
W824    2102.89         2101.24         0.118115        1.00079         53.7828         0.91832         
W825    2103.36         2101.51         0.142729        1.00088         56.3118         1.34575         
W826    2103.78         2103.86         0.126497        0.999963        53.6907         0.276287        
