Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W49     2100.28         2092.52         0.130179        1.00371         41.4973         1.5074          
W50     2100.39         2096.7          0.139539        1.00176         59.428          2.9393          
W51     2100.44         2101.87         0.120982        0.999319        49.076          0.543906        
W52     2100.44         2114.11         0.137588        0.993533        36.9012         1.89849         
W53     2100.39         2131.91         0.124913        0.985213        21.2095         2.86439         
W54     2100.28         2099.44         0.122494        1.0004          30.2614         2.0398          
W55     2100.13         2101.44         0.117463        0.999373        19.6108         1.13844         
W56     2099.92         2119.31         0.109743        0.99085         20.0473         0.417623        
W57     2099.66         2089.74         0.11344         1.00475         63.496          3.04604         
W58     2099.34         2111.84         0.130237        0.994081        27.4725         0.0466314       
W59     2098.98         2096.86         0.118609        1.00101         36.2869         1.84499         
W60     2098.56         2079.29         0.114495        1.00927         30.8063         2.89266         
W61     2098.09         1428.14         0.0725377       1.4691          10.6683         1.90289         
W62     2097.57         1617.62         0.0904732       1.2967          40.7457         1.02833         
W63             2097            2200.83         0.952821        132.075         1               
W64     2096.38         2104.74         0.115494        0.996025        42.0708         0.643441        
W65     2095.7          2074.97         0.116788        1.00999         31.8254         2.30314         
W66     2094.98         1881.24         0.105036        1.11361         39.9118         2.69403         
W67     2094.2          2065.37         0.134392        1.01396         30.2218         2.66315         
W68             2093.37         2146            0.975475        60.531          1               
W69             2094.15         2144.55         0.976501        152.337         1               
W70     2094.98         2070.76         0.125195        1.01169         12.8813         1.46498         
W71             2095.75         1899.58         1.10327         160.675         1               
W72     2096.48         2096.91         0.118471        0.999793        43.991          1.00629         
W73     2097.15         2097.85         0.11645         0.999668        37.2819         6.51145         
W74     2097.78         1845.48         0.0798744       1.13671         9.76587         2.57425         
W75     2098.35         2096.6          0.116061        1.00084         53.0977         0.730385        
W76     2098.87         2100.39         0.114411        0.999277        40.3132         5.13891         
W77     2099.34         2091.95         0.133772        1.00353         47.0613         0.807885        
W78     2099.76         2089.25         0.129226        1.00503         30.5748         2.11792         
W79     2100.13         2120.15         0.146097        0.990555        23.9592         0.688452        
W80     2100.44         2099.36         0.141286        1.00051         42.9697         1.39421         
W81     2100.7          2101.68         0.137458        0.999532        40.9316         2.00705         
W82     2100.91         2097.07         0.131549        1.00183         23.0849         0.493879        
W83     2101.07         2099.85         0.129079        1.00058         43.7953         0.796716        
W84     2101.17         2101.44         0.131799        0.999873        60.0624         4.66688         
W85     2101.22         2094.63         0.124478        1.00315         50.4749         0.661578        
W86     2101.22         2098.57         0.141531        1.00127         38.8245         1.17784         
W87     2101.17         2102.13         0.120084        0.999546        33.8865         2.45906         
W88     2101.07         2107.62         0.128413        0.996889        37.1816         0.549406        
W89     2100.91         2100.04         0.111155        1.00041         65.3225         1.96434         
W90     2100.7          2116.72         0.124723        0.992432        29.519          0.772207        
W91     2100.44         2104.21         0.130623        0.998206        55.6459         2.85908         
W92     2100.13         2098.77         0.120162        1.00064         38.283          1.32438         
W93     2099.76         2094.74         0.129233        1.0024          41.964          0.439489        
W94     2099.34         2092.32         0.133228        1.00336         46.6767         3.84212         
W95     2098.87         2098.89         0.122197        0.999994        66.7949         0.384155        
W96     2098.35         2869.91         0.116297        0.731155        1.56294         2.48597e-06     
W97     2097.78         2127.01         0.131367        0.986259        39.472          4.30365         
W98     2097.15         2097.75         0.118777        0.999715        39.7215         2.26836         
W99     2096.48         2103.34         0.127222        0.996738        12.6397         2.31573         
W100    2095.75         2088.32         0.127465        1.00356         57.5605         0.765966        
W101    2094.98         2091.3          0.1278          1.00176         57.2236         1.45334         
W102            2094.15         2077.16         1.00818         124.819         0.277256        
W103    2094.87         2133.85         0.10765         0.981731        20.8068         2.72559         
W104    2095.7          2091.98         0.104298        1.00178         18.6489         1.23114         
W105            2096.48         2098.11         0.999224        66.4887         1               
W106    2097.21         2081.28         0.11219         1.00765         54.9769         0.437603        
W107    2097.88         2106.62         0.0986218       0.995851        20.8397         0.17345         
W108    2098.51         2097.09         0.104569        1.00067         39.8426         2.48656         
W109    2099.08         2082.85         0.113651        1.00779         52.8551         0.114515        
W110    2099.6          2099.89         0.113339        0.999863        50.9149         3.22542         
W111    2100.07         2080.71         0.121184        1.00931         54.8951         2.6659          
W112    2100.49         2096.38         0.119399        1.00196         46.5867         0.281608        
W113    2100.86         2100.92         0.136534        0.999967        42.7729         1.45946         
W114    2101.17         2105.44         0.11915         0.997973        66.6005         4.35836         
W115    2101.43         2105.83         0.121462        0.997909        29.894          1.28041         
W116    2101.64         2099.7          0.120491        1.00092         43.6287         6.20501         
W117    2101.8          2102.83         0.128771        0.99951         36.1007         0.815694        
W118    2101.9          2101.1          0.117078        1.00038         37.287          1.01172         
W119    2101.95         2100.05         0.129585        1.00091         40.8822         3.87104         
W120    2101.95         2101.77         0.118787        1.00009         44.1281         1.40644         
W121    2101.9          2100.62         0.115089        1.00061         45.0162         3.35731         
W122    2101.8          2109.99         0.123296        0.996119        67.7402         0.843506        
W123    2101.64         2110.04         0.122527        0.996021        35.5766         2.78515         
W124    2101.43         2107.46         0.125465        0.997141        43.1852         0.610645        
W125    2101.17         2096.18         0.111894        1.00238         37.6936         0.956667        
W126    2100.86         2104.13         0.123494        0.998443        42.0197         1.08527         
W127    2100.49         2096.08         0.1193          1.0021          54.4514         1.33577         
W128    2100.07         2091.79         0.106108        1.00396         44.6502         1.80275         
W129    2099.6          2101.37         0.1248          0.99916         45.8168         0.934901        
W130    2099.08         2102.33         0.120912        0.998455        115.076         1.59651         
W131    2098.51         2106.8          0.123564        0.996063        48.7571         3.04284         
W132    2097.88         2094.78         0.126134        1.00148         40.5435         1.49868         
W133    2097.21         2108.8          0.118252        0.994502        69.5181         0.892786        
W134    2096.48         2094.56         0.122898        1.00092         44.3132         2.27545         
W135    2095.7          2174.32         0.125171        0.96384         199.481         4.58774         
W136            2094.87         2076.36         1.00891         93.3004         1               
W137            2095.54         1985.79         1.05527         110.802         1               
W138    2096.37         1846.6          0.0983697       1.13526         59.324          0.323227        
W139    2097.15         2076.2          0.119359        1.01009         49.1236         1.96499         
W140    2097.88         2104.59         0.117544        0.996811        70.9588         0.774408        
W141    2098.56         2113.99         0.114226        0.992698        20.1936         0.61453         
W142    2099.18         2089.1          0.125525        1.00483         43.7097         1.92148         
W143    2099.76         2078.11         0.120433        1.01042         52.791          0.289504        
W144    2100.28         2096.92         0.118665        1.0016          49.1478         6.30578         
W145    2100.75         2100.49         0.118779        1.00012         54.7414         2.62046         
W146    2101.17         2100.77         0.120329        1.00019         41.6446         0.942384        
W147    2101.53         2100.77         0.130971        1.00036         52.3233         0.366272        
W148    2101.85         2101.13         0.123242        1.00034         54.7034         1.16945         
W149    2102.11         2100.45         0.118373        1.00079         59.2056         0.36964         
W150    2102.32         2094.38         0.125998        1.00379         56.9478         0.518442        
W151    2102.48         2101.44         0.133396        1.0005          47.9281         0.413766        
W152    2102.58         2101.59         0.125343        1.00047         49.7259         0.305156        
W153    2102.63         2096.29         0.132009        1.00302         50.6773         0.828443        
W154    2102.63         2102.16         0.127521        1.00023         48.226          1.06817         
W155    2102.58         2102.94         0.119386        0.999831        50.0764         3.27691         
W156    2102.48         2102.43         0.132082        1.00002         39.5126         2.02326         
W157    2102.32         2106.6          0.132125        0.997968        43.6726         0.491069        
W158    2102.11         2107.2          0.128724        0.997583        32.08           0.844794        
W159    2101.85         2095.16         0.121698        1.00319         53.0509         3.89022         
W160    2101.53         2101.35         0.123799        1.00009         38.9813         3.53365         
W161    2101.17         2104.92         0.128104        0.998218        30.9203         1.91534         
W162    2100.75         2098.68         0.12251         1.00099         36.1874         0.278869        
W163    2100.28         2099.91         0.117954        1.00018         42.5308         0.899913        
W164    2099.76         2104.96         0.124955        0.997529        41.6696         0.58364         
W165    2099.18         2099.17         0.111282        1.00001         41.6931         1.75477         
W166    2098.56         2100.68         0.123134        0.998988        50.2529         0.558378        
W167    2097.88         2094.52         0.132181        1.00161         40.3316         0.733153        
W168    2097.15         2103.47         0.12257         0.996996        47.9799         3.93564         
W169    2096.37         2109.3          0.110245        0.993869        15.8842         0.695932        
W170    2095.54         2117.33         0.117893        0.98971         43.3875         7.98584         
W171    2096.16         2169.99         0.119567        0.965979        12.7187         0.0561793       
W172    2096.99         2101.22         0.117317        0.997989        49.1874         2.74585         
W173    2097.78         2073.33         0.119323        1.01179         34.9392         0.431572        
W174    2098.5          2097            0.111311        1.00072         61.6853         4.43256         
W175    2099.18         2100.09         0.113192        0.999569        65.1494         5.35396         
W176    2099.81         2095.47         0.131484        1.00207         42.7212         2.24834         
W177    2100.38         2094.58         0.124038        1.00277         35.3768         0.24014         
W178    2100.91         2108.14         0.124546        0.996568        30.4508         0.875419        
W179    2101.38         2102.16         0.129169        0.999626        38.0489         1.66096         
W180    2101.8          2103.83         0.124645        0.999033        31.8719         0.447828        
W181    2102.16         2102.93         0.124381        0.999635        44.3591         3.1707          
W182    2102.48         2114.6          0.127536        0.994267        40.943          2.75879         
W183    2102.74         2103.22         0.133154        0.999773        58.7395         2.35207         
W184    2102.95         2096.78         0.130912        1.00294         50.4625         0.906301        
W185    2103.11         2087.11         0.128836        1.00767         49.4827         0.545488        
W186    2103.21         2098.97         0.113663        1.00202         44.8873         3.51659         
W187    2103.26         2096.37         0.139015        1.00329         53.8211         6.06364         
W188    2103.26         2102.13         0.135755        1.00054         48.4523         0.43056         
W189    2103.21         2103.21         0.135822        1               49.6338         2.55471         
W190    2103.11         2102.54         0.119117        1.00027         51.9836         2.19399         
W191    2102.95         2103.02         0.12455         0.999967        44.1534         0.543648        
W192    2102.74         2101.93         0.127834        1.00038         44.1379         0.00682877      
W193    2102.48         2101.72         0.121989        1.00036         45.7586         0.73            
W194    2102.16         2100.79         0.122375        1.00065         43.8968         1.07417         
W195    2101.8          2101.28         0.12736         1.00025         37.4529         0.692857        
W196    2101.38         2100.19         0.131794        1.00057         43.8322         0.930985        
W197    2100.91         2104.18         0.120748        0.998444        30.2931         1.99074         
W198    2100.38         2098.3          0.127646        1.00099         44.1012         3.06234         
W199    2099.81         2099.87         0.122875        0.999972        41.0018         0.506068        
W200    2099.18         2096.18         0.123336        1.00143         29.5609         2.15414         
W201    2098.5          2108.83         0.133022        0.995105        36.1095         0.539898        
W202    2097.78         2111.55         0.12363         0.993477        31.7983         0.169744        
W203            2096.99         2097.48         0.999764        111.889         1.88875         
W204            2096.16         2090.95         1.00249         85.1835         1               
W205    2096.73         2153.25         0.127832        0.973755        83.4167         8.54246         
W206    2097.57         2108.38         0.12658         0.99487         36.7119         0.0606018       
W207    2098.35         2098.4          0.123478        0.999976        42.7013         2.00597         
W208    2099.08         2095.62         0.123434        1.00165         74.7555         3.00539         
W209    2099.75         2100.61         0.114202        0.999594        44.4633         4.51005         
W210    2100.38         2105.79         0.136024        0.997432        27.4096         1.07608         
W211    2100.96         2098.43         0.123992        1.00121         55.1155         1.55755         
W212    2101.48         2105.58         0.127294        0.998053        38.9382         2.0204          
W213    2101.95         2092.62         0.115796        1.00446         54.1127         0.449554        
W214    2102.37         2098.14         0.121812        1.00202         35.1507         0.462135        
W215    2102.74         2100.73         0.136288        1.00096         34.2994         0.0665881       
W216    2103.05         2102.65         0.120067        1.00019         41.6943         0.12003         
W217    2103.31         2103.19         0.116866        1.00006         49.7171         1.17066         
W218    2103.52         2103.12         0.114904        1.00019         41.0667         1.58166         
W219    2103.68         2100.8          0.122572        1.00137         42.7965         0.865765        
W220    2103.79         2099.71         0.114864        1.00194         57.1018         0.753294        
W221    2103.84         2103.51         0.124502        1.00016         35.6173         0.170845        
W222    2103.84         2103.83         0.129315        1               49.002          1.05821         
W223    2103.79         2103.84         0.130594        0.999976        53.2813         1.54309         
W224    2103.68         2103.04         0.125399        1.0003          55.4574         1.09058         
W225    2103.52         2103.67         0.117903        0.99993         54.8642         0.794117        
W226    2103.31         2100.27         0.13101         1.00145         47.7968         2.6648          
W227    2103.05         2103.47         0.13483         0.999801        42.3891         1.3923          
W228    2102.74         2108.5          0.124934        0.997269        43.4223         0.976138        
W229    2102.37         2103.04         0.122585        0.999682        37.1741         4.97264         
W230    2101.95         2098.76         0.137057        1.00152         48.5705         1.81507         
W231    2101.48         2100.82         0.125           1.00031         48.4643         1.39869         
W232    2100.96         2110.43         0.129151        0.995512        21.2598         5.31752         
W233    2100.38         2099.22         0.131825        1.00055         61.6641         1.58487         
W234    2099.75         2101.3          0.116744        0.999264        44.7962         1.46726         
W235    2099.08         2139.24         0.116134        0.981228        14.5305         0.662629        
W236    2098.35         2150.74         0.110787        0.975641        37.5432         1.92742         
W237    2097.57         2104.53         0.115535        0.996692        26.1097         0.316769        
W238    2096.73         2217.27         0.149887        0.945639        22.423          3.9291          
W239    2097.25         2061.77         0.10972         1.01721         33.2673         1.38505         
W240    2098.09         2104.18         0.106567        0.997106        29.1987         2.00356         
W241    2098.87         2117.92         0.126246        0.991002        20.7054         0.47056         
W242    2099.6          2103.01         0.125121        0.998376        35.3222         1.04907         
W243    2100.28         2100.43         0.126051        0.999929        38.9652         0.240764        
W244    2100.9          2101.01         0.116929        0.99995         34.7186         0.51773         
W245    2101.48         2099.34         0.115823        1.00102         61.735          1.60519         
W246    2102            2100.83         0.124992        1.00056         36.7737         0.590708        
W247    2102.47         2107.16         0.115713        0.997778        38.5021         1.53269         
W248    2102.89         2101.94         0.130987        1.00046         47.7078         0.809251        
W249    2103.26         2103.32         0.130624        0.999972        54.8623         0.272568        
W250    2103.58         2105.04         0.124719        0.999305        35.0623         0.614852        
W251    2103.84         2104.03         0.128477        0.999908        53.0848         0.379702        
W252    2104.05         2103.49         0.122162        1.00027         51.4998         1.32969         
W253    2104.21         2104.49         0.130171        0.999867        49.7857         0.60927         
W254    2104.31         2104.72         0.131762        0.999805        51.4516         2.85259         
W255    2104.36         2104.36         0.132507        1               52.066          1.28266         
W256    2104.36         2104.21         0.124735        1.00007         44.5206         0.202314        
W257    2104.31         2104.45         0.131891        0.999936        47.8585         1.45126         
W258    2104.21         2104.24         0.137182        0.999986        49.8481         2.81728         
W259    2104.05         2105.09         0.139932        0.999507        47.137          0.174975        
W260    2103.84         2105.51         0.126088        0.999207        47.0364         1.20631         
W261    2103.58         2103.28         0.129186        1.00014         47.9796         0.307793        
W262    2103.26         2101.92         0.124195        1.00064         54.0665         3.89385         
W263    2102.89         2103.04         0.124941        0.99993         52.3846         0.605549        
W264    2102.47         2099.96         0.123111        1.0012          44.2062         1.45349         
W265    2102            2101.57         0.131034        1.0002          41.56           1.15033         
W266    2101.48         2099.29         0.122158        1.00104         38.2671         4.3185          
W267    2100.9          2092.84         0.156756        1.00385         34.3304         2.87515         
W268    2100.28         2098.84         0.150093        1.00068         38.2668         0.211557        
W269    2099.6          2110.69         0.12255         0.994744        40.4101         4.27186         
W270    2098.87         2106.07         0.120008        0.996579        39.876          0.406115        
W271    2098.09         2103.33         0.129232        0.997508        37.4174         2.51575         
W272    2097.25         2073.58         0.127592        1.01142         35.2761         2.05255         
W273    2097.72         2145.24         0.131786        0.97785         13.204          1.69069         
W274    2098.55         2112.44         0.127607        0.993426        39.9384         2.03842         
W275    2099.33         2080.76         0.12073         1.00893         78.0434         1.43655         
W276    2100.07         2125.06         0.13368         0.988239        28.962          0.0575561       
W277    2100.75         2102.56         0.125235        0.999137        73.8737         0.899397        
W278    2101.37         2102.66         0.120123        0.999386        28.4259         1.94279         
W279    2101.95         2107.16         0.125841        0.997527        31.7753         2.28224         
W280    2102.47         2100.14         0.128117        1.00111         55.966          0.91897         
W281    2102.95         2102.31         0.13523         1.0003          48.5389         1.04336         
W282    2103.37         2103.22         0.136196        1.00007         57.8372         0.351877        
W283    2103.73         2103.78         0.142556        0.999978        50.3974         2.12569         
W284    2104.05         2107.24         0.135063        0.998486        42.509          1.40201         
W285    2104.31         2105.08         0.144197        0.999635        46.0978         2.29696         
W286    2104.52         2094.96         0.118169        1.00456         53.8656         3.942           
W287    2104.68         2104.08         0.123029        1.00028         48.3178         2.45133         
W288    2104.78         2104.64         0.130253        1.00007         51.208          1.80034         
W289    2104.84         2104.02         0.124207        1.00039         48.3296         1.14567         
W290    2104.84         2105.36         0.143209        0.999753        52.5106         1.25917         
W291    2104.78         2104.94         0.118787        0.999928        59.7349         0.969699        
W292    2104.68         2105.66         0.142147        0.999533        48.5381         5.13688         
W293    2104.52         2107.8          0.121755        0.998443        49.6612         0.422109        
W294    2104.31         2103.76         0.132304        1.00026         57.0756         0.697818        
W295    2104.05         2103.54         0.12941         1.00024         57.068          1.50518         
W296    2103.73         2106.18         0.128308        0.998838        44.1603         1.50269         
W297    2103.37         2101.76         0.111931        1.00077         35.6627         2.28609         
W298    2102.95         2095.01         0.12161         1.00379         61.2            0.354802        
W299    2102.47         2101.73         0.113225        1.00035         37.129          0.597576        
W300    2101.95         2105.98         0.135587        0.998088        29.3019         1.26515         
W301    2101.37         2095.12         0.118847        1.00298         65.9034         1.05427         
W302    2100.75         2099.57         0.129746        1.00056         42.6408         1.12714         
W303    2100.07         2118.15         0.125775        0.991464        33.2564         0.74846         
W304    2099.33         2097.34         0.122824        1.00095         39.9243         1.35073         
W305    2098.55         2103.72         0.130916        0.997546        21.8714         6.04115         
W306            2097.72         2087.92         1.00469         164.26          0.551866        
W307    2098.14         2183.18         0.127534        0.961044        5.09864         1.01407         
W308    2098.97         2097.77         0.112628        1.00057         44.4825         1.91801         
W309    2099.75         2104.08         0.119235        0.997944        58.5758         1.43967         
W310    2100.48         2099.04         0.116748        1.00069         41.2069         0.20356         
W311    2101.16         2102.24         0.120191        0.999488        61.6624         3.97224         
W312    2101.79         2104.98         0.114105        0.998484        17.6124         2.07131         
W313    2102.37         2099.98         0.120865        1.00114         66.8345         2.28396         
W314    2102.89         2104.02         0.123577        0.999464        35.9621         0.585835        
W315    2103.36         2104.07         0.128439        0.999667        47.9977         2.32378         
W316    2103.78         2102.14         0.119271        1.00078         51.6026         1.64908         
W317    2104.15         2103.49         0.116688        1.00032         50.6932         1.35025         
W318    2104.47         2103.7          0.127346        1.00037         46.3829         2.02535         
W319    2104.73         2104.6          0.138319        1.00006         47.236          3.84463         
W320    2104.94         2103.44         0.119637        1.00071         46.6353         1.33677         
W321    2105.1          2105.03         0.125594        1.00003         51.7911         3.32659         
W322    2105.2          2104.86         0.111026        1.00016         56.5005         1.34648         
W323    2105.26         2105.41         0.131457        0.999926        53.8463         1.05983         
W324    2105.26         2105.5          0.130366        0.999885        49.7184         2.60222         
W325    2105.2          2104.99         0.125051        1.0001          52.1396         0.429656        
W326    2105.1          2113.42         0.135554        0.996064        43.4362         2.29001         
W327    2104.94         2105.78         0.138244        0.9996          47.3258         0.941815        
W328    2104.73         2104.59         0.124252        1.00007         53.0918         1.79736         
W329    2104.47         2099.17         0.126231        1.00253         55.4351         0.516527        
W330    2104.15         2104.13         0.132411        1.00001         39.6671         1.27788         
W331    2103.78         2102.11         0.132107        1.00079         52.8207         2.47455         
W332    2103.36         2102.29         0.123219        1.00051         52.4745         1.19419         
W333    2102.89         2104.02         0.143916        0.999465        51.8073         0.46684         
W334    2102.37         2100.65         0.131707        1.00082         52.6066         2.6229          
W335    2101.79         2099.91         0.118907        1.0009          62.1574         1.80129         
W336    2101.16         2101.11         0.117564        1.00002         58.8553         0.133074        
W337    2100.48         2101.89         0.118713        0.999329        39.8213         0.645512        
W338    2099.75         2099.66         0.137957        1.00005         49.9411         2.14702         
W339    2098.97         2105.42         0.118854        0.996938        45.9214         3.60415         
W340            2098.14         2098.4          0.999876        66.838          0.630274        
W341    2098.5          2080.49         0.113077        1.00866         84.6473         2.26328         
W342    2099.33         2100.08         0.118015        0.999645        27.8741         1.89099         
W343    2100.12         2101.12         0.120496        0.999525        47.1457         0.205138        
W344    2100.85         2089.53         0.126792        1.00542         43.3976         2.81305         
W345    2101.53         2097.85         0.127835        1.00175         42.1631         2.75188         
W346    2102.16         2101.09         0.116784        1.00051         44.2047         3.0902          
W347    2102.73         2103.17         0.113373        0.999795        56.818          1.99302         
W348    2103.26         2102.58         0.115481        1.00032         44.8636         0.702077        
W349    2103.73         2106.09         0.118424        0.998881        40.546          2.32123         
W350    2104.15         2106.16         0.128069        0.999048        46.6588         0.524814        
W351    2104.52         2107.57         0.130201        0.998553        42.8642         0.547197        
W352    2104.84         2104.39         0.126703        1.00021         45.6908         0.721033        
W353    2105.1          2104.36         0.113334        1.00035         45.8466         1.47346         
W354    2105.31         2105.92         0.133575        0.999708        52.2138         0.742239        
W355    2105.47         2104.46         0.129883        1.00048         48.0091         1.34156         
W356    2105.57         2104.84         0.13353         1.00035         55.5792         0.348715        
W357    2105.63         2105.62         0.135045        1               50.4204         0.114223        
W358    2105.63         2105.43         0.13684         1.00009         50.1609         3.66344         
W359    2105.57         2106.1          0.136595        0.999752        52.9115         0.224511        
W360    2105.47         2105.66         0.128087        0.999909        51.2636         3.95032         
W361    2105.31         2105.71         0.13179         0.99981         54.9611         0.344835        
W362    2105.1          2104.91         0.126693        1.00009         51.3441         0.547906        
W363    2104.84         2103.89         0.126537        1.00045         51.3871         1.18823         
W364    2104.52         2104.91         0.118747        0.999815        40.4937         2.24489         
W365    2104.15         2103.85         0.130036        1.00014         62.9824         1.34064         
W366    2103.73         2100.66         0.121832        1.00146         51.2832         0.527112        
W367    2103.26         2109.73         0.114191        0.996932        51.6511         2.15884         
W368    2102.73         2103.17         0.128961        0.99979         57.8883         2.09067         
W369    2102.16         2096.5          0.118573        1.0027          43.6298         3.17763         
W370    2101.53         2097.26         0.112047        1.00204         45.5033         1.6095          
W371    2100.85         2105.58         0.120415        0.997753        32.0605         0.37483         
W372    2100.12         2106.92         0.120113        0.99677         68.8375         1.09428         
W373    2099.33         2088.42         0.119564        1.00523         83.4444         2.18125         
W374    2098.5          2163.67         0.120925        0.969878        6.61039         3.77682         
W375            2098.81         2059.13         1.01927         68.9936         1               
W376    2099.65         2103.17         0.117826        0.998326        54.8923         1.54799         
W377    2100.43         2109.13         0.126344        0.995876        37.686          5.33574         
W378    2101.16         2108.33         0.117001        0.996601        28.1336         0.126339        
W379    2101.84         2101.61         0.125009        1.00011         47.9506         1.59335         
W380    2102.47         2102.61         0.12195         0.999934        41.4036         0.950026        
W381    2103.05         2098.3          0.119326        1.00226         53.8303         0.853332        
W382    2103.57         2102.08         0.123362        1.00071         50.6588         1.42362         
W383    2104.05         2105.05         0.126357        0.999524        42.9034         0.936556        
W384    2104.47         2103.32         0.123795        1.00055         50.1262         0.918951        
W385    2104.83         2097.91         0.134907        1.0033          55.5871         3.70646         
W386    2105.15         2104.66         0.134           1.00023         49.9202         1.13901         
W387    2105.41         2106.69         0.133427        0.999396        48.2406         0.316101        
W388    2105.62         2104.78         0.123328        1.0004          47.0281         2.69835         
W389    2105.78         2106.11         0.129791        0.999847        48.9073         0.233166        
W390    2105.89         2106.06         0.130847        0.999917        48.351          0.463374        
W391    2105.94         2105.99         0.138195        0.999976        47.4106         0.0762066       
W392    2105.94         2105.87         0.122271        1.00003         52.1123         0.69116         
W393    2105.89         2105.38         0.131146        1.00024         54.2498         3.33445         
W394    2105.78         2105.52         0.136502        1.00012         51.7344         0.775311        
W395    2105.62         2105.49         0.123647        1.00007         49.8977         2.86098         
W396    2105.41         2105.35         0.12845         1.00003         48.4602         2.09834         
W397    2105.15         2104.66         0.121765        1.00023         48.6134         1.91813         
W398    2104.83         2104.01         0.10971         1.00039         47.2986         0.528184        
W399    2104.47         2105.01         0.135188        0.999744        53.8497         1.77433         
W400    2104.05         2104.91         0.131959        0.999587        54.9003         0.150005        
W401    2103.57         2104.32         0.120801        0.999646        47.3227         1.10299         
W402    2103.05         2101.65         0.113543        1.00067         39.5051         3.02805         
W403    2102.47         2098.52         0.118891        1.00188         63.947          1.7359          
W404    2101.84         2096.71         0.118869        1.00245         39.3248         0.468342        
W405    2101.16         2098.5          0.131148        1.00127         30.8736         0.238613        
W406    2100.43         2104.12         0.122511        0.998244        35.8549         1.0458          
W407    2099.65         2128.96         0.124359        0.986231        23.3413         0.740823        
W408    2098.81         2869.91         0.0899661       0.731315        1.56294         2.48597e-06     
W409    2099.07         1552.32         0.0714605       1.35221         27.3489         4.5689          
W410    2099.91         3002.66         0.100364        0.69935         10.6382         1.0141          
W411    2100.69         2112.16         0.124018        0.99457         132.428         1.75131         
W412    2101.42         2123.06         0.122507        0.989809        37.6454         2.09974         
W413    2102.1          2121.98         0.120605        0.990635        34.2108         0.407409        
W414    2102.73         2102.29         0.120751        1.00021         52.9473         0.691321        
W415    2103.31         2104.03         0.120111        0.999656        43.2451         0.593032        
