Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W106    2097.21         2119.35         0.112056        0.989549        23.1983         0.268349        
W107    2097.88         2104.57         0.0984046       0.996821        21.9778         0.262152        
W108    2098.51         2062.35         0.102724        1.01753         45.6502         5.21878         
W109    2099.08         2093.36         0.114791        1.00273         47.1703         1.80899         
W110    2099.6          2103.58         0.113465        0.998109        51.9358         3.13512         
W111    2100.07         2081.99         0.121213        1.00869         58.1584         2.12745         
W112    2100.49         2091.84         0.11893         1.00413         47.2883         1.06394         
W113    2100.86         2099.62         0.136599        1.00059         46.6009         2.07094         
W114    2101.17         2087.26         0.118139        1.00666         51.4433         0.409417        
W115    2101.43         2098.53         0.121245        1.00138         34.6431         2.8441          
W116    2101.64         2095.98         0.119975        1.0027          48.0582         1.54831         
W117    2101.8          2105.4          0.129195        0.998289        39.9543         1.84122         
W118    2101.9          2098.5          0.116819        1.00162         39.7856         0.581808        
W119    2101.95         2106.38         0.129956        0.997899        37.8438         0.188181        
W120    2101.95         2098.32         0.118551        1.00173         42.8712         0.0169407       
W121    2101.9          2095.3          0.114634        1.00315         49.1432         2.34673         
W122    2101.8          2094.09         0.122698        1.00368         50.8428         0.781237        
W123    2101.64         2119.33         0.123022        0.991652        28.8143         1.54093         
W124    2101.43         2098.56         0.125066        1.00137         47.659          0.876653        
W125    2101.17         2101.27         0.112145        0.999954        34.0005         0.143745        
W126    2100.86         2095.17         0.123085        1.00271         47.4827         1.00262         
W127    2100.49         2103.72         0.119664        0.998465        49.4672         3.00761         
W128    2100.07         2110.38         0.10562         0.995117        30.1334         3.48869         
W129    2099.6          2101.56         0.125425        0.999067        43.9959         0.782052        
W130    2099.08         2090            0.119581        1.00435         71.8198         0.934192        
W131    2098.51         2090.65         0.12266         1.00376         51.0736         1.2175          
W132    2097.88         2096.15         0.125971        1.00083         36.1125         1.09018         
W133    2097.21         2119.99         0.123121        0.989251        26.2511         1.69255         
W134    2096.48         2103.89         0.123074        0.996479        49.8975         2.47308         
W135    2095.7          2116.68         0.126642        0.990088        41.9341         4.1266          
W136            2094.87         2261.43         0.926348        79.8979         1               
W137    2095.54         2710.16         0.151338        0.773216        1.98265         5.69933e-06     
W138    2096.37         2277.23         0.116871        0.920581        60.4018         1.88376         
W139    2097.15         2126.96         0.120057        0.985987        30.6979         0.0837126       
W140    2097.88         2093.39         0.116942        1.00214         54.4539         0.763081        
W141    2098.56         2086.14         0.114106        1.00595         50.0916         0.231215        
W142    2099.18         2089.89         0.125799        1.00445         46.0067         2.80401         
W143    2099.76         2079.05         0.120438        1.00996         51.8498         0.136357        
W144    2100.28         2091.38         0.118377        1.00426         49.2683         2.39874         
W145    2100.75         2083.25         0.117562        1.0084          57.987          2.11446         
W146    2101.17         2101.51         0.120338        0.999838        36.3523         0.204249        
W147    2101.53         2095.07         0.130509        1.00309         50.5593         1.39891         
W148    2101.85         2081.26         0.121719        1.00989         47.1231         1.85507         
W149    2102.11         2099.69         0.118184        1.00115         52.0162         1.4908          
W150    2102.32         2098.57         0.126302        1.00179         52.1378         0.371558        
W151    2102.48         2100.92         0.133282        1.00074         49.1125         1.08491         
W152    2102.58         2095.39         0.125003        1.00343         52.1455         0.253492        
W153    2102.63         2093.14         0.131781        1.00453         47.9606         1.3958          
W154    2102.63         2100.67         0.12743         1.00094         49.2556         0.704889        
W155    2102.58         2099.89         0.119453        1.00128         57.0614         3.26411         
W156    2102.48         2105.02         0.132276        0.998792        44.2564         2.66777         
W157    2102.32         2104.36         0.131889        0.999033        46.5223         0.900762        
W158    2102.11         2120.17         0.130165        0.991481        33.1659         0.02738         
W159    2101.85         2094.92         0.121536        1.00331         48.9765         2.30672         
W160    2101.53         2102.45         0.123877        0.999564        39.688          5.20233         
W161    2101.17         2099.68         0.128295        1.00071         41.4737         0.585089        
W162    2100.75         2104.2          0.123574        0.998363        44.8687         0.300844        
W163    2100.28         2097.31         0.117705        1.00142         40.2539         1.99825         
W164    2099.76         2094.73         0.124475        1.0024          43.8428         0.0667878       
W165    2099.18         2101.25         0.111634        0.999015        37.8362         2.0118          
W166    2098.56         2092.75         0.122634        1.00277         44.2529         1.53336         
W167    2097.88         2101.03         0.132658        0.998499        44.1968         0.955944        
W168    2097.15         2092.93         0.121403        1.00202         67.0121         4.59458         
W169    2096.37         2146.11         0.110037        0.976823        199.967         2.93462         
W170    2095.54         2360.58         0.131976        0.887725        33.6414         2.22246         
W171    2096.16         1989.89         0.0910737       1.0534          1.23218         1.77403e-05     
W172    2096.99         2118.71         0.118532        0.989749        100.04          1.3751          
W173    2097.78         2112.94         0.119599        0.992824        16.6848         0.530487        
W174    2098.5          2107.85         0.110784        0.995565        50.8519         5.22184         
W175    2099.18         2102.15         0.11342         0.998586        60.3071         1.12351         
W176    2099.81         2074.99         0.129565        1.01196         48.7204         0.783915        
W177    2100.38         2082.7          0.123983        1.00849         41.7881         0.685368        
W178    2100.91         2106.06         0.124707        0.997554        35.5463         0.465122        
W179    2101.38         2093.22         0.128718        1.0039          41.6717         1.25153         
W180    2101.8          2098.01         0.124384        1.0018          38.0252         0.269704        
W181    2102.16         2103.29         0.12456         0.999464        47.2844         1.91141         
W182    2102.48         2081.74         0.126092        1.00996         52.7099         1.47434         
W183    2102.74         2109.27         0.133484        0.996902        40.4507         3.13363         
W184    2102.95         2097.92         0.130919        1.0024          51.5625         0.861546        
W185    2103.11         2091.45         0.129487        1.00557         54.39           0.470292        
W186    2103.21         2102.96         0.113877        1.00012         43.3657         1.37446         
W187    2103.26         2094.62         0.138938        1.00412         56.1853         4.52332         
W188    2103.26         2100.81         0.135546        1.00117         48.0309         0.193894        
W189    2103.21         2103.97         0.135898        0.999638        48.8119         2.27731         
W190    2103.11         2098.58         0.118835        1.00215         45.8009         4.91097         
W191    2102.95         2102.9          0.124496        1.00003         42.4824         0.368198        
W192    2102.74         2105.73         0.128018        0.998578        43.38           1.08184         
W193    2102.48         2098.63         0.121667        1.00183         44.4273         0.858765        
W194    2102.16         2098.24         0.12198         1.00187         43.1318         1.09403         
W195    2101.8          2099.66         0.127301        1.00102         40.4876         1.18284         
W196    2101.38         2098.75         0.131561        1.00125         44.5068         1.12431         
W197    2100.91         2106.51         0.121453        0.997337        37.1312         2.63658         
W198    2100.38         2093.63         0.127512        1.00322         43.5294         1.73825         
W199    2099.81         2088.28         0.122139        1.00552         43.762          1.49845         
W200    2099.18         2094.64         0.123342        1.00217         30.7878         1.53618         
W201    2098.5          2094.09         0.132913        1.00211         44.1772         2.26863         
W202    2097.78         2098.55         0.123702        0.999629        39.3151         0.552912        
W203    2096.99         2111.46         0.121957        0.993148        33.7623         0.884136        
W204    2096.16         2402.98         0.141212        0.872319        25.6738         3.2109          
W205    2096.73         2088.42         0.127117        1.00398         38.518          0.727414        
W206    2097.57         2137.56         0.129861        0.981291        44.0451         0.592461        
W207    2098.35         2098.99         0.123353        0.999692        48.6373         1.93466         
W208    2099.08         2114.46         0.124289        0.992726        40.9608         3.87347         
W209    2099.75         2095.04         0.113742        1.00225         41.821          5.2224          
W210    2100.38         2103.01         0.136438        0.99875         32.7889         2.51674         
W211    2100.96         2100.63         0.124115        1.00016         55.7387         1.48698         
W212    2101.48         2106.69         0.127789        0.997529        36.4881         2.7871          
W213    2101.95         2096.03         0.115903        1.00282         62.1733         1.08357         
W214    2102.37         2114.88         0.122044        0.994087        24.1321         0.949629        
W215    2102.74         2113.81         0.137199        0.994762        32.9207         1.46457         
W216    2103.05         2101.31         0.119911        1.00083         40.9253         0.362165        
W217    2103.31         2103.77         0.116927        0.999785        49.9366         1.39016         
W218    2103.52         2101.93         0.115081        1.00076         43.983          1.75205         
W219    2103.68         2103.86         0.122663        0.999917        40.9611         2.18578         
W220    2103.79         2099.58         0.114915        1.00201         59.8025         0.401548        
W221    2103.84         2108.87         0.124777        0.997613        32.6685         0.52164         
W222    2103.84         2103.01         0.129284        1.00039         49.9043         1.18539         
W223    2103.79         2104.34         0.130627        0.999739        52.0136         1.63765         
W224    2103.68         2102.67         0.125367        1.00048         55.5164         1.04234         
W225    2103.52         2099.31         0.117634        1.00201         52.6017         0.724488        
W226    2103.31         2099.27         0.130828        1.00193         46.7489         2.00396         
W227    2103.05         2107.43         0.135132        0.997924        40.9041         2.19738         
W228    2102.74         2108.23         0.124932        0.997394        43.327          1.25822         
W229    2102.37         2103.77         0.122663        0.999333        36.8342         2.9355          
W230    2101.95         2110.84         0.137178        0.995787        40.3994         0.940106        
W231    2101.48         2094.23         0.124895        1.00346         41.0541         0.619765        
W232    2100.96         2005.61         0.122755        1.04754         71.9458         3.63382         
W233    2100.38         2086.75         0.131105        1.00653         69.39           0.494912        
W234    2099.75         2094.41         0.116608        1.00255         51.088          2.96375         
W235    2099.08         2076.65         0.114163        1.0108          31.9219         3.71195         
W236    2098.35         2028.63         0.101082        1.03437         37.2779         2.54439         
W237    2097.57         2098.74         0.115183        0.999439        38.1444         0.851407        
W238            2096.73         2157.8          0.971696        300             0.994706        
W239    2097.25         1940.01         0.0974889       1.08105         33.7386         2.30212         
W240    2098.09         2062.89         0.104142        1.01706         19.3483         1.20728         
W241    2098.87         2099.1          0.126182        0.999889        31.7043         0.431346        
W242    2099.6          2098.91         0.125027        1.00033         40.1306         0.595251        
W243    2100.28         2099.73         0.126083        1.00026         39.7622         1.00053         
W244    2100.9          2100.89         0.116942        1.00001         34.5699         0.931851        
W245    2101.48         2098.65         0.11572         1.00135         62.2847         1.29085         
W246    2102            2096.97         0.12463         1.0024          42.7493         0.600592        
W247    2102.47         2097.89         0.115948        1.00219         56.1491         1.46855         
W248    2102.89         2100.94         0.130845        1.00093         40.9535         0.197506        
W249    2103.26         2098.19         0.130011        1.00242         53.5119         2.41979         
W250    2103.58         2102.68         0.12463         1.00043         36.0133         0.443198        
W251    2103.84         2102.72         0.128435        1.00053         53.1252         0.433186        
W252    2104.05         2097.79         0.121748        1.00299         52.0135         0.825488        
W253    2104.21         2104.92         0.130239        0.99966         50.3157         1.42822         
W254    2104.31         2106.97         0.132055        0.998739        51.1917         1.79293         
W255    2104.36         2099.92         0.132182        1.00212         47.6247         2.29664         
W256    2104.36         2103.67         0.124705        1.00033         45.3972         0.173826        
W257    2104.31         2106.81         0.132101        0.998813        48.5419         1.29672         
W258    2104.21         2105.5          0.137237        0.999387        48.3285         2.31811         
W259    2104.05         2108.06         0.140191        0.998097        45.2719         1.2232          
W260    2103.84         2104.13         0.126142        0.99986         49.9113         1.09            
W261    2103.58         2101.8          0.129083        1.00084         48.0706         0.0331373       
W262    2103.26         2100.82         0.124113        1.00116         54.0834         4.64587         
W263    2102.89         2099.82         0.124743        1.00147         52.1696         1.76815         
W264    2102.47         2097.04         0.122624        1.00259         41.7431         4.37383         
W265    2102            2102.1          0.131326        0.999955        45.1975         1.53803         
W266    2101.48         2089.25         0.121498        1.00585         40.4244         0.81436         
W267    2100.9          2096.95         0.157347        1.00188         32.1028         0.863433        
W268    2100.28         2102.58         0.150323        0.998904        37.7553         0.549953        
W269    2099.6          2091.19         0.122617        1.00402         55.4291         2.34304         
W270    2098.87         2092.21         0.119616        1.00318         32.5705         0.113333        
W271    2098.09         2100.74         0.129289        0.998735        36.3291         1.72746         
W272    2097.25         2097.84         0.127608        0.999722        66.587          1.75279         
W273    2097.72         2147.04         0.135235        0.97703         85.205          3.03133         
W274    2098.55         2115.18         0.13069         0.992141        46.0205         1.31489         
W275    2099.33         2080.28         0.120389        1.00916         74.8745         0.825801        
W276    2100.07         2102.9          0.133519        0.99865         39.3736         3.35754         
W277    2100.75         2066.44         0.122421        1.0166          69.3902         3.38558         
W278    2101.37         2099.26         0.120171        1.00101         28.9747         2.28087         
W279    2101.95         2091.03         0.125653        1.00522         47.7106         1.93031         
W280    2102.47         2108.76         0.128405        0.997018        43.9872         0.971173        
W281    2102.95         2101.31         0.135041        1.00078         48.3139         0.706327        
W282    2103.37         2106.27         0.136376        0.998619        60.2004         0.881912        
W283    2103.73         2114.73         0.143236        0.994801        44.1441         4.43662         
W284    2104.05         2106.45         0.13504         0.998862        42.7407         1.3044          
W285    2104.31         2107.61         0.144548        0.998435        47.4957         0.917241        
W286    2104.52         2110.23         0.11899         0.997293        44.0977         2.99387         
W287    2104.68         2102.09         0.122801        1.00123         48.8352         1.87989         
W288    2104.78         2105.72         0.130358        0.999555        50.6131         2.69661         
W289    2104.84         2101.44         0.123895        1.00162         47.6284         0.755496        
W290    2104.84         2107.21         0.143472        0.998875        53.5059         0.713948        
W291    2104.78         2099.77         0.118512        1.00239         62.3222         1.36231         
W292    2104.68         2107.1          0.142403        0.99885         49.9586         3.22794         
W293    2104.52         2105.8          0.121681        0.999393        53.0101         0.349117        
W294    2104.31         2108.98         0.132711        0.997784        54.0567         1.23185         
W295    2104.05         2104.48         0.129478        0.999793        54.9319         3.99292         
W296    2103.73         2106.1          0.128518        0.998874        48.3021         0.830923        
W297    2103.37         2094.13         0.112228        1.00441         49.5608         3.75709         
W298    2102.95         2097.11         0.121738        1.00278         61.8315         1.31454         
W299    2102.47         2099.02         0.112985        1.00165         38.2881         0.0203506       
W300    2101.95         2113.36         0.136658        0.994601        30.3542         0.542636        
W301    2101.37         2091.46         0.118628        1.00474         60.9363         0.327945        
W302    2100.75         2102.29         0.129978        0.999266        39.564          0.829896        
W303    2100.07         2084.19         0.124388        1.00762         50.7726         2.10495         
W304    2099.33         2089.72         0.122486        1.0046          44.1615         0.384105        
W305    2098.55         2086.68         0.129962        1.00569         22.8335         5.36706         
W306    2097.72         2161.15         0.132206        0.970652        19.0355         1.78052         
W307    2098.14         2223.58         0.132917        0.943584        53.4394         0.53737         
W308    2098.97         2129.06         0.11316         0.985865        37.3237         2.56953         
W309    2099.75         2107.27         0.119335        0.996434        54.652          1.80864         
W310    2100.48         2091.41         0.116207        1.00434         49.0778         2.55414         
W311    2101.16         2096.02         0.120011        1.00245         49.7872         2.71442         
W312    2101.79         2109.29         0.114938        0.996443        26.6725         2.96374         
W313    2102.37         2098.88         0.120403        1.00166         51.9852         0.634199        
W314    2102.89         2105.36         0.123965        0.998829        45.8663         0.702747        
W315    2103.36         2107.02         0.128725        0.998264        48.3959         1.17146         
W316    2103.78         2097.69         0.118812        1.00291         54.7438         0.565545        
W317    2104.15         2097.07         0.116211        1.00338         49.9347         0.245315        
W318    2104.47         2099.13         0.126948        1.00254         46.9173         1.88941         
W319    2104.73         2100.92         0.137977        1.00182         46.4165         4.4949          
W320    2104.94         2103.72         0.119578        1.00058         45.7691         1.17382         
W321    2105.1          2107.65         0.125799        0.998788        50.9797         2.60526         
W322    2105.2          2102.21         0.110832        1.00142         55.5016         1.21281         
W323    2105.26         2107.06         0.131667        0.999143        53.3624         0.414872        
W324    2105.26         2105.81         0.130423        0.999738        49.8347         3.2172          
W325    2105.2          2097.15         0.124502        1.00384         53.4704         1.50825         
W326    2105.1          2108.03         0.135321        0.998607        47.2811         0.5002          
W327    2104.94         2108.09         0.138537        0.998505        47.1172         0.279535        
W328    2104.73         2098.66         0.123907        1.00289         59.2884         3.55474         
W329    2104.47         2098.18         0.126111        1.003           53.4742         1.14461         
W330    2104.15         2109.41         0.132724        0.997507        36.9705         1.39352         
W331    2103.78         2109.92         0.132558        0.99709         52.0242         1.82895         
W332    2103.36         2102.71         0.12317         1.00031         53.6014         1.49889         
W333    2102.89         2112.19         0.144724        0.995597        48.2362         0.609845        
W334    2102.37         2100.11         0.131475        1.00108         53.0155         2.19661         
W335    2101.79         2097.77         0.118791        1.00191         66.3723         1.06951         
W336    2101.16         2101.23         0.117518        0.99997         59.0015         0.266039        
W337    2100.48         2099.62         0.118771        1.00041         44.8106         1.88878         
W338    2099.75         2100.02         0.138104        0.999873        53.5511         1.91898         
W339    2098.97         2090.96         0.11802         1.00383         41.7804         1.29267         
W340    2098.14         2106.89         0.126193        0.995846        49.194          1.19696         
W341    2098.5          2112.23         0.115358        0.993501        51.3127         2.44857         
W342    2099.33         2108.19         0.11851         0.995797        29.0159         0.87315         
W343    2100.12         2102.11         0.120462        0.999053        43.1582         0.27416         
W344    2100.85         2098.8          0.127553        1.00098         46.2603         1.08341         
W345    2101.53         2113.93         0.128416        0.994135        33.8792         1.06316         
W346    2102.16         2106.19         0.116885        0.998085        39.4888         2.53491         
W347    2102.73         2099.26         0.113105        1.00165         49.2899         0.236103        
W348    2103.26         2102.91         0.115375        1.00016         42.8601         0.445786        
W349    2103.73         2106.28         0.118185        0.99879         41.4299         0.876471        
W350    2104.15         2108.97         0.12811         0.997717        44.0956         1.75329         
W351    2104.52         2112.9          0.131006        0.996035        44.9486         0.194639        
W352    2104.84         2103.88         0.126602        1.00045         42.1703         0.874135        
W353    2105.1          2099.23         0.112958        1.0028          45.3616         0.699152        
W354    2105.31         2109.12         0.133893        0.998195        52.7363         1.37872         
W355    2105.47         2105.96         0.129958        0.999764        47.6945         2.3896          
W356    2105.57         2103.62         0.133372        1.00093         55.0469         0.967273        
W357    2105.63         2103.72         0.134956        1.0009          51.1726         0.503486        
W358    2105.63         2104.36         0.136736        1.0006          49.6192         2.60793         
W359    2105.57         2108.18         0.136881        0.998763        52.2465         0.658928        
W360    2105.47         2107.46         0.128242        0.999054        51.1557         2.79364         
W361    2105.31         2108.34         0.13205         0.998561        55.0878         0.0186455       
W362    2105.1          2103.21         0.126624        1.0009          51.7076         0.672357        
W363    2104.84         2102.55         0.126387        1.00108         50.4111         2.79363         
W364    2104.52         2107.47         0.118996        0.998602        42.1435         0.898582        
W365    2104.15         2103.87         0.12992         1.00013         62.4146         2.32762         
W366    2103.73         2089.56         0.120971        1.00678         58.0274         1.49238         
W367    2103.26         2099.81         0.113922        1.00164         67.953          1.02457         
W368    2102.73         2102.56         0.128917        1.00008         59.9477         1.33259         
W369    2102.16         2098.51         0.119004        1.00174         42.585          1.75329         
W370    2101.53         2099.83         0.111974        1.00081         46.0754         1.51114         
W371    2100.85         2107.87         0.121311        0.99667         38.579          0.849717        
W372    2100.12         2099.82         0.119483        1.00014         67.5159         1.06003         
W373    2099.33         2174.32         0.12            0.965514        137.806         2.23394         
W374    2098.5          2219.48         0.125555        0.945492        6.73375         0.0719995       
W375    2098.81         2059.2          0.118887        1.01924         59.3776         0.610809        
W376    2099.65         2079.28         0.114921        1.00979         44.9594         2.883           
W377    2100.43         2094.83         0.125498        1.00267         39.5327         1.24684         
W378    2101.16         2104.2          0.117214        0.998556        33.3412         0.0509483       
W379    2101.84         2101.89         0.125024        0.999978        49.1023         1.29114         
W380    2102.47         2102.64         0.121989        0.999918        43.818          0.419646        
W381    2103.05         2101.85         0.119474        1.00057         49.8483         0.371007        
W382    2103.57         2096.97         0.123164        1.00315         56.6107         0.7235          
W383    2104.05         2109.05         0.126658        0.997629        46.4817         1.59548         
W384    2104.47         2094.39         0.123133        1.00481         52.0574         0.584711        
W385    2104.83         2098.01         0.134881        1.00325         54.5168         2.62244         
W386    2105.15         2105.6          0.134053        0.999785        49.4736         0.897276        
W387    2105.41         2108.35         0.133753        0.998609        48.9833         1.88816         
W388    2105.62         2100.88         0.122944        1.00226         48.343          4.61745         
W389    2105.78         2107.66         0.129935        0.99911         48.6413         0.923362        
W390    2105.89         2107.36         0.130966        0.999303        48.1751         0.614601        
W391    2105.94         2104.05         0.138072        1.0009          47.9108         0.0583001       
W392    2105.94         2104            0.122138        1.00092         51.9972         0.173586        
W393    2105.89         2101.59         0.130813        1.00205         54.0047         1.06817         
W394    2105.78         2102.55         0.136224        1.00154         51.7459         0.564613        
W395    2105.62         2100.26         0.123293        1.00255         50.021          1.04736         
W396    2105.41         2105.72         0.12847         0.999856        48.4956         2.20682         
W397    2105.15         2104.37         0.121691        1.00037         47.7699         2.03938         
W398    2104.83         2106.96         0.109782        0.998989        44.4796         0.565054        
W399    2104.47         2109.12         0.135644        0.997794        53.2655         0.528855        
W400    2104.05         2109.29         0.132426        0.997513        53.4186         1.32103         
W401    2103.57         2104.3          0.120955        0.999653        49.4419         1.14311         
W402    2103.05         2100.94         0.11334         1.00101         36.907          0.866896        
W403    2102.47         2094.87         0.117899        1.00363         55.0258         1.28313         
W404    2101.84         2096.31         0.119903        1.00264         68.8497         0.392234        
W405    2101.16         2099.3          0.130978        1.00089         33.1083         1.00701         
W406    2100.43         2093.85         0.122           1.00314         33.9777         1.09673         
W407    2099.65         2075.93         0.121276        1.01142         46.978          1.75987         
W408    2098.81         2889.97         0.0794998       0.72624         1.5865          1.88775e-05     
W409    2099.07         1393.57         0.0698482       1.50626         35.4394         1.40867         
W410    2099.91         3090.41         0.113618        0.679492        3.88631         4.81615e-06     
