Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W411    2100.69         2090.13         0.123344        1.00505         38.0213         0.648484        
W412    2101.42         2104.03         0.121258        0.998761        41.133          2.93979         
W413    2102.1          2082.5          0.119475        1.00941         59.9835         0.28927         
W414    2102.73         2102.37         0.120776        1.00017         52.7085         1.02934         
W415    2103.31         2103.84         0.12007         0.999749        43.2856         0.35578         
W416    2103.84         2101.31         0.112058        1.0012          54.56           0.440153        
W417    2104.31         2104.08         0.167025        1.00011         49.8808         1.47904         
W418    2104.73         2101.56         0.117995        1.00151         56.9768         2.32425         
W419    2105.1          2105.9          0.122989        0.999621        45.7846         1.23035         
W420    2105.41         2105.75         0.120888        0.99984         47.6835         1.66125         
W421    2105.68         2105.7          0.12714         0.99999         47.5326         0.968601        
W422    2105.89         2106.01         0.123815        0.999941        48.8318         0.605206        
W423    2106.05         2105.9          0.127404        1.00007         47.432          2.84811         
W424    2106.15         2105.87         0.137777        1.00013         51.7288         4.92944         
W425    2106.2          2106.01         0.144327        1.00009         50.2275         5.79186         
W426    2106.2          2106.29         0.142686        0.999958        51.3056         4.67766         
W427    2106.15         2106.69         0.139955        0.999743        57.6559         1.19286         
W428    2106.05         2106.09         0.124383        0.999981        81.6268         7.03325         
W429    2105.89         2105.84         0.131603        1.00002         50.0006         5.60373         
W430    2105.68         2105.75         0.150474        0.999964        49.1782         8.0735          
W431    2105.41         2105.57         0.127917        0.999925        46.5362         0.514715        
W432    2105.1          2104.95         0.119032        1.00007         50.94           0.61978         
W433    2104.73         2102.61         0.131806        1.00101         49.9397         2.46194         
W434    2104.31         2103.06         0.133833        1.00059         57.185          3.34727         
W435    2103.84         2103.63         0.123098        1.0001          53.1065         0.998486        
W436    2103.31         2102.15         0.132828        1.00055         53.4512         1.0454          
W437    2102.73         2110.64         0.122966        0.996256        40.3095         0.180085        
W438    2102.1          2107.51         0.130998        0.997433        65.1709         3.96843         
W439    2101.42         2093.32         0.119597        1.00387         47.8663         1.64504         
W440    2100.69         2094.87         0.119582        1.00278         59.4668         1.95756         
W441    2099.91         2084.37         0.12277         1.00746         61.7847         1.76954         
W442    2099.07         1380.66         0.0608991       1.52034         10.0579         0.121128        
W443    2099.28         2101.05         0.128942        0.999158        56.5269         0.763938        
W444    2100.12         2091.5          0.113544        1.00412         30.5756         4.96423         
W445    2100.9          2095.66         0.124891        1.0025          44.9601         1.0998          
W446    2101.63         2108.67         0.113343        0.996661        30.0415         1.5641          
W447    2102.31         2106.73         0.119585        0.997905        21.9695         0.53102         
W448    2102.94         2102.14         0.122675        1.00038         54.6324         2.15253         
W449    2103.52         2103.67         0.119313        0.999927        51.9521         0.59694         
W450    2104.05         2099.54         0.124849        1.00215         48.4837         1.24232         
W451    2104.52         2103.95         0.129388        1.00027         42.1606         1.67903         
W452    2104.94         2104.55         0.121678        1.00018         55.8027         3.3251          
W453    2105.31         2110.29         0.135182        0.997641        44.8001         3.3914          
W454    2105.62         2105.64         0.135171        0.999994        46.1676         1.24021         
W455    2105.89         2105.84         0.138247        1.00002         49.9085         2.36676         
W456    2106.1          2106.14         0.12929         0.99998         49.6657         0.337229        
W457    2106.26         2106.21         0.134371        1.00002         48.7434         6.0553          
W458    2106.36         2106.29         0.129356        1.00004         55.2906         7.24679         
W459    2106.41         2106.63         0.171106        0.999897        60.589          6.03486         
W460    2106.41         2106.44         0.14955         0.999986        56.3547         2.5873          
W461    2106.36         2106.47         0.142264        0.999947        63.2019         1.13914         
W462    2106.26         2106.37         0.152946        0.999944        59.0886         4.96254         
W463    2106.1          2106.02         0.143726        1.00004         50.1999         1.7239          
W464    2105.89         2105.87         0.127505        1.00001         47.8863         3.39597         
W465    2105.62         2105.62         0.129865        1               47.584          2.83658         
W466    2105.31         2107            0.119942        0.999196        50.2874         3.44036         
W467    2104.94         2105.17         0.133387        0.999892        48.6205         1.4701          
W468    2104.52         2100.43         0.148469        1.00194         53.1602         0.78639         
W469    2104.05         2104.08         0.1267          0.999981        50.9037         0.219499        
W470    2103.52         2103.48         0.123299        1.00002         50.995          1.07473         
W471    2102.94         2103.29         0.122241        0.999834        43.8566         1.65278         
W472    2102.31         2104.1          0.119631        0.999152        52.5779         0.37417         
W473    2101.63         2106.88         0.117132        0.997509        36.816          0.435274        
W474    2100.9          2097.57         0.12128         1.00159         36.8751         1.66174         
W475    2100.12         2084.12         0.132623        1.00768         39.6739         0.250487        
W476    2099.28         2092.16         0.127671        1.00341         46.1066         3.1667          
W477    2099.44         2103.81         0.170248        0.997919        60.3155         1.82331         
W478    2100.27         2100.46         0.11837         0.999913        34.3405         2.32858         
W479    2101.06         2094.98         0.115089        1.0029          68.6837         2.25098         
W480    2101.79         2095.61         0.119847        1.00295         61.1524         0.332344        
W481    2102.47         2103.96         0.132017        0.999293        41.6412         1.37894         
W482    2103.1          2103.36         0.123971        0.999878        39.7602         1.1637          
W483    2103.68         2103.6          0.136128        1.00004         51.9421         2.46844         
W484    2104.2          2103.47         0.136407        1.00035         50.4102         1.99602         
W485    2104.68         2104.69         0.129555        0.999994        47.8663         2.59673         
W486    2105.1          2105.13         0.115843        0.999982        49.5822         2.42532         
W487    2105.47         2105.41         0.128904        1.00003         49.2393         0.256538        
W488    2105.78         2105.83         0.104141        0.999976        47.0476         0.410274        
W489    2106.05         2105.74         0.120613        1.00014         54.7233         1.96982         
W490    2106.26         2106.39         0.12701         0.999938        53.424          0.506894        
W491    2106.41         2105.98         0.131692        1.00021         53.6024         13.5079         
W492    2106.52         2106.65         0.183789        0.99994         62.1012         3.82946         
W493    2106.57         2106.5          0.162964        1.00003         58.4163         62.0211         
W494    2106.57         2106.53         0.167523        1.00002         58.9288         50.8605         
W495    2106.52         2106.55         0.147068        0.999988        59.5576         11.3626         
W496    2106.41         2106.32         0.124471        1.00005         61.959          7.23809         
W497    2106.26         2106.63         0.13845         0.999824        52.0443         1.61211         
W498    2106.05         2105.74         0.124215        1.00015         46.5572         3.91954         
W499    2105.78         2106.15         0.144012        0.999827        48.8873         4.96321         
W500    2105.47         2105.55         0.136227        0.999961        48.2429         0.919574        
W501    2105.1          2104.83         0.134           1.00012         51.1248         4.53789         
W502    2104.68         2102.02         0.135138        1.00126         51.0144         0.762209        
W503    2104.2          2103.2          0.127098        1.00047         52.3709         1.27053         
W504    2103.68         2104.03         0.124133        0.999831        51.3471         1.87065         
W505    2103.1          2103.54         0.124988        0.999792        53.9644         6.24533         
W506    2102.47         2101.51         0.119289        1.00046         58.8291         1.01729         
W507    2101.79         2102.95         0.126267        0.999447        33.8982         0.925885        
W508    2101.06         2099.38         0.120912        1.0008          42.7684         1.47292         
W509    2100.27         2099.98         0.113407        1.00014         44.7681         1.12076         
W510    2099.44         2096.03         0.123354        1.00163         36.7766         0.434273        
W511    2099.54         2095.13         0.119279        1.00211         46.972          1.35921         
W512    2100.38         2098.64         0.139343        1.00083         42.7967         1.13957         
W513    2101.16         2099.54         0.122668        1.00077         49.7479         2.79396         
W514    2101.89         2102.14         0.125799        0.999881        39.495          0.458086        
W515    2102.57         2103.36         0.129187        0.999626        36.8376         0.601089        
W516    2103.2          2100.07         0.138123        1.00149         45.331          1.02982         
W517    2103.78         2103.23         0.132794        1.00026         46.6585         0.302285        
W518    2104.31         2104.17         0.136211        1.00007         50.194          0.826997        
W519    2104.78         2104.87         0.144494        0.999959        53.6748         0.804218        
W520    2105.2          2103.39         0.142337        1.00086         48.1641         1.41623         
W521    2105.57         2105.52         0.122606        1.00002         49.2729         3.63794         
W522    2105.89         2106.48         0.155484        0.99972         46.2182         3.15134         
W523    2106.15         2106.46         0.14538         0.999852        48.6771         1.98543         
W524    2106.36         2106.12         0.143524        1.00012         53.243          4.51271         
W525    2106.52         2106.67         0.184059        0.99993         51.8468         36.068          
W526    2106.63         2100.27         0.133598        1.00303         76.0311         1.40028         
W527    2106.68         2082.92         0.175707        1.01141         139.463         2.35349         
W528    2106.68         2093.71         0.197208        1.0062          101.556         4.73916         
W529    2106.63         2113.22         0.162415        0.996881        65.2928         1.29437         
W530    2106.52         2106.37         0.127574        1.00007         53.9117         43.7075         
W531    2106.36         2106.81         0.142184        0.999788        54.8374         12.2219         
W532    2106.15         2106.09         0.142022        1.00003         48.6291         2.91822         
W533    2105.89         2105.87         0.147742        1.00001         47.6458         1.51617         
W534    2105.57         2105.26         0.122432        1.00015         47.6025         2.0481          
W535    2105.2          2105.32         0.12428         0.999945        47.1128         0.502941        
W536    2104.78         2104.46         0.138278        1.00015         51.9133         0.519636        
W537    2104.31         2104.08         0.134855        1.00011         47.1186         1.64469         
W538    2103.78         2104.07         0.125916        0.999864        48.634          1.11204         
W539    2103.2          2103.26         0.125931        0.999975        54.3533         1.76398         
W540    2102.57         2107.19         0.125201        0.99781         37.7448         1.01821         
W541    2101.89         2105.27         0.109453        0.998396        59.3677         0.342883        
W542    2101.16         2112.68         0.117013        0.99455         39.7154         1.52907         
W543    2100.38         2121.17         0.122703        0.990198        28.312          2.38768         
W544    2099.54         2095.53         0.131125        1.00191         53.2803         1.86857         
W545    2099.59         2097.69         0.129338        1.00091         72.4517         2.09785         
W546    2100.43         2086.55         0.129821        1.00665         45.1394         0.858598        
W547    2101.21         2094.73         0.123863        1.00309         35.043          0.661064        
W548    2101.95         2102.65         0.12592         0.999665        38.7839         0.611083        
W549    2102.63         2101.52         0.117563        1.00053         44.1473         1.93832         
W550    2103.26         2102.24         0.132148        1.00048         53.8236         1.62493         
W551    2103.83         2103.54         0.144642        1.00014         51.187          1.67828         
W552    2104.36         2104.8          0.14632         0.999792        43.0171         1.35445         
W553    2104.83         2104.23         0.145062        1.00029         49.3391         0.241487        
W554    2105.25         2104.4          0.128619        1.00041         51.2095         1.61452         
W555    2105.62         2105.78         0.109829        0.999927        47.712          0.426383        
W556    2105.94         2106.12         0.135408        0.999914        48.525          4.64898         
W557    2106.2          2105.97         0.136088        1.00011         49.1951         1.65814         
W558    2106.41         2106.54         0.147592        0.999939        51.4599         11.6599         
W559    2106.57         2106.5          0.155732        1.00003         58.5213         34.0785         
W560    2106.68         484.667         0.174146        2               154.342         1.07506         
W563    2106.68         2093.45         0.151764        1.00632         115.631         0.443191        
W564    2106.57         2106.59         0.151303        0.99999         54.9704         57.5301         
W565    2106.41         2106.19         0.15514         1.00011         54.6698         9.01922         
W566    2106.2          2106.6          0.159701        0.999812        52.8296         2.47356         
W567    2105.94         2105.94         0.141106        1               48.4155         2.75858         
W568    2105.62         2105.93         0.152679        0.999853        47.1096         7.76935         
W569    2105.25         2105.18         0.119456        1.00003         57.5167         0.252051        
W570    2104.83         2104.91         0.135808        0.999964        53.2164         2.1335          
W571    2104.36         2104.27         0.124345        1.00004         52.5081         0.57654         
W572    2103.83         2109.04         0.128638        0.997534        48.0582         0.63584         
W573    2103.26         2113.04         0.119967        0.995368        43.657          2.82318         
W574    2102.63         2108.52         0.128118        0.997204        41.5793         1.66021         
W575    2101.95         2102.44         0.132102        0.999765        49.3909         2.15734         
W576    2101.21         2098.9          0.113842        1.0011          60.0152         0.483353        
W577    2100.43         2098.95         0.141645        1.0007          45.6384         0.410798        
W578    2099.59         2098.83         0.119475        1.00036         30.4029         0.641489        
W579    2099.59         2101.18         0.123729        0.999244        42.0619         3.70699         
W580    2100.43         2098.09         0.128901        1.00111         56.7088         3.52453         
W581    2101.21         2091.51         0.123795        1.00464         26.0677         0.317286        
W582    2101.95         2100.89         0.123537        1.0005          61.9887         0.743677        
W583    2102.63         2101.3          0.119026        1.00063         34.685          1.7393          
W584    2103.26         2104.58         0.133525        0.999372        41.8285         1.29091         
W585    2103.83         2102.05         0.13016         1.00085         55.2709         2.31377         
W586    2104.36         2100.98         0.129956        1.00161         54.1798         0.300248        
W587    2104.83         2105.14         0.147977        0.999852        60.3873         0.649542        
W588    2105.25         2105.65         0.137081        0.999812        51.4396         0.866523        
W589    2105.62         2105.81         0.166502        0.99991         45.5646         0.917636        
W590    2105.94         2105.88         0.17847         1.00003         49.4256         0.495426        
W591    2106.2          2107.08         0.156015        0.999584        49.0765         6.04868         
W592    2106.41         2106.13         0.137401        1.00013         50.8973         15.2895         
W593    2106.57         2106.62         0.175903        0.999976        68.3012         7.46791         
W594    2106.68         2109.25         0.157353        0.998781        169.909         1.66217         
W597    2106.68         4696.83         0.176062        0.5             199.997         2.49303         
W598    2106.57         2106.61         0.157918        0.999983        58.8527         7.31414         
W599    2106.41         2106.33         0.145007        1.00004         54.8702         9.96237         
W600    2106.2          2106.14         0.142964        1.00003         52.7162         8.6083          
W601    2105.94         2106.75         0.137571        0.999613        49.9387         5.16832         
W602    2105.62         2105.62         0.126281        0.999999        48.4988         4.84249         
W603    2105.25         2105.47         0.127545        0.999898        48.2443         1.23689         
W604    2104.83         2104.69         0.137163        1.00007         57.7713         1.65389         
W605    2104.36         2104.79         0.147983        0.999797        52.2899         0.182651        
W606    2103.83         2108.66         0.137693        0.99771         48.3909         0.898698        
W607    2103.26         2106.37         0.131712        0.998522        52.3381         0.279423        
W608    2102.63         2106.88         0.12822         0.99798         49.7124         0.799473        
W609    2101.95         2102.67         0.123216        0.999654        58.136          1.27438         
W610    2101.21         2094.33         0.120537        1.00329         45.0742         2.25845         
W611    2100.43         2123.52         0.127389        0.989125        47.612          4.24203         
W612    2099.59         2095.76         0.13071         1.00183         51.9166         2.44253         
W613    2099.54         2099.5          0.121974        1.00002         44.0044         1.25373         
W614    2100.38         2113.92         0.123049        0.993591        41.9973         2.15061         
W615    2101.16         2100.68         0.114588        1.00023         42.5574         2.51746         
W616    2101.89         2101.95         0.124802        0.999971        72.6829         1.86715         
W617    2102.57         2101.47         0.121045        1.00053         48.482          0.241805        
W618    2103.2          2100.87         0.140474        1.00111         43.071          2.32916         
W619    2103.78         2102.47         0.12599         1.00063         58.1232         0.647221        
W620    2104.31         2104.65         0.135437        0.999838        42.9863         1.54972         
W621    2104.78         2105.08         0.119914        0.999859        53.2859         0.546154        
W622    2105.2          2098.66         0.118488        1.00312         57.0318         6.25709         
W623    2105.57         2105.39         0.142975        1.00009         47.1772         0.102147        
W624    2105.89         2105.82         0.157995        1.00003         47.1896         1.48732         
W625    2106.15         2106.27         0.153652        0.999945        49.7908         2.4259          
W626    2106.36         2106.61         0.143112        0.999881        52.2859         6.49556         
W627    2106.52         2106.73         0.186473        0.999901        61.397          2.0806          
W628    2106.63         2111.9          0.147475        0.997504        66.6807         0.908271        
W629    2106.68         2102            0.165769        1.00222         68.1351         2.09177         
W630    2106.68         2108.07         0.166306        0.999339        156.736         0.437574        
W631    2106.63         2112.95         0.176743        0.997006        62.5789         2.88055         
W632    2106.52         2106.55         0.157518        0.999988        62.6115         8.01098         
W633    2106.36         2106.48         0.158106        0.999944        60.6369         0.87326         
W634    2106.15         2106.13         0.144352        1.00001         50.1932         8.49079         
W635    2105.89         2105.89         0.151452        0.999997        46.1869         2.24844         
W636    2105.57         2105.76         0.145733        0.999911        46.7892         1.21605         
W637    2105.2          2105.26         0.141665        0.999973        48.9615         2.51214         
W638    2104.78         2104.95         0.147387        0.999922        46.7499         5.9807          
W639    2104.31         2104.53         0.145949        0.999893        46.5673         2.11752         
W640    2103.78         2104.31         0.144804        0.99975         56.6269         1.41976         
W641    2103.2          2104.41         0.126914        0.999428        44.0572         2.32932         
W642    2102.57         2104.72         0.130401        0.998982        49.2991         2.54442         
W643    2101.89         2101.51         0.126064        1.00018         50.5681         1.49383         
W644    2101.16         2100.91         0.124934        1.00012         48.6769         0.642877        
W645    2100.38         2103.19         0.133316        0.998662        42.6471         1.75395         
W646    2099.54         2092.2          0.127122        1.00351         42.7511         0.581643        
W647    2099.44         2089.73         0.14011         1.00464         54.794          4.10573         
W648    2100.27         2101.88         0.133098        0.999235        53.417          1.51355         
W649    2101.06         2100.36         0.127779        1.00033         49.4293         1.07248         
W650    2101.79         2108.56         0.12643         0.996789        36.4049         0.726853        
W651    2102.47         2102.91         0.123962        0.999792        43.4166         3.16341         
W652    2103.1          2102.27         0.123004        1.0004          59.5284         2.41371         
W653    2103.68         2113.92         0.120642        0.995153        34.8149         0.708456        
W654    2104.2          2103.64         0.114497        1.00027         50.851          1.49409         
W655    2104.68         2105.23         0.138831        0.999736        48.6152         1.62129         
W656    2105.1          2108.73         0.137189        0.998279        42.6007         1.8009          
W657    2105.47         2105.8          0.145626        0.99984         46.2576         0.832004        
W658    2105.78         2105.93         0.141896        0.999929        49.3242         4.59685         
W659    2106.05         2106.13         0.131165        0.999959        48.3626         3.26407         
W660    2106.26         2105.99         0.152869        1.00013         50.6633         6.18148         
W661    2106.41         2106.59         0.14688         0.999917        56.5032         1.64015         
W662    2106.52         2106.57         0.13634         0.999975        61.8895         5.29133         
W663    2106.57         2106.2          0.158328        1.00018         64.606          10.417          
W664    2106.57         2106.57         0.165941        1               61.8731         18.9648         
W665    2106.52         2106.6          0.17499         0.999962        64.4607         0.738016        
W666    2106.41         2106.36         0.152591        1.00002         59.2984         4.87312         
W667    2106.26         2105.79         0.143596        1.00022         52.6096         8.51385         
W668    2106.05         2105.95         0.139097        1.00004         49.3888         2.63457         
W669    2105.78         2105.74         0.14991         1.00002         49.0724         3.95072         
W670    2105.47         2106.16         0.150626        0.99967         45.472          1.6211          
W671    2105.1          2106.37         0.145094        0.999396        45.9212         1.02846         
W672    2104.68         2104.12         0.144479        1.00026         38.0053         4.57571         
W673    2104.2          2104.75         0.136141        0.999739        46.9642         1.27178         
W674    2103.68         2103.91         0.145933        0.999889        40.3462         2.11749         
W675    2103.1          2105.58         0.144376        0.99882         49.9679         0.382993        
W676    2102.47         2114.28         0.128573        0.994415        31.3578         2.00139         
W677    2101.79         2101.43         0.128039        1.00017         54.6682         0.406775        
W678    2101.06         2101.42         0.126958        0.999824        41.5636         0.85417         
W679    2100.27         2099.61         0.120389        1.00031         37.331          1.08035         
W680    2099.44         2093.73         0.13374         1.00273         40.8014         1.21627         
W681    2099.28         2108.3          0.139087        0.995724        29.2128         1.94437         
W682    2100.12         2100.87         0.129518        0.999639        31.8946         0.28162         
W683    2100.9          2101.74         0.128728        0.999602        41.5328         0.674688        
W684    2101.63         2102.23         0.123965        0.999714        37.7118         0.513763        
W685    2102.31         2102.62         0.130483        0.999853        47.4905         1.96587         
W686    2102.94         2101.72         0.126751        1.00058         54.5237         0.634932        
W687    2103.52         2105.03         0.128463        0.999281        40.9093         1.62028         
W688    2104.05         2098.19         0.131323        1.00279         53.3747         1.55939         
W689    2104.52         2100.06         0.127101        1.00212         54.4151         2.02722         
W690    2104.94         2105.01         0.14254         0.999965        52.7595         2.19818         
W691    2105.31         2104.04         0.26125         1.0006          47.9623         1.48653         
W692    2105.62         2105.71         0.142109        0.999957        47.2503         5.17714         
W693    2105.89         2105.69         0.114807        1.00009         49.6979         0.622414        
W694    2106.1          2106.23         0.137998        0.999938        49.9267         5.93267         
W695    2106.26         2106.13         0.136315        1.00006         53.3535         1.15663         
W696    2106.36         2105.94         0.129728        1.0002          55.7805         4.16636         
W697    2106.41         2108.13         0.243928        0.999185        54.6093         3.00271         
W698    2106.41         2105.94         0.138317        1.00023         54.0556         8.98983         
W699    2106.36         2106.58         0.141908        0.999899        58.3428         1.43453         
W700    2106.26         2106.14         0.134202        1.00005         55.8915         3.6113          
W701    2106.1          2106.12         0.151846        0.99999         51.1662         2.31262         
W702    2105.89         2105.69         0.140826        1.0001          50.2699         0.114295        
W703    2105.62         2105.82         0.139427        0.999909        51.2519         7.4892          
W704    2105.31         2105.72         0.132865        0.999804        42.736          3.26417         
W705    2104.94         2110.58         0.134117        0.997328        46.2052         1.68913         
W706    2104.52         2106.29         0.139047        0.999158        45.1782         1.64906         
W707    2104.05         2104.71         0.134343        0.999684        50.8119         0.310506        
W708    2103.52         2103.92         0.127975        0.999811        47.5556         1.70795         
W709    2102.94         2104.81         0.131699        0.999114        61.3829         7.4009          
W710    2102.31         2098.75         0.146281        1.0017          51.142          1.98682         
W711    2101.63         2094.71         0.130063        1.0033          35.9307         1.19614         
W712    2100.9          2099.32         0.131085        1.00075         45.4131         0.106871        
W713    2100.12         2104.84         0.120008        0.997757        34.8553         0.839053        
W714    2099.28         2109.27         0.135652        0.995265        63.7105         1.71553         
W715    2099.07         186778          0.111431        0.5             199.996         1.34861         
W716    2099.91         2298.97         0.130516        0.913412        129.926         3.09858         
W717    2100.69         2104.01         0.130998        0.998422        58.3076         1.75969         
W718    2101.42         2099.84         0.131374        1.00075         46.9153         1.3928          
W719    2102.1          2102.41         0.144286        0.999855        46.2648         2.07312         
W720    2102.73         2097.47         0.139871        1.00251         45.8456         5.24083         
W721    2103.31         2101.77         0.131507        1.00073         43.7765         3.08376         
W722    2103.84         2103.6          0.135707        1.00011         57.5979         0.859945        
W723    2104.31         2104.24         0.15019         1.00003         50.7794         0.386617        
W724    2104.73         2104.87         0.146501        0.999934        50.5652         1.48868         
W725    2105.1          2105.1          0.133661        0.999998        47.4831         1.93546         
W726    2105.41         2105.41         0.125748        1               46.5999         1.72087         
W727    2105.68         2105.76         0.149591        0.999959        49.5901         1.32037         
W728    2105.89         2104.25         0.127515        1.00078         51.1191         5.93704         
W729    2106.05         2106.22         0.143611        0.999915        50.7027         10.3841         
W730    2106.15         2106.27         0.149297        0.999942        52.0758         3.45538         
W731    2106.2          2105.76         0.143446        1.00021         52.3899         6.96705         
W732    2106.2          2106.34         0.173888        0.999936        52.9185         3.34413         
W733    2106.15         2105.8          0.132587        1.00017         55.1204         6.04674         
W734    2106.05         2106.17         0.140318        0.999941        53.747          0.707035        
W735    2105.89         2105.49         0.129767        1.00019         50.5645         5.57009         
W736    2105.68         2106.06         0.151973        0.99982         48.0918         2.99871         
W737    2105.41         2104.93         0.129961        1.00023         54.2567         1.61721         
W738    2105.1          2105.57         0.135726        0.999776        46.2871         0.730905        
W739    2104.73         2105.17         0.154844        0.999793        44.1198         0.444911        
W740    2104.31         2109.93         0.137361        0.997336        45.2868         2.18846         
W741    2103.84         2104.18         0.134472        0.999836        46.8838         2.20435         
W742    2103.31         2132.69         0.137412        0.986224        27.2096         5.53533         
W743    2102.73         2107.09         0.127607        0.997932        48.083          1.69174         
W744    2102.1          2090.35         0.129817        1.00562         50.6019         0.149897        
W745    2101.42         1914.09         0.113816        1.09787         27.504          0.476171        
W746    2100.69         2093.97         0.126542        1.00321         27.9076         2.27155         
W747    2099.91         2094.88         0.116908        1.0024          37.5599         0.675183        
W748    2099.07         2093.74         0.145239        1.00255         31.9871         1.72732         
W749    2098.81         2095.99         0.124147        1.00135         26.5881         0.301903        
W750    2099.65         2101.51         0.130467        0.999114        37.463          2.35107         
W751    2100.43         2097.78         0.134752        1.00126         51.5191         1.40815         
W752    2101.16         2093.42         0.118774        1.0037          30.7911         3.10899         
W753    2101.84         2102.48         0.134354        0.999695        48.7668         3.87203         
W754    2102.47         2103.07         0.134816        0.999716        40.3819         0.433735        
W755    2103.05         2093.62         0.12928         1.0045          54.6511         0.855668        
W756    2103.57         2103.31         0.14595         1.00013         46.3988         0.625702        
W757    2104.05         2101.7          0.138993        1.00111         51.1959         0.901561        
W758    2104.47         2108.35         0.152393        0.998157        45.0196         0.560088        
W759    2104.83         2104.98         0.145977        0.99993         45.8441         0.451325        
W760    2105.15         2104.82         0.126634        1.00016         47.7184         0.665158        
W761    2105.41         2105.14         0.130984        1.00013         49.6706         0.649658        
W762    2105.62         2105.53         0.125949        1.00005         51.1125         0.848572        
W763    2105.78         2105.83         0.141632        0.999979        46.8005         3.42992         
W764    2105.89         2105.81         0.135392        1.00004         48.0586         3.66105         
W765    2105.94         2106.32         0.14029         0.99982         49.637          1.51635         
W766    2105.94         2105.8          0.116076        1.00007         47.9592         3.12523         
W767    2105.89         2106            0.13608         0.999948        55.4331         0.407088        
W768    2105.78         2105.71         0.149866        1.00003         51.1931         5.24459         
W769    2105.62         2105.53         0.1533          1.00005         49.6027         2.60616         
W770    2105.41         2104.8          0.137137        1.00029         48.3393         1.00703         
W771    2105.15         2106.08         0.122209        0.99956         47.0377         1.66373         
W772    2104.83         2105.88         0.134276        0.999504        45.5306         1.55422         
W773    2104.47         2104.79         0.12953         0.999844        52.5951         1.7085          
W774    2104.05         2104.7          0.133376        0.99969         43.636          0.772374        
W775    2103.57         2104.09         0.14035         0.999752        40.2866         2.12953         
W776    2103.05         2120.17         0.131004        0.991925        33.0978         0.84869         
W777    2102.47         2110.56         0.140473        0.996169        48.4689         0.359165        
W778    2101.84         2098.66         0.12834         1.00152         63.1892         1.73725         
W779    2101.16         2090.85         0.120218        1.00493         50.1243         3.33837         
W780    2100.43         2089.79         0.124312        1.00509         43.1995         1.24923         
W781    2099.65         2104.12         0.14595         0.997873        42.5586         2.44106         
W782    2098.81         1707.01         0.0917828       1.22952         23.9009         4.15895         
W783    2098.5          2096.54         0.111355        1.00093         78.6023         1.53059         
W784    2099.33         2088.5          0.0931038       1.00519         34.295          1.7732          
W785    2100.12         2096.87         0.100033        1.00155         41.1738         0.980516        
W786    2100.85         2096.99         0.0991069       1.00184         40.7921         0.466498        
W787    2101.53         2100.83         0.111693        1.00033         50.0705         1.98216         
W788    2102.16         2101.71         0.111406        1.00021         52.0035         0.854692        
W789    2102.73         2099.9          0.113299        1.00135         40.1807         0.145776        
W790    2103.26         2111.19         0.11989         0.996244        43.7974         2.9337          
W791    2103.73         2104.52         0.157035        0.999623        50.8557         2.72869         
W792    2104.15         2102.71         0.106103        1.00069         41.1703         0.0746879       
W793    2104.52         2104.42         0.118726        1.00005         51.8069         2.23574         
W794    2104.84         2104.71         0.11024         1.00006         50.1484         1.76464         
W795    2105.1          2105.24         0.127449        0.999933        45.62           3.55018         
W796    2105.31         2106.38         0.121229        0.999491        46.3058         1.99912         
W797    2105.47         2105.56         0.121279        0.999955        51.7292         4.45784         
W798    2105.57         2105.55         0.126395        1.00001         48.9449         0.585994        
W799    2105.63         2105.57         0.121049        1.00003         49.0409         0.940872        
W800    2105.63         2105.94         0.123346        0.999851        47.7086         3.46719         
W801    2105.57         2105.58         0.123877        0.999996        53.9973         0.84122         
W802    2105.47         2105.21         0.119113        1.00012         54.6857         1.05507         
W803    2105.31         2105.48         0.142609        0.999918        53.8675         6.39596         
W804    2105.1          2105.04         0.127021        1.00003         48.1727         3.10096         
W805    2104.84         2104.48         0.129704        1.00017         49.2609         0.409809        
W806    2104.52         2105.29         0.135683        0.999637        52.3671         1.29272         
W807    2104.15         2106.47         0.134461        0.998899        44.3645         0.546702        
W808    2103.73         2105.72         0.122307        0.999054        45.6567         0.199207        
W809    2103.26         2103.92         0.133647        0.999685        63.3189         0.514724        
W810    2102.73         2099.26         0.11508         1.00166         52.9849         2.25728         
W811    2102.16         2104.19         0.13714         0.999035        37.5346         0.532           
W812    2101.53         2099.91         0.118381        1.00077         61.2542         1.89326         
W813    2100.85         2101.99         0.149026        0.999455        31.1397         0.871915        
W814    2100.12         2099.63         0.117988        1.00023         48.82           0.847221        
W815    2099.33         2104.95         0.111259        0.997331        48.2256         0.397565        
W816    2098.5          2078.49         0.129218        1.00963         51.7303         1.7403          
W817    2098.14         2094.65         0.123185        1.00166         199.612         5.05578         
W818    2098.97         2097.6          0.116616        1.00065         35.8855         1.80884         
W819    2099.75         2096.41         0.109046        1.00159         76.7239         0.347516        
W820    2100.48         2089.69         0.112157        1.00517         35.509          1.51947         
W821    2101.16         2104.33         0.113804        0.998494        22.1921         0.491877        
W822    2101.79         2109.43         0.113502        0.996378        17.9901         2.19627         
W823    2102.37         2103.24         0.124081        0.999586        55.5504         0.972549        
W824    2102.89         2103.07         0.118237        0.999917        51.7692         0.743377        
W825    2103.36         2102.77         0.142917        1.00028         56.5705         1.93254         
W826    2103.78         2103.12         0.126447        1.00032         53.9744         0.227895        
