Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W83     2101.07         2100.03         0.129154        1.0005          41.9409         1.23864         
W84     2101.17         2102.54         0.131782        0.999351        58.5892         4.0053          
W85     2101.22         2105.92         0.12487         0.997771        46.1175         0.839403        
W86     2101.22         2100.05         0.141711        1.00056         39.2489         1.41148         
W87     2101.17         2064.35         0.120029        1.01784         73.5618         1.58026         
W88     2101.07         2095.32         0.128013        1.00274         46.7934         2.96151         
W89     2100.91         2098.52         0.111201        1.00114         57.2405         1.20361         
W90     2100.7          2092.31         0.123779        1.00401         39.7251         0.414481        
W91     2100.44         2104.75         0.130389        0.997952        53.4066         3.50814         
W92     2100.13         2098.91         0.12024         1.00058         40.6534         0.49177         
W93     2099.76         2085.24         0.129543        1.00696         51.8715         0.238686        
W94     2099.34         2109.22         0.133675        0.995317        46.7261         1.37986         
W95     2098.87         2105.3          0.122196        0.996946        46.3242         0.647999        
W96     2098.35         1603.17         0.0850311       1.30888         54.5683         4.34609         
W97     2097.78         2091.24         0.129562        1.00313         43.1293         0.420287        
W98     2097.15         2084.97         0.118743        1.00584         47.9165         0.744373        
W99     2096.48         2106.68         0.126807        0.995157        13.6247         1.31074         
W100    2095.75         2095.67         0.127919        1.00004         36.9629         2.45113         
W101    2094.98         2086.56         0.128025        1.00404         49.8965         1.18289         
W102    2094.15         2158.75         0.127089        0.970072        18.7213         1.09023         
W103    2094.87         2095.16         0.105683        0.999863        31.2021         3.30905         
W104    2095.7          2098.84         0.104484        0.998505        24.4913         0.67381         
W105    2096.48         2147.69         0.110678        0.976153        35.6897         1.88805         
W106    2097.21         2134.18         0.113048        0.982675        91.4845         2.80115         
W107    2097.88         2088.03         0.0982126       1.00472         38.6687         2.75651         
W108    2098.51         2084.29         0.10464         1.00682         48.4587         2.66792         
W109    2099.08         2095.86         0.114537        1.00154         48.3508         0.848355        
W110    2099.6          2101.24         0.113324        0.999221        45.2721         5.06595         
W111    2100.07         2097.53         0.122312        1.00121         65.1194         0.418003        
W112    2100.49         2116.9          0.119633        0.992249        34.7299         0.672454        
W113    2100.86         2099.33         0.13653         1.00073         44.8097         0.841175        
W114    2101.17         2096.03         0.118908        1.00245         58.965          0.935986        
W115    2101.43         2100.28         0.121208        1.00055         33.0523         2.57933         
W116    2101.64         2103.47         0.120603        0.999128        44.3757         4.56671         
W117    2101.8          2104.02         0.128708        0.998946        36.2393         0.812248        
W118    2101.9          2102.35         0.117123        0.999788        36.5266         0.878884        
W119    2101.95         2104.34         0.129702        0.998868        36.5539         0.310578        
W120    2101.95         2101.37         0.118797        1.00028         41.2144         0.716085        
W121    2101.9          2101.11         0.115159        1.00038         47.1424         2.80213         
W122    2101.8          2094.52         0.122817        1.00347         52.451          0.777905        
W123    2101.64         2080.63         0.12204         1.0101          59.0943         1.73894         
W124    2101.43         2095.73         0.125106        1.00272         46.7836         0.647455        
W125    2101.17         2100.6          0.112161        1.00027         37.8917         0.287216        
W126    2100.86         2097.44         0.123302        1.00163         46.1203         0.813532        
W127    2100.49         2102.65         0.119551        0.998974        47.0327         3.46726         
W128    2100.07         2097.32         0.106528        1.00131         51.9236         1.73727         
W129    2099.6          2091.85         0.124695        1.00371         42.9159         2.63528         
W130    2099.08         2103.6          0.120725        0.997852        35.9493         1.2391          
W131    2098.51         2092.03         0.123077        1.0031          49.9341         0.214221        
W132    2097.88         2096.63         0.12632         1.0006          34.6452         0.821175        
W133    2097.21         2028.98         0.117602        1.03362         66.7708         3.43627         
W134    2096.48         2095.06         0.123011        1.00068         33.301          1.12175         
W135    2095.7          2033.36         0.120644        1.03066         54.8139         4.49391         
W136    2094.87         558559          0.138092        0.5             199.974         1.04662         
W137    2095.54         2059.39         0.124456        1.01756         78.2292         0.253047        
W138    2096.37         2040.26         0.111675        1.0275          54.109          0.254543        
W139    2097.15         2168.98         0.120564        0.966883        75.1242         1.44605         
W140    2097.88         2129.49         0.117169        0.985156        19.0894         0.984472        
W141    2098.56         2081.36         0.113392        1.00826         52.4571         0.501963        
W142    2099.18         2105.9          0.126131        0.996812        33.4538         2.04044         
W143    2099.76         2114.41         0.121688        0.993071        26.3464         0.296389        
W144    2100.28         2103.41         0.118855        0.998512        45.4779         2.73772         
W145    2100.75         2098.83         0.118794        1.00092         52.8226         2.37446         
W146    2101.17         2101.63         0.120352        0.999781        40.7199         2.05682         
W147    2101.53         2102.3          0.131019        0.999637        53.2121         0.171753        
W148    2101.85         2099.59         0.123284        1.00108         55.1287         1.24903         
W149    2102.11         2102.09         0.118466        1.00001         58.5456         0.525441        
W150    2102.32         2102.48         0.126475        0.999925        48.8768         0.5375          
W151    2102.48         2102.6          0.133462        0.999942        50.2082         1.03979         
W152    2102.58         2102.1          0.125402        1.00023         55.4852         0.213207        
W153    2102.63         2108.81         0.132409        0.997072        38.7714         0.759885        
W154    2102.63         2103.09         0.12755         0.999784        48.4352         1.34933         
W155    2102.58         2103.17         0.119366        0.999723        48.6312         3.06338         
W156    2102.48         2101.5          0.132085        1.00046         39.5442         2.79555         
W157    2102.32         2100.46         0.131857        1.00089         45.6849         0.998368        
W158    2102.11         2100.1          0.128413        1.00096         32.5624         1.10797         
W159    2101.85         2104.92         0.122087        0.998542        40.2172         1.91416         
W160    2101.53         2101.44         0.12381         1.00004         39.1            4.59088         
W161    2101.17         2104.33         0.127875        0.998497        30.5359         0.583603        
W162    2100.75         2101.64         0.122631        0.999576        34.9449         0.00375132      
W163    2100.28         2098.39         0.117974        1.0009          39.4904         0.771544        
W164    2099.76         2091.88         0.124646        1.00377         49.5656         1.32012         
W165    2099.18         2102.15         0.111282        0.998591        40.4219         2.5211          
W166    2098.56         2099.62         0.123009        0.999493        51.9366         0.486014        
W167    2097.88         2096.72         0.132393        1.00055         38.2194         1.04628         
W168    2097.15         2085.62         0.122201        1.00553         64.6276         2.2261          
W169    2096.37         2063.02         0.109569        1.01617         40.9496         0.919095        
W170    2095.54         2098.99         0.116679        0.998355        36.4992         6.11243         
W171    2096.16         2048.74         0.115499        1.02315         41.426          0.544106        
W172    2096.99         2103.95         0.117081        0.996694        103.577         0.343589        
W173    2097.78         2100.18         0.12073         0.998857        26.4753         0.331974        
W174    2098.5          2104.35         0.111391        0.99722         55.6952         1.27791         
W175    2099.18         2098.71         0.113143        1.00022         60.2472         2.3703          
W176    2099.81         2100.8          0.131757        0.999525        47.1848         0.832746        
W177    2100.38         2107.23         0.124382        0.996751        22.4419         0.154177        
W178    2100.91         2097.38         0.124119        1.00168         35.1113         0.115579        
W179    2101.38         2101.56         0.129121        0.999914        36.9223         0.915377        
W180    2101.8          2103            0.124524        0.999428        30.7226         0.0768715       
W181    2102.16         2104.72         0.124336        0.998786        52.2653         2.07656         
W182    2102.48         2091.86         0.126805        1.00507         51.4002         1.31292         
W183    2102.74         2102.21         0.133124        1.00025         54.9185         1.24874         
W184    2102.95         2107.31         0.131297        0.99793         43.5633         0.786863        
W185    2103.11         2103.02         0.129824        1.00004         44.0952         2.28001         
W186    2103.21         2107.8          0.113893        0.997824        38.4492         1.08583         
W187    2103.26         2110.34         0.139472        0.996645        42.4632         3.14666         
W188    2103.26         2103.24         0.135828        1.00001         48.5831         0.853552        
W189    2103.21         2103.2          0.135822        1               49.9173         2.30409         
W190    2103.11         2102.49         0.119148        1.00029         52.2875         1.63332         
W191    2102.95         2102.83         0.124546        1.00006         43.8746         0.517354        
W192    2102.74         2101.28         0.127883        1.0007          46.5371         0.498551        
W193    2102.48         2108.64         0.122033        0.997075        41.7439         0.40502         
W194    2102.16         2099.87         0.122454        1.00109         44.3871         1.38525         
W195    2101.8          2101.54         0.127391        1.00012         38.2982         0.916884        
W196    2101.38         2101.18         0.131868        1.00009         44.813          0.245745        
W197    2100.91         2104.7          0.12056         0.998198        27.4564         1.19886         
W198    2100.38         2099.5          0.127773        1.00042         43.9617         3.72047         
W199    2099.81         2098.76         0.122872        1.0005          38.6769         0.216623        
W200    2099.18         2102.74         0.123513        0.998306        26.3039         2.31467         
W201    2098.5          2093.45         0.132371        1.00241         36.3333         2.09518         
W202    2097.78         2124.08         0.122823        0.987617        11.6988         1.597           
W203    2096.99         2113.47         0.122297        0.992204        27.6683         0.235917        
W204    2096.16         2199.5          0.127623        0.953018        7.20436         0.514307        
W205    2096.73         2082.49         0.124477        1.00684         52.7842         6.61343         
W206    2097.57         2108.51         0.12593         0.994809        32.9848         0.432545        
W207    2098.35         2097.16         0.123475        1.00056         41.1382         1.73876         
W208    2099.08         2102.89         0.123638        0.998186        75.5661         0.955304        
W209    2099.75         2099.32         0.114155        1.00021         44.7698         5.71515         
W210    2100.38         2087.25         0.135675        1.00629         45.0386         0.66102         
W211    2100.96         2102.92         0.124142        0.999068        54.2929         1.47622         
W212    2101.48         2098.04         0.127047        1.00164         42.149          1.83584         
W213    2101.95         2103.94         0.116312        0.999057        58.4132         2.70106         
W214    2102.37         2116.24         0.122058        0.993447        23.7554         1.13624         
W215    2102.74         2103.24         0.136418        0.99976         33.3672         0.68311         
W216    2103.05         2105.24         0.12009         0.998959        38.9847         0.594357        
W217    2103.31         2103.47         0.116872        0.999926        49.3852         1.32141         
W218    2103.52         2115.63         0.114926        0.994276        29.465          0.764729        
W219    2103.68         2106.64         0.12274         0.998594        38.9732         2.31363         
W220    2103.79         2108.32         0.115087        0.997849        45.1809         1.49189         
W221    2103.84         2104.2          0.124521        0.999827        35.2208         0.30476         
W222    2103.84         2103.69         0.129315        1.00007         48.8162         1.27254         
W223    2103.79         2103.36         0.130591        1.0002          53.7345         1.67821         
W224    2103.68         2104.6          0.125437        0.999564        53.7486         1.05945         
W225    2103.52         2104.07         0.117895        0.999743        54.2299         0.979423        
W226    2103.31         2104.75         0.1312          0.999318        47.5175         1.30966         
W227    2103.05         2103.42         0.134803        0.999825        41.91           1.67635         
W228    2102.74         2097.16         0.124593        1.00266         49.9233         4.0583          
W229    2102.37         2103.12         0.122546        0.999644        38.0595         4.77414         
W230    2101.95         2118.22         0.137265        0.992319        32.2844         0.415949        
W231    2101.48         2100.67         0.125039        1.00038         48.3853         1.5644          
W232    2100.96         2065.53         0.128571        1.01715         69.055          1.87477         
W233    2100.38         2100.82         0.131898        0.999789        64.8178         2.55433         
W234    2099.75         2093.71         0.116658        1.00289         54.3594         3.70407         
W235    2099.08         2069.28         0.113954        1.0144          44.6555         8.46675         
W236    2098.35         2121.75         0.108088        0.988968        200             2.2625          
W237    2097.57         2090.2          0.115153        1.00353         33.0409         2.51258         
W238    2096.73         2127.78         0.141739        0.985409        30.4724         1.66701         
W239    2097.25         2070.02         0.111608        1.01316         26.6432         0.644595        
W240    2098.09         2111.91         0.106258        0.993453        19.0172         2.91446         
W241    2098.87         2084.92         0.12511         1.00669         46.1165         0.53363         
W242    2099.6          2108.14         0.124918        0.995949        30.7537         0.0998887       
W243    2100.28         2098.54         0.126042        1.00083         38.1928         0.357825        
W244    2100.9          2099.78         0.116924        1.00054         35.4216         1.18036         
W245    2101.48         2100.98         0.115941        1.00024         61.52           1.05503         
W246    2102            2101.95         0.125062        1.00002         35.5855         1.15786         
W247    2102.47         2093.7          0.115456        1.00419         51.9183         2.76672         
W248    2102.89         2104.09         0.131046        0.999429        45.7585         0.831674        
W249    2103.26         2103.4          0.13062         0.999934        54.8915         0.436741        
W250    2103.58         2101.62         0.124632        1.00093         37.3982         0.827329        
W251    2103.84         2103.2          0.128466        1.0003          54.1669         0.146175        
W252    2104.05         2104.15         0.122195        0.999951        50.9467         1.48753         
W253    2104.21         2104.77         0.130154        0.999733        50.1445         1.00701         
W254    2104.31         2104.81         0.131737        0.999764        51.49           3.2715          
W255    2104.36         2104.59         0.132507        0.999891        52.0052         1.30863         
W256    2104.36         2104.34         0.124744        1.00001         44.4873         0.280081        
W257    2104.31         2104.57         0.131882        0.999877        47.8307         1.57895         
W258    2104.21         2103.87         0.13718         1.00016         50.1221         3.0669          
W259    2104.05         2101.84         0.139863        1.00105         49.9133         0.212627        
W260    2103.84         2104.04         0.125988        0.999904        44.736          1.61688         
W261    2103.58         2103.5          0.129205        1.00004         47.6865         0.276649        
W262    2103.26         2102.34         0.124274        1.00044         54.0532         3.26216         
W263    2102.89         2103.01         0.124932        0.999943        53.388          0.907423        
W264    2102.47         2104.57         0.123258        0.999004        43.0214         0.139925        
W265    2102            2102.91         0.13106         0.99957         42.3863         1.45989         
W266    2101.48         2103.4          0.122285        0.999085        37.2587         2.88567         
W267    2100.9          2117.16         0.15736         0.992322        21.5795         2.22238         
W268    2100.28         2098.48         0.150196        1.00085         42.084          0.804367        
W269    2099.6          2095.13         0.121906        1.00213         41.1557         1.39687         
W270    2098.87         2095.82         0.119597        1.00145         35.4572         0.756896        
W271    2098.09         2095.57         0.12891         1.0012          42.5775         2.10685         
W272    2097.25         2088.98         0.129049        1.00396         42.2051         0.86999         
W273    2097.72         2143.84         0.128867        0.978486        71.3309         3.03054         
W274    2098.55         2064.51         0.126768        1.01649         64.6606         0.520373        
W275    2099.33         2112.37         0.121808        0.993829        36.8353         2.47222         
W276    2100.07         2110.35         0.132108        0.995127        25.4934         0.784342        
W277    2100.75         2101.51         0.125126        0.999636        78.7603         3.08375         
W278    2101.37         2102.12         0.120049        0.999643        28.1615         2.86317         
W279    2101.95         2090.39         0.12553         1.00553         48.0222         3.2427          
W280    2102.47         2109.41         0.12826         0.996714        41.9008         0.890369        
W281    2102.95         2102.7          0.13527         1.00012         48.2964         1.12532         
W282    2103.37         2103.64         0.136205        0.999871        58.5306         0.516936        
W283    2103.73         2103.59         0.142553        1.00007         50.8113         2.04603         
W284    2104.05         2101.91         0.134858        1.00102         48.9778         0.87655         
W285    2104.31         2104.9          0.144144        0.99972         46.3924         2.1085          
W286    2104.52         2115.48         0.118708        0.994821        36.8296         3.53737         
W287    2104.68         2105.9          0.123064        0.999422        47.1805         2.9721          
W288    2104.78         2104.88         0.130262        0.999956        51.3932         2.02634         
W289    2104.84         2106.75         0.124255        0.999094        46.1206         1.2452          
W290    2104.84         2105.19         0.143174        0.999831        52.5924         0.741155        
W291    2104.78         2104.62         0.118779        1.00008         59.6671         0.921977        
W292    2104.68         2104.02         0.14208         1.00031         49.1505         1.50767         
W293    2104.52         2100.07         0.121566        1.00212         55.6835         0.529264        
W294    2104.31         2103.99         0.132339        1.00015         56.8481         0.738143        
W295    2104.05         2104.03         0.129441        1.00001         56.7682         1.81377         
W296    2103.73         2106.03         0.128159        0.998908        43.4325         1.07662         
W297    2103.37         2091.7          0.112017        1.00558         48.1404         1.86625         
W298    2102.95         2109.41         0.12207         0.996937        50.4268         0.780108        
W299    2102.47         2101.58         0.113265        1.00042         39.8507         0.536303        
W300    2101.95         2100.66         0.135328        1.00061         32.5526         1.49271         
W301    2101.37         2105.66         0.119201        0.997963        76.8457         1.08884         
W302    2100.75         2100.71         0.129818        1.00002         45.5163         0.563867        
W303    2100.07         2080.88         0.124701        1.00922         47.5292         0.886337        
W304    2099.33         2097.89         0.122941        1.00069         39.1297         0.858816        
W305    2098.55         2094.14         0.130595        1.00211         25.2386         3.07697         
W306    2097.72         2008.68         0.13253         1.04433         199.999         1.17892         
W307    2098.14         2032.74         0.122565        1.03217         35.4481         2.60562         
W308    2098.97         2090            0.112693        1.00429         40.9584         4.26084         
W309    2099.75         2096.77         0.11899         1.00142         66.5496         0.693998        
W310    2100.48         2100.84         0.116828        0.999832        41.3318         0.575698        
W311    2101.16         2103.1          0.120129        0.999078        61.6455         3.62398         
W312    2101.79         2103.59         0.113932        0.999146        17.2872         3.15178         
W313    2102.37         2127.37         0.121002        0.988249        28.4565         1.32914         
W314    2102.89         2104.83         0.12351         0.999082        35.2593         0.75005         
W315    2103.36         2103.03         0.128396        1.00016         48.0758         2.5301          
W316    2103.78         2102.89         0.119365        1.00042         52.2397         1.5634          
W317    2104.15         2104.1          0.116725        1.00003         51.0321         1.62356         
W318    2104.47         2103.8          0.127393        1.00032         46.6692         3.47541         
W319    2104.73         2104.99         0.138328        0.999879        47.1334         3.26063         
W320    2104.94         2104.79         0.119722        1.00007         47.4588         1.99548         
W321    2105.1          2105.55         0.125598        0.999785        51.4586         2.53646         
W322    2105.2          2104.86         0.111044        1.00016         57.1114         0.983049        
W323    2105.26         2105.44         0.131448        0.999914        53.4885         1.35515         
W324    2105.26         2105.26         0.130351        1               49.8983         3.5014          
W325    2105.2          2104.69         0.125064        1.00024         52.3209         0.95498         
W326    2105.1          2097            0.13502         1.00386         58.0277         3.56907         
W327    2104.94         2103.62         0.138188        1.00063         47.6165         0.951198        
W328    2104.73         2105.08         0.124261        0.999832        52.8629         1.30762         
W329    2104.47         2109.41         0.12655         0.997658        43.1315         3.79338         
W330    2104.15         2103.74         0.132412        1.0002          41.4523         0.97688         
W331    2103.78         2103.6          0.132212        1.00009         51.2123         1.72102         
W332    2103.36         2102.88         0.123282        1.00023         55.4359         1.4349          
W333    2102.89         2104.05         0.143839        0.999449        49.7171         0.518139        
W334    2102.37         2100.9          0.131814        1.0007          50.6254         1.21873         
W335    2101.79         2102.41         0.119013        0.999704        60.939          1.07522         
W336    2101.16         2100.88         0.117567        1.00013         58.1029         0.108121        
W337    2100.48         2098.02         0.118633        1.00117         46.9323         0.850675        
W338    2099.75         2099.54         0.137964        1.0001          52.4579         1.72218         
W339    2098.97         2097.42         0.11849         1.00074         41.975          3.9809          
W340    2098.14         2095.5          0.126369        1.00126         36.7012         2.14503         
W341    2098.5          2087.94         0.114056        1.00506         45.0527         5.0788          
W342    2099.33         2102.39         0.117973        0.998544        25.7321         2.23925         
W343    2100.12         2097.1          0.120439        1.00144         38.9922         0.117676        
W344    2100.85         2096.84         0.127479        1.00191         46.3819         0.516091        
W345    2101.53         2102.52         0.128059        0.999527        45.5463         1.84733         
W346    2102.16         2101.96         0.116843        1.0001          42.4873         1.82737         
W347    2102.73         2103.15         0.11335         0.999803        56.3191         2.02288         
W348    2103.26         2103.61         0.115518        0.999833        42.8623         0.435694        
W349    2103.73         2106.68         0.118292        0.998601        40.5568         1.9214          
W350    2104.15         2101.25         0.127947        1.00138         56.1182         0.155116        
W351    2104.52         2102.2          0.130012        1.0011          44.8628         1.4004          
W352    2104.84         2104.84         0.12673         0.999996        45.2062         0.475151        
W353    2105.1          2104.52         0.113374        1.00027         46.285          1.79882         
W354    2105.31         2105.88         0.133536        0.999729        52.0354         0.679702        
W355    2105.47         2106.39         0.129945        0.999563        46.6623         2.05531         
W356    2105.57         2105.38         0.133576        1.00009         55.0479         0.0900066       
W357    2105.63         2105.65         0.135046        0.999986        50.4057         0.113349        
W358    2105.63         2105.54         0.136853        1.00004         50.1011         3.52575         
W359    2105.57         2105.5          0.136561        1.00003         52.985          0.138047        
W360    2105.47         2104.81         0.128075        1.00031         51.5808         3.70582         
W361    2105.31         2105.23         0.131765        1.00004         55.5808         0.53109         
W362    2105.1          2105.29         0.126705        0.999909        51.3312         0.417084        
W363    2104.84         2105.37         0.126594        0.999748        50.4519         0.541245        
W364    2104.52         2105.08         0.118726        0.999736        40.4701         2.12041         
W365    2104.15         2103.72         0.130055        1.0002          63.2738         1.42499         
W366    2103.73         2102.74         0.122011        1.00047         62.5058         1.96193         
W367    2103.26         2098.69         0.11384         1.00218         65.7093         0.673353        
W368    2102.73         2102.13         0.128933        1.00029         50.9827         2.49618         
W369    2102.16         2099.42         0.118893        1.0013          43.873          2.94373         
W370    2101.53         2102.62         0.112275        0.999482        46.0514         2.22231         
W371    2100.85         2097.81         0.120144        1.00145         35.1994         0.0633945       
W372    2100.12         2101.07         0.119725        0.999546        54.5877         0.387888        
W373    2099.33         2091.02         0.120189        1.00398         96.4142         0.60564         
W374    2098.5          2105.24         0.117282        0.996796        4.78769         0.583138        
W375    2098.81         2137.24         0.123177        0.982019        40.0907         0.519349        
W376    2099.65         2123.57         0.117629        0.988734        19.3097         0.59923         
W377    2100.43         2095.25         0.125823        1.00247         36.8262         1.73875         
W378    2101.16         2091.34         0.116603        1.0047          43.2023         1.10709         
W379    2101.84         2104.56         0.125023        0.99871         57.2071         0.640304        
W380    2102.47         2102.98         0.121942        0.999757        42.1938         1.05344         
W381    2103.05         2106.68         0.119596        0.998276        40.802          2.9025          
W382    2103.57         2106.12         0.12345         0.998791        47.1091         0.668372        
W383    2104.05         2102.02         0.126296        1.00096         46.7563         1.05596         
W384    2104.47         2106.4          0.123862        0.999081        47.6462         0.7755          
W385    2104.83         2110.87         0.135353        0.99714         44.1727         4.88647         
W386    2105.15         2105.65         0.134031        0.999763        49.4451         1.5447          
W387    2105.41         2105.91         0.133346        0.999764        48.5752         0.564755        
W388    2105.62         2105.33         0.123377        1.00014         46.9608         2.81374         
W389    2105.78         2105.91         0.129771        0.999939        49.1117         0.191438        
W390    2105.89         2105.88         0.130837        1               48.4368         0.351764        
W391    2105.94         2105.91         0.138192        1.00001         47.4444         0.0754972       
W392    2105.94         2105.92         0.122275        1.00001         52.2174         0.477751        
W393    2105.89         2105.75         0.131177        1.00007         54.3698         2.64406         
W394    2105.78         2105.94         0.136519        0.999925        51.6356         0.591184        
W395    2105.62         2106.06         0.123656        0.999793        49.4762         2.18029         
W396    2105.41         2105.49         0.128454        0.999962        48.3986         2.79748         
W397    2105.15         2105.37         0.121794        0.999896        48.2082         2.84496         
W398    2104.83         2103.72         0.109753        1.00053         48.1758         0.397245        
W399    2104.47         2105.1          0.135154        0.9997          52.9724         1.52422         
W400    2104.05         2103.54         0.131904        1.00024         55.4147         0.154341        
W401    2103.57         2103.11         0.120759        1.00022         51.1257         1.05611         
W402    2103.05         2101.61         0.113619        1.00069         38.74           2.69058         
W403    2102.47         2118.9          0.119115        0.992248        44.1063         2.1238          
W404    2101.84         2093.58         0.11916         1.00395         68.8902         1.69739         
W405    2101.16         2103.14         0.131314        0.999059        28.6589         0.607162        
W406    2100.43         2100.93         0.122296        0.999764        29.8403         1.68409         
W407    2099.65         2085.04         0.122647        1.00701         41.6681         1.16022         
W408    2098.81         1609.18         0.0657936       1.30428         3.83099         1.54312e-05     
W409    2099.07         2950.38         0.0966298       0.711458        2.82889         3.80969e-06     
W410    2099.91         1548.57         0.0701893       1.35603         125.114         3.43864         
